country,year,indicator,birth_order,unit,value,source
Slovenia,2003,births_by_birth_order,Second birth,%,36.3,OECD
Slovenia,2003,births_by_birth_order,Third birth or higher,%,13.6,OECD
Spain,2003,births_by_birth_order,First birth,%,55.5,OECD
Spain,2003,births_by_birth_order,Second birth,%,34.9,OECD
Spain,2003,births_by_birth_order,Third birth or higher,%,9.6,OECD
Switzerland,2003,births_by_birth_order,First birth,%,40.8,OECD
Switzerland,2003,births_by_birth_order,Second birth,%,32.9,OECD
Switzerland,2003,births_by_birth_order,Third birth or higher,%,13.8,OECD
Romania,2003,births_by_birth_order,First birth,%,50.8,OECD
Romania,2003,births_by_birth_order,Second birth,%,30.1,OECD
Romania,2003,births_by_birth_order,Third birth or higher,%,19.0,OECD
Austria,2004,births_by_birth_order,First birth,%,46.1,OECD
Austria,2004,births_by_birth_order,Second birth,%,35.0,OECD
Austria,2004,births_by_birth_order,Third birth or higher,%,18.9,OECD
Belgium,2004,births_by_birth_order,First birth,%,45.9,OECD
Belgium,2004,births_by_birth_order,Second birth,%,33.1,OECD
Belgium,2004,births_by_birth_order,Third birth or higher,%,21.0,OECD
Czechia,2004,births_by_birth_order,First birth,%,49.2,OECD
Czechia,2004,births_by_birth_order,Second birth,%,36.5,OECD
Czechia,2004,births_by_birth_order,Third birth or higher,%,14.3,OECD
Estonia,2004,births_by_birth_order,First birth,%,49.3,OECD
Estonia,2004,births_by_birth_order,Second birth,%,32.3,OECD
Estonia,2004,births_by_birth_order,Third birth or higher,%,18.3,OECD
Finland,2004,births_by_birth_order,First birth,%,42.0,OECD
Finland,2004,births_by_birth_order,Second birth,%,32.6,OECD
Finland,2004,births_by_birth_order,Third birth or higher,%,25.5,OECD
Greece,2004,births_by_birth_order,First birth,%,47.7,OECD
Greece,2004,births_by_birth_order,Second birth,%,37.7,OECD
Greece,2004,births_by_birth_order,Third birth or higher,%,14.6,OECD
Iceland,2004,births_by_birth_order,First birth,%,38.3,OECD
Iceland,2004,births_by_birth_order,Second birth,%,36.1,OECD
Iceland,2004,births_by_birth_order,Third birth or higher,%,25.6,OECD
Latvia,2004,births_by_birth_order,First birth,%,52.7,OECD
Latvia,2004,births_by_birth_order,Second birth,%,31.0,OECD
Latvia,2004,births_by_birth_order,Third birth or higher,%,16.3,OECD
Lithuania,2004,births_by_birth_order,First birth,%,49.8,OECD
Lithuania,2004,births_by_birth_order,Second birth,%,33.3,OECD
Lithuania,2004,births_by_birth_order,Third birth or higher,%,16.9,OECD
Luxembourg,2004,births_by_birth_order,First birth,%,30.4,OECD
Luxembourg,2004,births_by_birth_order,Second birth,%,28.7,OECD
Luxembourg,2004,births_by_birth_order,Third birth or higher,%,14.8,OECD
Netherlands,2004,births_by_birth_order,First birth,%,45.6,OECD
Netherlands,2004,births_by_birth_order,Second birth,%,36.8,OECD
Netherlands,2004,births_by_birth_order,Third birth or higher,%,17.6,OECD
Norway,2004,births_by_birth_order,First birth,%,41.8,OECD
Norway,2004,births_by_birth_order,Second birth,%,35.9,OECD
Norway,2004,births_by_birth_order,Third birth or higher,%,22.3,OECD
Poland,2004,births_by_birth_order,First birth,%,50.7,OECD
Poland,2004,births_by_birth_order,Second birth,%,31.4,OECD
Poland,2004,births_by_birth_order,Third birth or higher,%,17.8,OECD
Slovenia,2004,births_by_birth_order,First birth,%,49.9,OECD
Slovenia,2004,births_by_birth_order,Second birth,%,35.8,OECD
Slovenia,2004,births_by_birth_order,Third birth or higher,%,14.3,OECD
Spain,2004,births_by_birth_order,First birth,%,55.7,OECD
Spain,2004,births_by_birth_order,Second birth,%,34.8,OECD
Spain,2004,births_by_birth_order,Third birth or higher,%,9.5,OECD
Switzerland,2004,births_by_birth_order,First birth,%,40.9,OECD
Switzerland,2004,births_by_birth_order,Second birth,%,32.6,OECD
Switzerland,2004,births_by_birth_order,Third birth or higher,%,13.2,OECD
Romania,2004,births_by_birth_order,First birth,%,52.4,OECD
Romania,2004,births_by_birth_order,Second birth,%,29.4,OECD
Romania,2004,births_by_birth_order,Third birth or higher,%,18.2,OECD
Austria,2005,births_by_birth_order,First birth,%,46.3,OECD
Austria,2005,births_by_birth_order,Second birth,%,34.8,OECD
Austria,2005,births_by_birth_order,Third birth or higher,%,18.9,OECD
Belgium,2005,births_by_birth_order,First birth,%,45.6,OECD
Belgium,2005,births_by_birth_order,Second birth,%,33.7,OECD
Belgium,2005,births_by_birth_order,Third birth or higher,%,20.7,OECD
Czechia,2005,births_by_birth_order,First birth,%,48.8,OECD
Czechia,2005,births_by_birth_order,Second birth,%,37.2,OECD
Czechia,2005,births_by_birth_order,Third birth or higher,%,14.0,OECD
Estonia,2005,births_by_birth_order,First birth,%,48.4,OECD
Estonia,2005,births_by_birth_order,Second birth,%,33.6,OECD
Estonia,2005,births_by_birth_order,Third birth or higher,%,18.0,OECD
Finland,2005,births_by_birth_order,First birth,%,42.2,OECD
Finland,2005,births_by_birth_order,Second birth,%,32.8,OECD
Finland,2005,births_by_birth_order,Third birth or higher,%,25.0,OECD
Greece,2005,births_by_birth_order,First birth,%,47.0,OECD
Greece,2005,births_by_birth_order,Second birth,%,38.5,OECD
Greece,2005,births_by_birth_order,Third birth or higher,%,14.5,OECD
Iceland,2005,births_by_birth_order,First birth,%,38.9,OECD
Iceland,2005,births_by_birth_order,Second birth,%,36.0,OECD
Iceland,2005,births_by_birth_order,Third birth or higher,%,25.1,OECD
Latvia,2005,births_by_birth_order,First birth,%,51.5,OECD
Latvia,2005,births_by_birth_order,Second birth,%,31.8,OECD
Latvia,2005,births_by_birth_order,Third birth or higher,%,16.7,OECD
Lithuania,2005,births_by_birth_order,First birth,%,48.9,OECD
Lithuania,2005,births_by_birth_order,Second birth,%,34.1,OECD
Lithuania,2005,births_by_birth_order,Third birth or higher,%,17.0,OECD
Luxembourg,2005,births_by_birth_order,First birth,%,31.0,OECD
Luxembourg,2005,births_by_birth_order,Second birth,%,28.0,OECD
Luxembourg,2005,births_by_birth_order,Third birth or higher,%,13.3,OECD
Netherlands,2005,births_by_birth_order,First birth,%,45.2,OECD
Netherlands,2005,births_by_birth_order,Second birth,%,37.1,OECD
Netherlands,2005,births_by_birth_order,Third birth or higher,%,17.7,OECD
Norway,2005,births_by_birth_order,First birth,%,41.6,OECD
Norway,2005,births_by_birth_order,Second birth,%,36.3,OECD
Norway,2005,births_by_birth_order,Third birth or higher,%,22.1,OECD
Poland,2005,births_by_birth_order,First birth,%,51.2,OECD
Poland,2005,births_by_birth_order,Second birth,%,32.1,OECD
Poland,2005,births_by_birth_order,Third birth or higher,%,16.7,OECD
Slovenia,2005,births_by_birth_order,First birth,%,50.4,OECD
Slovenia,2005,births_by_birth_order,Second birth,%,35.7,OECD
Slovenia,2005,births_by_birth_order,Third birth or higher,%,13.8,OECD
Spain,2005,births_by_birth_order,First birth,%,55.8,OECD
Spain,2005,births_by_birth_order,Second birth,%,34.8,OECD
Spain,2005,births_by_birth_order,Third birth or higher,%,9.4,OECD
Switzerland,2005,births_by_birth_order,First birth,%,41.3,OECD
Switzerland,2005,births_by_birth_order,Second birth,%,31.9,OECD
Switzerland,2005,births_by_birth_order,Third birth or higher,%,13.0,OECD
Romania,2005,births_by_birth_order,First birth,%,52.0,OECD
Romania,2005,births_by_birth_order,Second birth,%,30.6,OECD
Romania,2005,births_by_birth_order,Third birth or higher,%,17.3,OECD
Austria,2006,births_by_birth_order,First birth,%,46.6,OECD
Austria,2006,births_by_birth_order,Second birth,%,34.8,OECD
Austria,2006,births_by_birth_order,Third birth or higher,%,18.7,OECD
Belgium,2006,births_by_birth_order,First birth,%,45.4,OECD
Belgium,2006,births_by_birth_order,Second birth,%,34.2,OECD
Belgium,2006,births_by_birth_order,Third birth or higher,%,20.4,OECD
Czechia,2006,births_by_birth_order,First birth,%,49.0,OECD
Czechia,2006,births_by_birth_order,Second birth,%,36.9,OECD
Czechia,2006,births_by_birth_order,Third birth or higher,%,14.1,OECD
Estonia,2006,births_by_birth_order,First birth,%,48.2,OECD
Estonia,2006,births_by_birth_order,Second birth,%,34.4,OECD
Estonia,2006,births_by_birth_order,Third birth or higher,%,17.4,OECD
Finland,2006,births_by_birth_order,First birth,%,42.1,OECD
Finland,2006,births_by_birth_order,Second birth,%,33.2,OECD
Finland,2006,births_by_birth_order,Third birth or higher,%,24.7,OECD
Greece,2006,births_by_birth_order,First birth,%,47.6,OECD
Greece,2006,births_by_birth_order,Second birth,%,37.8,OECD
Greece,2006,births_by_birth_order,Third birth or higher,%,14.6,OECD
Iceland,2006,births_by_birth_order,First birth,%,40.4,OECD
Iceland,2006,births_by_birth_order,Second birth,%,34.8,OECD
Iceland,2006,births_by_birth_order,Third birth or higher,%,24.8,OECD
Latvia,2006,births_by_birth_order,First birth,%,52.2,OECD
Latvia,2006,births_by_birth_order,Second birth,%,31.8,OECD
Latvia,2006,births_by_birth_order,Third birth or higher,%,16.0,OECD
Lithuania,2006,births_by_birth_order,First birth,%,50.5,OECD
Lithuania,2006,births_by_birth_order,Second birth,%,34.0,OECD
Lithuania,2006,births_by_birth_order,Third birth or higher,%,15.4,OECD
Luxembourg,2006,births_by_birth_order,First birth,%,50.3,OECD
Luxembourg,2006,births_by_birth_order,Second birth,%,33.9,OECD
Luxembourg,2006,births_by_birth_order,Third birth or higher,%,15.8,OECD
Netherlands,2006,births_by_birth_order,First birth,%,44.8,OECD
Netherlands,2006,births_by_birth_order,Second birth,%,37.4,OECD
Netherlands,2006,births_by_birth_order,Third birth or higher,%,17.9,OECD
Norway,2006,births_by_birth_order,First birth,%,42.3,OECD
Norway,2006,births_by_birth_order,Second birth,%,36.5,OECD
Norway,2006,births_by_birth_order,Third birth or higher,%,21.2,OECD
Poland,2006,births_by_birth_order,First birth,%,51.3,OECD
Poland,2006,births_by_birth_order,Second birth,%,32.7,OECD
Poland,2006,births_by_birth_order,Third birth or higher,%,16.0,OECD
Slovenia,2006,births_by_birth_order,First birth,%,49.6,OECD
Slovenia,2006,births_by_birth_order,Second birth,%,35.8,OECD
Slovenia,2006,births_by_birth_order,Third birth or higher,%,14.5,OECD
Spain,2006,births_by_birth_order,First birth,%,55.7,OECD
Spain,2006,births_by_birth_order,Second birth,%,34.9,OECD
Spain,2006,births_by_birth_order,Third birth or higher,%,9.4,OECD
Switzerland,2006,births_by_birth_order,First birth,%,49.9,OECD
Switzerland,2006,births_by_birth_order,Second birth,%,35.4,OECD
Switzerland,2006,births_by_birth_order,Third birth or higher,%,14.8,OECD
Romania,2006,births_by_birth_order,First birth,%,53.3,OECD
Romania,2006,births_by_birth_order,Second birth,%,29.9,OECD
Romania,2006,births_by_birth_order,Third birth or higher,%,16.7,OECD
Austria,2007,births_by_birth_order,First birth,%,46.2,OECD
Austria,2007,births_by_birth_order,Second birth,%,35.1,OECD
Austria,2007,births_by_birth_order,Third birth or higher,%,18.7,OECD
Belgium,2007,births_by_birth_order,First birth,%,45.5,OECD
Belgium,2007,births_by_birth_order,Second birth,%,34.1,OECD
Belgium,2007,births_by_birth_order,Third birth or higher,%,20.4,OECD
Czechia,2007,births_by_birth_order,First birth,%,47.2,OECD
Czechia,2007,births_by_birth_order,Second birth,%,37.9,OECD
Czechia,2007,births_by_birth_order,Third birth or higher,%,15.0,OECD
Estonia,2007,births_by_birth_order,First birth,%,47.7,OECD
Estonia,2007,births_by_birth_order,Second birth,%,34.3,OECD
Estonia,2007,births_by_birth_order,Third birth or higher,%,18.0,OECD
Finland,2007,births_by_birth_order,First birth,%,41.9,OECD
Finland,2007,births_by_birth_order,Second birth,%,33.3,OECD
Finland,2007,births_by_birth_order,Third birth or higher,%,24.8,OECD
Greece,2007,births_by_birth_order,First birth,%,47.3,OECD
Greece,2007,births_by_birth_order,Second birth,%,38.2,OECD
Greece,2007,births_by_birth_order,Third birth or higher,%,14.5,OECD
Iceland,2007,births_by_birth_order,First birth,%,40.3,OECD
Iceland,2007,births_by_birth_order,Second birth,%,35.0,OECD
Iceland,2007,births_by_birth_order,Third birth or higher,%,24.8,OECD
Latvia,2007,births_by_birth_order,First birth,%,52.6,OECD
Latvia,2007,births_by_birth_order,Second birth,%,32.6,OECD
Latvia,2007,births_by_birth_order,Third birth or higher,%,14.7,OECD
Lithuania,2007,births_by_birth_order,First birth,%,51.5,OECD
Lithuania,2007,births_by_birth_order,Second birth,%,33.6,OECD
Lithuania,2007,births_by_birth_order,Third birth or higher,%,14.8,OECD
Luxembourg,2007,births_by_birth_order,First birth,%,50.3,OECD
Luxembourg,2007,births_by_birth_order,Second birth,%,34.3,OECD
Luxembourg,2007,births_by_birth_order,Third birth or higher,%,15.4,OECD
Netherlands,2007,births_by_birth_order,First birth,%,45.2,OECD
Netherlands,2007,births_by_birth_order,Second birth,%,36.9,OECD
Netherlands,2007,births_by_birth_order,Third birth or higher,%,18.0,OECD
Norway,2007,births_by_birth_order,First birth,%,42.2,OECD
Norway,2007,births_by_birth_order,Second birth,%,36.3,OECD
Norway,2007,births_by_birth_order,Third birth or higher,%,21.6,OECD
Poland,2007,births_by_birth_order,First birth,%,50.8,OECD
Poland,2007,births_by_birth_order,Second birth,%,33.5,OECD
Poland,2007,births_by_birth_order,Third birth or higher,%,15.7,OECD
Slovenia,2007,births_by_birth_order,First birth,%,48.7,OECD
Slovenia,2007,births_by_birth_order,Second birth,%,36.5,OECD
Slovenia,2007,births_by_birth_order,Third birth or higher,%,14.8,OECD
Spain,2007,births_by_birth_order,First birth,%,57.4,OECD
Spain,2007,births_by_birth_order,Second birth,%,32.5,OECD
Spain,2007,births_by_birth_order,Third birth or higher,%,10.0,OECD
Switzerland,2007,births_by_birth_order,First birth,%,49.2,OECD
Switzerland,2007,births_by_birth_order,Second birth,%,36.3,OECD
Switzerland,2007,births_by_birth_order,Third birth or higher,%,14.5,OECD
Romania,2007,births_by_birth_order,First birth,%,52.4,OECD
Romania,2007,births_by_birth_order,Second birth,%,30.4,OECD
Romania,2007,births_by_birth_order,Third birth or higher,%,17.2,OECD
Austria,2008,births_by_birth_order,First birth,%,46.8,OECD
Austria,2008,births_by_birth_order,Second birth,%,35.0,OECD
Austria,2008,births_by_birth_order,Third birth or higher,%,18.2,OECD
Belgium,2008,births_by_birth_order,First birth,%,45.1,OECD
Belgium,2008,births_by_birth_order,Second birth,%,34.3,OECD
Belgium,2008,births_by_birth_order,Third birth or higher,%,20.6,OECD
Czechia,2008,births_by_birth_order,First birth,%,47.6,OECD
Czechia,2008,births_by_birth_order,Second birth,%,37.9,OECD
Czechia,2008,births_by_birth_order,Third birth or higher,%,14.5,OECD
Estonia,2008,births_by_birth_order,First birth,%,47.5,OECD
Estonia,2008,births_by_birth_order,Second birth,%,34.5,OECD
Estonia,2008,births_by_birth_order,Third birth or higher,%,18.1,OECD
Finland,2008,births_by_birth_order,First birth,%,41.8,OECD
Finland,2008,births_by_birth_order,Second birth,%,33.5,OECD
Finland,2008,births_by_birth_order,Third birth or higher,%,24.7,OECD
Greece,2008,births_by_birth_order,First birth,%,47.3,OECD
Greece,2008,births_by_birth_order,Second birth,%,37.6,OECD
Greece,2008,births_by_birth_order,Third birth or higher,%,15.1,OECD
Iceland,2008,births_by_birth_order,First birth,%,40.0,OECD
Iceland,2008,births_by_birth_order,Second birth,%,34.9,OECD
Iceland,2008,births_by_birth_order,Third birth or higher,%,25.1,OECD
Latvia,2008,births_by_birth_order,First birth,%,51.6,OECD
Latvia,2008,births_by_birth_order,Second birth,%,33.2,OECD
Latvia,2008,births_by_birth_order,Third birth or higher,%,15.2,OECD
Lithuania,2008,births_by_birth_order,First birth,%,51.0,OECD
Lithuania,2008,births_by_birth_order,Second birth,%,34.8,OECD
Lithuania,2008,births_by_birth_order,Third birth or higher,%,14.2,OECD
Luxembourg,2008,births_by_birth_order,First birth,%,49.4,OECD
Luxembourg,2008,births_by_birth_order,Second birth,%,34.4,OECD
Luxembourg,2008,births_by_birth_order,Third birth or higher,%,16.2,OECD
Netherlands,2008,births_by_birth_order,First birth,%,45.1,OECD
Netherlands,2008,births_by_birth_order,Second birth,%,36.9,OECD
Netherlands,2008,births_by_birth_order,Third birth or higher,%,18.0,OECD
Norway,2008,births_by_birth_order,First birth,%,43.5,OECD
Norway,2008,births_by_birth_order,Second birth,%,35.4,OECD
Norway,2008,births_by_birth_order,Third birth or higher,%,21.2,OECD
Poland,2008,births_by_birth_order,First birth,%,50.8,OECD
Poland,2008,births_by_birth_order,Second birth,%,34.3,OECD
Poland,2008,births_by_birth_order,Third birth or higher,%,14.9,OECD
Slovenia,2008,births_by_birth_order,First birth,%,49.5,OECD
Slovenia,2008,births_by_birth_order,Second birth,%,36.3,OECD
Slovenia,2008,births_by_birth_order,Third birth or higher,%,14.2,OECD
Spain,2008,births_by_birth_order,First birth,%,53.3,OECD
Spain,2008,births_by_birth_order,Second birth,%,36.4,OECD
Spain,2008,births_by_birth_order,Third birth or higher,%,10.3,OECD
Switzerland,2008,births_by_birth_order,First birth,%,48.8,OECD
Switzerland,2008,births_by_birth_order,Second birth,%,36.3,OECD
Switzerland,2008,births_by_birth_order,Third birth or higher,%,14.9,OECD
Romania,2008,births_by_birth_order,First birth,%,53.4,OECD
Romania,2008,births_by_birth_order,Second birth,%,29.7,OECD
Romania,2008,births_by_birth_order,Third birth or higher,%,16.9,OECD
Austria,2009,births_by_birth_order,First birth,%,47.1,OECD
Austria,2009,births_by_birth_order,Second birth,%,34.7,OECD
Austria,2009,births_by_birth_order,Third birth or higher,%,18.2,OECD
Belgium,2009,births_by_birth_order,First birth,%,47.8,OECD
Belgium,2009,births_by_birth_order,Second birth,%,32.6,OECD
Belgium,2009,births_by_birth_order,Third birth or higher,%,19.6,OECD
Czechia,2009,births_by_birth_order,First birth,%,47.4,OECD
Czechia,2009,births_by_birth_order,Second birth,%,38.2,OECD
Czechia,2009,births_by_birth_order,Third birth or higher,%,14.5,OECD
Estonia,2009,births_by_birth_order,First birth,%,45.7,OECD
Estonia,2009,births_by_birth_order,Second birth,%,35.2,OECD
Estonia,2009,births_by_birth_order,Third birth or higher,%,19.0,OECD
Finland,2009,births_by_birth_order,First birth,%,42.1,OECD
Finland,2009,births_by_birth_order,Second birth,%,33.5,OECD
Finland,2009,births_by_birth_order,Third birth or higher,%,24.5,OECD
Greece,2009,births_by_birth_order,First birth,%,46.9,OECD
Greece,2009,births_by_birth_order,Second birth,%,37.6,OECD
Greece,2009,births_by_birth_order,Third birth or higher,%,15.5,OECD
Iceland,2009,births_by_birth_order,First birth,%,39.9,OECD
Iceland,2009,births_by_birth_order,Second birth,%,33.9,OECD
Iceland,2009,births_by_birth_order,Third birth or higher,%,26.2,OECD
Latvia,2009,births_by_birth_order,First birth,%,49.8,OECD
Latvia,2009,births_by_birth_order,Second birth,%,34.0,OECD
Latvia,2009,births_by_birth_order,Third birth or higher,%,16.3,OECD
Lithuania,2009,births_by_birth_order,First birth,%,49.3,OECD
Lithuania,2009,births_by_birth_order,Second birth,%,35.9,OECD
Lithuania,2009,births_by_birth_order,Third birth or higher,%,14.7,OECD
Luxembourg,2009,births_by_birth_order,First birth,%,50.4,OECD
Luxembourg,2009,births_by_birth_order,Second birth,%,33.6,OECD
Luxembourg,2009,births_by_birth_order,Third birth or higher,%,16.0,OECD
Netherlands,2009,births_by_birth_order,First birth,%,46.1,OECD
Netherlands,2009,births_by_birth_order,Second birth,%,36.1,OECD
Netherlands,2009,births_by_birth_order,Third birth or higher,%,17.8,OECD
Norway,2009,births_by_birth_order,First birth,%,43.3,OECD
Norway,2009,births_by_birth_order,Second birth,%,35.9,OECD
Norway,2009,births_by_birth_order,Third birth or higher,%,20.8,OECD
Poland,2009,births_by_birth_order,First birth,%,51.0,OECD
Poland,2009,births_by_birth_order,Second birth,%,34.4,OECD
Poland,2009,births_by_birth_order,Third birth or higher,%,14.7,OECD
Slovenia,2009,births_by_birth_order,First birth,%,49.1,OECD
Slovenia,2009,births_by_birth_order,Second birth,%,36.4,OECD
Slovenia,2009,births_by_birth_order,Third birth or higher,%,14.5,OECD
Spain,2009,births_by_birth_order,First birth,%,53.5,OECD
Spain,2009,births_by_birth_order,Second birth,%,36.1,OECD
Spain,2009,births_by_birth_order,Third birth or higher,%,10.5,OECD
Switzerland,2009,births_by_birth_order,First birth,%,48.9,OECD
Switzerland,2009,births_by_birth_order,Second birth,%,36.3,OECD
Switzerland,2009,births_by_birth_order,Third birth or higher,%,14.8,OECD
Romania,2009,births_by_birth_order,First birth,%,53.0,OECD
Romania,2009,births_by_birth_order,Second birth,%,30.3,OECD
Romania,2009,births_by_birth_order,Third birth or higher,%,16.7,OECD
Austria,2010,births_by_birth_order,First birth,%,47.3,OECD
Austria,2010,births_by_birth_order,Second birth,%,35.2,OECD
Austria,2010,births_by_birth_order,Third birth or higher,%,17.5,OECD
Belgium,2010,births_by_birth_order,First birth,%,44.6,OECD
Belgium,2010,births_by_birth_order,Second birth,%,33.9,OECD
Belgium,2010,births_by_birth_order,Third birth or higher,%,21.6,OECD
Czechia,2010,births_by_birth_order,First birth,%,46.4,OECD
Czechia,2010,births_by_birth_order,Second birth,%,38.9,OECD
Czechia,2010,births_by_birth_order,Third birth or higher,%,14.8,OECD
Estonia,2010,births_by_birth_order,First birth,%,42.2,OECD
Estonia,2010,births_by_birth_order,Second birth,%,37.5,OECD
Estonia,2010,births_by_birth_order,Third birth or higher,%,20.3,OECD
Finland,2010,births_by_birth_order,First birth,%,41.9,OECD
Finland,2010,births_by_birth_order,Second birth,%,33.7,OECD
Finland,2010,births_by_birth_order,Third birth or higher,%,24.4,OECD
Greece,2010,births_by_birth_order,First birth,%,48.2,OECD
Greece,2010,births_by_birth_order,Second birth,%,36.6,OECD
Greece,2010,births_by_birth_order,Third birth or higher,%,15.2,OECD
Iceland,2010,births_by_birth_order,First birth,%,38.9,OECD
Iceland,2010,births_by_birth_order,Second birth,%,33.3,OECD
Iceland,2010,births_by_birth_order,Third birth or higher,%,27.8,OECD
Latvia,2010,births_by_birth_order,First birth,%,48.7,OECD
Latvia,2010,births_by_birth_order,Second birth,%,34.5,OECD
Latvia,2010,births_by_birth_order,Third birth or higher,%,16.8,OECD
Lithuania,2010,births_by_birth_order,First birth,%,46.6,OECD
Lithuania,2010,births_by_birth_order,Second birth,%,38.1,OECD
Lithuania,2010,births_by_birth_order,Third birth or higher,%,15.3,OECD
Luxembourg,2010,births_by_birth_order,First birth,%,51.6,OECD
Luxembourg,2010,births_by_birth_order,Second birth,%,33.1,OECD
Luxembourg,2010,births_by_birth_order,Third birth or higher,%,15.3,OECD
Netherlands,2010,births_by_birth_order,First birth,%,46.3,OECD
Netherlands,2010,births_by_birth_order,Second birth,%,36.0,OECD
Netherlands,2010,births_by_birth_order,Third birth or higher,%,17.6,OECD
Norway,2010,births_by_birth_order,First birth,%,43.6,OECD
Norway,2010,births_by_birth_order,Second birth,%,35.9,OECD
Norway,2010,births_by_birth_order,Third birth or higher,%,20.5,OECD
Poland,2010,births_by_birth_order,First birth,%,50.1,OECD
Poland,2010,births_by_birth_order,Second birth,%,35.1,OECD
Poland,2010,births_by_birth_order,Third birth or higher,%,14.7,OECD
Slovenia,2010,births_by_birth_order,First birth,%,49.2,OECD
Slovenia,2010,births_by_birth_order,Second birth,%,36.7,OECD
Slovenia,2010,births_by_birth_order,Third birth or higher,%,14.1,OECD
Spain,2010,births_by_birth_order,First birth,%,52.6,OECD
Spain,2010,births_by_birth_order,Second birth,%,36.8,OECD
Spain,2010,births_by_birth_order,Third birth or higher,%,10.7,OECD
Switzerland,2010,births_by_birth_order,First birth,%,49.3,OECD
Switzerland,2010,births_by_birth_order,Second birth,%,36.2,OECD
Switzerland,2010,births_by_birth_order,Third birth or higher,%,14.5,OECD
Romania,2010,births_by_birth_order,First birth,%,52.4,OECD
Romania,2010,births_by_birth_order,Second birth,%,30.6,OECD
Romania,2010,births_by_birth_order,Third birth or higher,%,17.0,OECD
Austria,2011,births_by_birth_order,First birth,%,48.0,OECD
Austria,2011,births_by_birth_order,Second birth,%,34.8,OECD
Austria,2011,births_by_birth_order,Third birth or higher,%,17.3,OECD
Belgium,2011,births_by_birth_order,First birth,%,44.1,OECD
Belgium,2011,births_by_birth_order,Second birth,%,34.4,OECD
Belgium,2011,births_by_birth_order,Third birth or higher,%,21.5,OECD
Czechia,2011,births_by_birth_order,First birth,%,46.9,OECD
Czechia,2011,births_by_birth_order,Second birth,%,38.8,OECD
Czechia,2011,births_by_birth_order,Third birth or higher,%,14.3,OECD
Estonia,2011,births_by_birth_order,First birth,%,40.2,OECD
Estonia,2011,births_by_birth_order,Second birth,%,38.7,OECD
Estonia,2011,births_by_birth_order,Third birth or higher,%,21.2,OECD
Finland,2011,births_by_birth_order,First birth,%,41.0,OECD
Finland,2011,births_by_birth_order,Second birth,%,34.0,OECD
Finland,2011,births_by_birth_order,Third birth or higher,%,25.0,OECD
Greece,2011,births_by_birth_order,First birth,%,50.4,OECD
Greece,2011,births_by_birth_order,Second birth,%,35.8,OECD
Greece,2011,births_by_birth_order,Third birth or higher,%,13.8,OECD
Iceland,2011,births_by_birth_order,First birth,%,38.1,OECD
Iceland,2011,births_by_birth_order,Second birth,%,34.9,OECD
Iceland,2011,births_by_birth_order,Third birth or higher,%,27.0,OECD
Latvia,2011,births_by_birth_order,First birth,%,47.3,OECD
Latvia,2011,births_by_birth_order,Second birth,%,35.6,OECD
Latvia,2011,births_by_birth_order,Third birth or higher,%,17.1,OECD
Lithuania,2011,births_by_birth_order,First birth,%,46.5,OECD
Lithuania,2011,births_by_birth_order,Second birth,%,38.2,OECD
Lithuania,2011,births_by_birth_order,Third birth or higher,%,15.3,OECD
Luxembourg,2011,births_by_birth_order,First birth,%,51.7,OECD
Luxembourg,2011,births_by_birth_order,Second birth,%,34.2,OECD
Luxembourg,2011,births_by_birth_order,Third birth or higher,%,14.1,OECD
Netherlands,2011,births_by_birth_order,First birth,%,46.4,OECD
Netherlands,2011,births_by_birth_order,Second birth,%,36.3,OECD
Netherlands,2011,births_by_birth_order,Third birth or higher,%,17.3,OECD
Norway,2011,births_by_birth_order,First birth,%,42.7,OECD
Norway,2011,births_by_birth_order,Second birth,%,36.6,OECD
Norway,2011,births_by_birth_order,Third birth or higher,%,20.7,OECD
Poland,2011,births_by_birth_order,First birth,%,49.2,OECD
Poland,2011,births_by_birth_order,Second birth,%,35.9,OECD
Poland,2011,births_by_birth_order,Third birth or higher,%,14.9,OECD
Slovenia,2011,births_by_birth_order,First birth,%,48.5,OECD
Slovenia,2011,births_by_birth_order,Second birth,%,37.9,OECD
Slovenia,2011,births_by_birth_order,Third birth or higher,%,13.6,OECD
Spain,2011,births_by_birth_order,First birth,%,52.4,OECD
Spain,2011,births_by_birth_order,Second birth,%,37.3,OECD
Spain,2011,births_by_birth_order,Third birth or higher,%,10.3,OECD
Switzerland,2011,births_by_birth_order,First birth,%,49.2,OECD
Switzerland,2011,births_by_birth_order,Second birth,%,36.4,OECD
Switzerland,2011,births_by_birth_order,Third birth or higher,%,14.4,OECD
Romania,2011,births_by_birth_order,First birth,%,51.9,OECD
Romania,2011,births_by_birth_order,Second birth,%,29.9,OECD
Romania,2011,births_by_birth_order,Third birth or higher,%,18.2,OECD
Austria,2012,births_by_birth_order,First birth,%,48.1,OECD
Austria,2012,births_by_birth_order,Second birth,%,35.1,OECD
Austria,2012,births_by_birth_order,Third birth or higher,%,16.8,OECD
Belgium,2012,births_by_birth_order,First birth,%,43.3,OECD
Belgium,2012,births_by_birth_order,Second birth,%,34.8,OECD
Belgium,2012,births_by_birth_order,Third birth or higher,%,21.9,OECD
Czechia,2012,births_by_birth_order,First birth,%,47.4,OECD
Czechia,2012,births_by_birth_order,Second birth,%,38.5,OECD
Czechia,2012,births_by_birth_order,Third birth or higher,%,14.1,OECD
