country,age_group,year,value,indicator,unit
Denmark,20-24,1992,68.0,fertility_by_age,per_1000
Denmark,25-29,1992,140.4,fertility_by_age,per_1000
Denmark,30-34,1992,98.9,fertility_by_age,per_1000
Denmark,35-39,1992,31.8,fertility_by_age,per_1000
Denmark,40-44,1992,4.4,fertility_by_age,per_1000
Denmark,45-49,1992,0.2,fertility_by_age,per_1000
Estonia,15-19,1992,50.4,fertility_by_age,per_1000
Estonia,20-24,1992,140.5,fertility_by_age,per_1000
Estonia,25-29,1992,84.2,fertility_by_age,per_1000
Estonia,30-34,1992,43.6,fertility_by_age,per_1000
Estonia,35-39,1992,18.2,fertility_by_age,per_1000
Estonia,40-44,1992,4.1,fertility_by_age,per_1000
Estonia,45-49,1992,0.1,fertility_by_age,per_1000
Finland,15-19,1992,11.7,fertility_by_age,per_1000
Finland,20-24,1992,73.5,fertility_by_age,per_1000
Finland,25-29,1992,137.6,fertility_by_age,per_1000
Finland,30-34,1992,100.2,fertility_by_age,per_1000
Finland,35-39,1992,38.7,fertility_by_age,per_1000
Finland,40-44,1992,7.7,fertility_by_age,per_1000
Finland,45-49,1992,0.5,fertility_by_age,per_1000
Greece,15-19,1992,16.9,fertility_by_age,per_1000
Greece,20-24,1992,76.2,fertility_by_age,per_1000
Greece,25-29,1992,96.4,fertility_by_age,per_1000
Greece,30-34,1992,57.5,fertility_by_age,per_1000
Greece,35-39,1992,22.0,fertility_by_age,per_1000
Greece,40-44,1992,4.1,fertility_by_age,per_1000
Greece,45-49,1992,0.4,fertility_by_age,per_1000
Hungary,15-19,1992,35.8,fertility_by_age,per_1000
Hungary,20-24,1992,135.9,fertility_by_age,per_1000
Hungary,25-29,1992,112.8,fertility_by_age,per_1000
Hungary,30-34,1992,47.7,fertility_by_age,per_1000
Hungary,35-39,1992,16.4,fertility_by_age,per_1000
Hungary,40-44,1992,3.1,fertility_by_age,per_1000
Hungary,45-49,1992,0.1,fertility_by_age,per_1000
Ireland,15-19,1992,16.9,fertility_by_age,per_1000
Ireland,20-24,1992,58.5,fertility_by_age,per_1000
Ireland,25-29,1992,124.2,fertility_by_age,per_1000
Ireland,30-34,1992,121.8,fertility_by_age,per_1000
Ireland,35-39,1992,61.2,fertility_by_age,per_1000
Ireland,40-44,1992,14.3,fertility_by_age,per_1000
Ireland,45-49,1992,0.8,fertility_by_age,per_1000
Israel,15-19,1992,20.7,fertility_by_age,per_1000
Israel,20-24,1992,141.0,fertility_by_age,per_1000
Israel,25-29,1992,205.6,fertility_by_age,per_1000
Israel,30-34,1992,160.6,fertility_by_age,per_1000
Israel,35-39,1992,78.9,fertility_by_age,per_1000
Israel,40-44,1992,19.2,fertility_by_age,per_1000
Israel,45-49,1992,1.7,fertility_by_age,per_1000
Italy,15-19,1992,7.6,fertility_by_age,per_1000
Italy,20-24,1992,48.3,fertility_by_age,per_1000
Italy,25-29,1992,93.0,fertility_by_age,per_1000
Italy,30-34,1992,75.2,fertility_by_age,per_1000
Italy,35-39,1992,30.9,fertility_by_age,per_1000
Italy,40-44,1992,5.7,fertility_by_age,per_1000
Italy,45-49,1992,0.4,fertility_by_age,per_1000
Netherlands,15-19,1992,7.7,fertility_by_age,per_1000
Netherlands,20-24,1992,43.4,fertility_by_age,per_1000
Netherlands,25-29,1992,117.4,fertility_by_age,per_1000
Netherlands,30-34,1992,110.7,fertility_by_age,per_1000
Netherlands,35-39,1992,35.2,fertility_by_age,per_1000
Netherlands,40-44,1992,4.4,fertility_by_age,per_1000
Netherlands,45-49,1992,0.3,fertility_by_age,per_1000
Portugal,15-19,1992,22.4,fertility_by_age,per_1000
Portugal,20-24,1992,79.9,fertility_by_age,per_1000
Portugal,25-29,1992,108.6,fertility_by_age,per_1000
Portugal,30-34,1992,66.6,fertility_by_age,per_1000
Portugal,35-39,1992,23.8,fertility_by_age,per_1000
Portugal,40-44,1992,5.5,fertility_by_age,per_1000
Portugal,45-49,1992,0.3,fertility_by_age,per_1000
Slovak Republic,15-19,1992,47.2,fertility_by_age,per_1000
Slovak Republic,20-24,1992,168.1,fertility_by_age,per_1000
Slovak Republic,25-29,1992,105.9,fertility_by_age,per_1000
Slovak Republic,30-34,1992,43.7,fertility_by_age,per_1000
Slovak Republic,35-39,1992,15.5,fertility_by_age,per_1000
Slovak Republic,40-44,1992,3.2,fertility_by_age,per_1000
Slovak Republic,45-49,1992,0.1,fertility_by_age,per_1000
Switzerland,15-19,1992,7.3,fertility_by_age,per_1000
Switzerland,20-24,1992,57.2,fertility_by_age,per_1000
Switzerland,25-29,1992,122.3,fertility_by_age,per_1000
Switzerland,30-34,1992,95.3,fertility_by_age,per_1000
Switzerland,35-39,1992,31.2,fertility_by_age,per_1000
Switzerland,40-44,1992,4.6,fertility_by_age,per_1000
Switzerland,45-49,1992,0.2,fertility_by_age,per_1000
United States,15-19,1992,60.3,fertility_by_age,per_1000
United States,20-24,1992,113.7,fertility_by_age,per_1000
United States,25-29,1992,115.7,fertility_by_age,per_1000
United States,30-34,1992,79.6,fertility_by_age,per_1000
United States,35-39,1992,32.3,fertility_by_age,per_1000
United States,40-44,1992,5.9,fertility_by_age,per_1000
United States,45-49,1992,0.3,fertility_by_age,per_1000
Bulgaria,15-19,1992,68.5,fertility_by_age,per_1000
Bulgaria,20-24,1992,137.3,fertility_by_age,per_1000
Bulgaria,25-29,1992,65.0,fertility_by_age,per_1000
Bulgaria,30-34,1992,24.7,fertility_by_age,per_1000
Bulgaria,35-39,1992,8.0,fertility_by_age,per_1000
Bulgaria,40-44,1992,1.8,fertility_by_age,per_1000
Bulgaria,45-49,1992,0.1,fertility_by_age,per_1000
Australia,15-19,1993,21.0,fertility_by_age,per_1000
Australia,20-24,1993,71.4,fertility_by_age,per_1000
Australia,25-29,1993,130.0,fertility_by_age,per_1000
Australia,30-34,1993,105.6,fertility_by_age,per_1000
Australia,35-39,1993,38.9,fertility_by_age,per_1000
Australia,40-44,1993,6.3,fertility_by_age,per_1000
Australia,45-49,1993,0.2,fertility_by_age,per_1000
Austria,15-19,1993,22.4,fertility_by_age,per_1000
Austria,20-24,1993,87.0,fertility_by_age,per_1000
Austria,25-29,1993,105.7,fertility_by_age,per_1000
Austria,30-34,1993,61.3,fertility_by_age,per_1000
Austria,35-39,1993,22.6,fertility_by_age,per_1000
Austria,40-44,1993,4.0,fertility_by_age,per_1000
Austria,45-49,1993,0.2,fertility_by_age,per_1000
Belgium,15-19,1993,11.0,fertility_by_age,per_1000
Belgium,20-24,1993,70.3,fertility_by_age,per_1000
Belgium,25-29,1993,136.0,fertility_by_age,per_1000
Belgium,30-34,1993,77.5,fertility_by_age,per_1000
Belgium,35-39,1993,23.4,fertility_by_age,per_1000
Belgium,40-44,1993,3.9,fertility_by_age,per_1000
Belgium,45-49,1993,0.2,fertility_by_age,per_1000
Canada,15-19,1993,24.9,fertility_by_age,per_1000
Canada,20-24,1993,74.9,fertility_by_age,per_1000
Canada,25-29,1993,117.4,fertility_by_age,per_1000
Canada,30-34,1993,86.0,fertility_by_age,per_1000
Canada,35-39,1993,29.7,fertility_by_age,per_1000
Canada,40-44,1993,4.4,fertility_by_age,per_1000
Canada,45-49,1993,0.2,fertility_by_age,per_1000
Czech Republic,15-19,1993,42.8,fertility_by_age,per_1000
Czech Republic,20-24,1993,145.3,fertility_by_age,per_1000
Czech Republic,25-29,1993,94.2,fertility_by_age,per_1000
Czech Republic,30-34,1993,37.1,fertility_by_age,per_1000
Czech Republic,35-39,1993,11.2,fertility_by_age,per_1000
Czech Republic,40-44,1993,1.8,fertility_by_age,per_1000
Czech Republic,45-49,1993,0.1,fertility_by_age,per_1000
Denmark,15-19,1993,9.2,fertility_by_age,per_1000
Denmark,20-24,1993,64.7,fertility_by_age,per_1000
Denmark,25-29,1993,138.0,fertility_by_age,per_1000
Denmark,30-34,1993,100.2,fertility_by_age,per_1000
Denmark,35-39,1993,33.5,fertility_by_age,per_1000
Denmark,40-44,1993,5.0,fertility_by_age,per_1000
Denmark,45-49,1993,0.1,fertility_by_age,per_1000
Estonia,15-19,1993,44.2,fertility_by_age,per_1000
Estonia,20-24,1993,118.8,fertility_by_age,per_1000
Estonia,25-29,1993,79.9,fertility_by_age,per_1000
Estonia,30-34,1993,35.8,fertility_by_age,per_1000
Estonia,35-39,1993,15.2,fertility_by_age,per_1000
Estonia,40-44,1993,3.2,fertility_by_age,per_1000
Estonia,45-49,1993,0.2,fertility_by_age,per_1000
Finland,15-19,1993,10.5,fertility_by_age,per_1000
Finland,20-24,1993,71.8,fertility_by_age,per_1000
Finland,25-29,1993,134.4,fertility_by_age,per_1000
Finland,30-34,1993,100.5,fertility_by_age,per_1000
Finland,35-39,1993,38.2,fertility_by_age,per_1000
Finland,40-44,1993,7.5,fertility_by_age,per_1000
Finland,45-49,1993,0.4,fertility_by_age,per_1000
Greece,15-19,1993,14.7,fertility_by_age,per_1000
Greece,20-24,1993,68.1,fertility_by_age,per_1000
Greece,25-29,1993,94.2,fertility_by_age,per_1000
Greece,30-34,1993,59.5,fertility_by_age,per_1000
Greece,35-39,1993,22.7,fertility_by_age,per_1000
Greece,40-44,1993,4.4,fertility_by_age,per_1000
Greece,45-49,1993,0.3,fertility_by_age,per_1000
Hungary,15-19,1993,34.3,fertility_by_age,per_1000
Hungary,20-24,1993,122.9,fertility_by_age,per_1000
Hungary,25-29,1993,111.5,fertility_by_age,per_1000
Hungary,30-34,1993,47.7,fertility_by_age,per_1000
Hungary,35-39,1993,16.0,fertility_by_age,per_1000
Hungary,40-44,1993,3.3,fertility_by_age,per_1000
Hungary,45-49,1993,0.2,fertility_by_age,per_1000
Ireland,15-19,1993,16.2,fertility_by_age,per_1000
Ireland,20-24,1993,53.6,fertility_by_age,per_1000
Ireland,25-29,1993,116.6,fertility_by_age,per_1000
Ireland,30-34,1993,120.8,fertility_by_age,per_1000
Ireland,35-39,1993,58.3,fertility_by_age,per_1000
Ireland,40-44,1993,14.1,fertility_by_age,per_1000
Ireland,45-49,1993,0.8,fertility_by_age,per_1000
Israel,15-19,1993,19.8,fertility_by_age,per_1000
Israel,20-24,1993,136.4,fertility_by_age,per_1000
Israel,25-29,1993,203.2,fertility_by_age,per_1000
Israel,30-34,1993,156.4,fertility_by_age,per_1000
Israel,35-39,1993,80.6,fertility_by_age,per_1000
Israel,40-44,1993,18.7,fertility_by_age,per_1000
Israel,45-49,1993,1.9,fertility_by_age,per_1000
Italy,15-19,1993,7.8,fertility_by_age,per_1000
Italy,20-24,1993,44.6,fertility_by_age,per_1000
Italy,25-29,1993,88.8,fertility_by_age,per_1000
Italy,30-34,1993,74.1,fertility_by_age,per_1000
Italy,35-39,1993,30.6,fertility_by_age,per_1000
Italy,40-44,1993,5.5,fertility_by_age,per_1000
Italy,45-49,1993,0.3,fertility_by_age,per_1000
Netherlands,15-19,1993,7.2,fertility_by_age,per_1000
Netherlands,20-24,1993,41.3,fertility_by_age,per_1000
Netherlands,25-29,1993,113.8,fertility_by_age,per_1000
Netherlands,30-34,1993,112.4,fertility_by_age,per_1000
Netherlands,35-39,1993,36.8,fertility_by_age,per_1000
Netherlands,40-44,1993,4.7,fertility_by_age,per_1000
Netherlands,45-49,1993,0.2,fertility_by_age,per_1000
Portugal,15-19,1993,22.5,fertility_by_age,per_1000
Portugal,20-24,1993,76.6,fertility_by_age,per_1000
Portugal,25-29,1993,106.0,fertility_by_age,per_1000
Portugal,30-34,1993,68.5,fertility_by_age,per_1000
Portugal,35-39,1993,24.1,fertility_by_age,per_1000
Portugal,40-44,1993,5.4,fertility_by_age,per_1000
Portugal,45-49,1993,0.4,fertility_by_age,per_1000
Slovak Republic,15-19,1993,45.5,fertility_by_age,per_1000
Slovak Republic,20-24,1993,158.9,fertility_by_age,per_1000
Slovak Republic,25-29,1993,104.2,fertility_by_age,per_1000
Slovak Republic,30-34,1993,44.9,fertility_by_age,per_1000
Slovak Republic,35-39,1993,15.4,fertility_by_age,per_1000
Slovak Republic,40-44,1993,3.1,fertility_by_age,per_1000
Slovak Republic,45-49,1993,0.1,fertility_by_age,per_1000
Switzerland,15-19,1993,6.7,fertility_by_age,per_1000
Switzerland,20-24,1993,53.2,fertility_by_age,per_1000
Switzerland,25-29,1993,115.5,fertility_by_age,per_1000
Switzerland,30-34,1993,93.5,fertility_by_age,per_1000
Switzerland,35-39,1993,31.2,fertility_by_age,per_1000
Switzerland,40-44,1993,4.3,fertility_by_age,per_1000
Switzerland,45-49,1993,0.2,fertility_by_age,per_1000
United States,15-19,1993,59.0,fertility_by_age,per_1000
United States,20-24,1993,111.3,fertility_by_age,per_1000
United States,25-29,1993,113.2,fertility_by_age,per_1000
United States,30-34,1993,79.9,fertility_by_age,per_1000
United States,35-39,1993,32.7,fertility_by_age,per_1000
United States,40-44,1993,6.1,fertility_by_age,per_1000
United States,45-49,1993,0.3,fertility_by_age,per_1000
Bulgaria,15-19,1993,65.4,fertility_by_age,per_1000
Bulgaria,20-24,1993,126.1,fertility_by_age,per_1000
Bulgaria,25-29,1993,64.4,fertility_by_age,per_1000
Bulgaria,30-34,1993,24.0,fertility_by_age,per_1000
Bulgaria,35-39,1993,8.2,fertility_by_age,per_1000
Bulgaria,40-44,1993,1.8,fertility_by_age,per_1000
Bulgaria,45-49,1993,0.1,fertility_by_age,per_1000
Australia,15-19,1994,20.7,fertility_by_age,per_1000
Australia,20-24,1994,69.9,fertility_by_age,per_1000
Australia,25-29,1994,126.2,fertility_by_age,per_1000
Australia,30-34,1994,105.3,fertility_by_age,per_1000
Australia,35-39,1994,41.2,fertility_by_age,per_1000
Australia,40-44,1994,6.7,fertility_by_age,per_1000
Australia,45-49,1994,0.3,fertility_by_age,per_1000
Austria,15-19,1994,18.9,fertility_by_age,per_1000
Austria,20-24,1994,83.2,fertility_by_age,per_1000
Austria,25-29,1994,104.3,fertility_by_age,per_1000
Austria,30-34,1994,62.2,fertility_by_age,per_1000
Austria,35-39,1994,22.8,fertility_by_age,per_1000
Austria,40-44,1994,4.0,fertility_by_age,per_1000
Austria,45-49,1994,0.2,fertility_by_age,per_1000
Belgium,15-19,1994,10.2,fertility_by_age,per_1000
Belgium,20-24,1994,66.4,fertility_by_age,per_1000
Belgium,25-29,1994,130.3,fertility_by_age,per_1000
Belgium,30-34,1994,78.3,fertility_by_age,per_1000
Belgium,35-39,1994,24.0,fertility_by_age,per_1000
Belgium,40-44,1994,4.0,fertility_by_age,per_1000
Belgium,45-49,1994,0.2,fertility_by_age,per_1000
Canada,15-19,1994,25.0,fertility_by_age,per_1000
Canada,20-24,1994,73.8,fertility_by_age,per_1000
Canada,25-29,1994,116.8,fertility_by_age,per_1000
Canada,30-34,1994,87.0,fertility_by_age,per_1000
Canada,35-39,1994,30.5,fertility_by_age,per_1000
Canada,40-44,1994,4.7,fertility_by_age,per_1000
Canada,45-49,1994,0.1,fertility_by_age,per_1000
Czech Republic,15-19,1994,32.6,fertility_by_age,per_1000
Czech Republic,20-24,1994,121.8,fertility_by_age,per_1000
Czech Republic,25-29,1994,85.6,fertility_by_age,per_1000
Czech Republic,30-34,1994,35.8,fertility_by_age,per_1000
Czech Republic,35-39,1994,10.8,fertility_by_age,per_1000
Czech Republic,40-44,1994,1.8,fertility_by_age,per_1000
Czech Republic,45-49,1994,0.1,fertility_by_age,per_1000
Denmark,15-19,1994,9.3,fertility_by_age,per_1000
Denmark,20-24,1994,63.2,fertility_by_age,per_1000
Denmark,25-29,1994,141.7,fertility_by_age,per_1000
Denmark,30-34,1994,106.9,fertility_by_age,per_1000
Denmark,35-39,1994,36.5,fertility_by_age,per_1000
Denmark,40-44,1994,5.2,fertility_by_age,per_1000
Denmark,45-49,1994,0.2,fertility_by_age,per_1000
Estonia,15-19,1994,40.4,fertility_by_age,per_1000
Estonia,20-24,1994,113.7,fertility_by_age,per_1000
Estonia,25-29,1994,75.8,fertility_by_age,per_1000
Estonia,30-34,1994,35.9,fertility_by_age,per_1000
Estonia,35-39,1994,14.4,fertility_by_age,per_1000
Estonia,40-44,1994,2.9,fertility_by_age,per_1000
Estonia,45-49,1994,0.1,fertility_by_age,per_1000
Finland,15-19,1994,10.1,fertility_by_age,per_1000
Finland,20-24,1994,71.2,fertility_by_age,per_1000
Finland,25-29,1994,135.3,fertility_by_age,per_1000
Finland,30-34,1994,104.5,fertility_by_age,per_1000
Finland,35-39,1994,40.6,fertility_by_age,per_1000
Finland,40-44,1994,7.7,fertility_by_age,per_1000
Finland,45-49,1994,0.4,fertility_by_age,per_1000
Greece,15-19,1994,13.8,fertility_by_age,per_1000
Greece,20-24,1994,65.8,fertility_by_age,per_1000
Greece,25-29,1994,95.2,fertility_by_age,per_1000
Greece,30-34,1994,62.4,fertility_by_age,per_1000
Greece,35-39,1994,23.4,fertility_by_age,per_1000
Greece,40-44,1994,4.6,fertility_by_age,per_1000
Greece,45-49,1994,0.4,fertility_by_age,per_1000
Hungary,15-19,1994,33.8,fertility_by_age,per_1000
Hungary,20-24,1994,114.1,fertility_by_age,per_1000
Hungary,25-29,1994,109.4,fertility_by_age,per_1000
Hungary,30-34,1994,49.6,fertility_by_age,per_1000
Hungary,35-39,1994,17.1,fertility_by_age,per_1000
Hungary,40-44,1994,3.5,fertility_by_age,per_1000
Hungary,45-49,1994,0.1,fertility_by_age,per_1000
Ireland,15-19,1994,14.9,fertility_by_age,per_1000
Ireland,20-24,1994,50.7,fertility_by_age,per_1000
Ireland,25-29,1994,111.6,fertility_by_age,per_1000
Ireland,30-34,1994,119.8,fertility_by_age,per_1000
Ireland,35-39,1994,58.4,fertility_by_age,per_1000
Ireland,40-44,1994,12.8,fertility_by_age,per_1000
Ireland,45-49,1994,0.7,fertility_by_age,per_1000
Israel,15-19,1994,19.1,fertility_by_age,per_1000
Israel,20-24,1994,132.0,fertility_by_age,per_1000
Israel,25-29,1994,199.1,fertility_by_age,per_1000
Israel,30-34,1994,156.5,fertility_by_age,per_1000
Israel,35-39,1994,81.0,fertility_by_age,per_1000
Israel,40-44,1994,18.1,fertility_by_age,per_1000
Israel,45-49,1994,1.3,fertility_by_age,per_1000
Italy,15-19,1994,7.3,fertility_by_age,per_1000
Italy,20-24,1994,40.6,fertility_by_age,per_1000
Italy,25-29,1994,84.6,fertility_by_age,per_1000
Italy,30-34,1994,74.2,fertility_by_age,per_1000
Italy,35-39,1994,30.9,fertility_by_age,per_1000
Italy,40-44,1994,5.7,fertility_by_age,per_1000
Italy,45-49,1994,0.3,fertility_by_age,per_1000
Netherlands,15-19,1994,6.9,fertility_by_age,per_1000
Netherlands,20-24,1994,41.1,fertility_by_age,per_1000
Netherlands,25-29,1994,111.0,fertility_by_age,per_1000
Netherlands,30-34,1994,113.8,fertility_by_age,per_1000
Netherlands,35-39,1994,38.1,fertility_by_age,per_1000
Netherlands,40-44,1994,5.0,fertility_by_age,per_1000
Netherlands,45-49,1994,0.3,fertility_by_age,per_1000
Portugal,15-19,1994,21.2,fertility_by_age,per_1000
Portugal,20-24,1994,70.1,fertility_by_age,per_1000
Portugal,25-29,1994,101.6,fertility_by_age,per_1000
Portugal,30-34,1994,66.8,fertility_by_age,per_1000
Portugal,35-39,1994,24.1,fertility_by_age,per_1000
Portugal,40-44,1994,5.2,fertility_by_age,per_1000
Portugal,45-49,1994,0.3,fertility_by_age,per_1000
Slovak Republic,15-19,1994,38.1,fertility_by_age,per_1000
Slovak Republic,20-24,1994,139.6,fertility_by_age,per_1000
Slovak Republic,25-29,1994,95.0,fertility_by_age,per_1000
Slovak Republic,30-34,1994,42.1,fertility_by_age,per_1000
Slovak Republic,35-39,1994,14.8,fertility_by_age,per_1000
Slovak Republic,40-44,1994,2.9,fertility_by_age,per_1000
Slovak Republic,45-49,1994,0.2,fertility_by_age,per_1000
Switzerland,15-19,1994,6.0,fertility_by_age,per_1000
Switzerland,20-24,1994,50.2,fertility_by_age,per_1000
Switzerland,25-29,1994,114.0,fertility_by_age,per_1000
Switzerland,30-34,1994,93.1,fertility_by_age,per_1000
Switzerland,35-39,1994,32.5,fertility_by_age,per_1000
Switzerland,40-44,1994,4.8,fertility_by_age,per_1000
Switzerland,45-49,1994,0.1,fertility_by_age,per_1000
United States,15-19,1994,58.2,fertility_by_age,per_1000
United States,20-24,1994,109.2,fertility_by_age,per_1000
United States,25-29,1994,111.0,fertility_by_age,per_1000
United States,30-34,1994,80.4,fertility_by_age,per_1000
United States,35-39,1994,33.4,fertility_by_age,per_1000
United States,40-44,1994,6.4,fertility_by_age,per_1000
United States,45-49,1994,0.3,fertility_by_age,per_1000
Bulgaria,15-19,1994,59.0,fertility_by_age,per_1000
Bulgaria,20-24,1994,114.0,fertility_by_age,per_1000
Bulgaria,25-29,1994,65.7,fertility_by_age,per_1000
Bulgaria,30-34,1994,24.0,fertility_by_age,per_1000
Bulgaria,35-39,1994,8.1,fertility_by_age,per_1000
Bulgaria,40-44,1994,1.6,fertility_by_age,per_1000
Bulgaria,45-49,1994,0.1,fertility_by_age,per_1000
Australia,15-19,1995,20.5,fertility_by_age,per_1000
Australia,20-24,1995,67.4,fertility_by_age,per_1000
Australia,25-29,1995,122.2,fertility_by_age,per_1000
Australia,30-34,1995,106.4,fertility_by_age,per_1000
Australia,35-39,1995,42.4,fertility_by_age,per_1000
Australia,40-44,1995,7.2,fertility_by_age,per_1000
Australia,45-49,1995,0.3,fertility_by_age,per_1000
Austria,15-19,1995,17.4,fertility_by_age,per_1000
Austria,20-24,1995,76.9,fertility_by_age,per_1000
Austria,25-29,1995,102.4,fertility_by_age,per_1000
Austria,30-34,1995,62.9,fertility_by_age,per_1000
Austria,35-39,1995,22.7,fertility_by_age,per_1000
Austria,40-44,1995,4.0,fertility_by_age,per_1000
Austria,45-49,1995,0.2,fertility_by_age,per_1000
Belgium,15-19,1995,9.8,fertility_by_age,per_1000
Belgium,20-24,1995,63.4,fertility_by_age,per_1000
Belgium,25-29,1995,130.8,fertility_by_age,per_1000
Belgium,30-34,1995,81.3,fertility_by_age,per_1000
Belgium,35-39,1995,24.3,fertility_by_age,per_1000
Belgium,40-44,1995,3.9,fertility_by_age,per_1000
Belgium,45-49,1995,0.2,fertility_by_age,per_1000
Canada,15-19,1995,24.4,fertility_by_age,per_1000
Canada,20-24,1995,72.2,fertility_by_age,per_1000
Canada,25-29,1995,113.2,fertility_by_age,per_1000
Canada,30-34,1995,88.1,fertility_by_age,per_1000
Canada,35-39,1995,31.5,fertility_by_age,per_1000
Canada,40-44,1995,4.9,fertility_by_age,per_1000
Canada,45-49,1995,0.2,fertility_by_age,per_1000
Czech Republic,15-19,1995,24.9,fertility_by_age,per_1000
Czech Republic,20-24,1995,102.4,fertility_by_age,per_1000
Czech Republic,25-29,1995,81.4,fertility_by_age,per_1000
Czech Republic,30-34,1995,35.3,fertility_by_age,per_1000
Czech Republic,35-39,1995,10.6,fertility_by_age,per_1000
Czech Republic,40-44,1995,1.7,fertility_by_age,per_1000
Czech Republic,45-49,1995,0.1,fertility_by_age,per_1000
Denmark,15-19,1995,8.8,fertility_by_age,per_1000
Denmark,20-24,1995,61.8,fertility_by_age,per_1000
Denmark,25-29,1995,139.7,fertility_by_age,per_1000
Denmark,30-34,1995,109.1,fertility_by_age,per_1000
Denmark,35-39,1995,38.4,fertility_by_age,per_1000
Denmark,40-44,1995,5.3,fertility_by_age,per_1000
Denmark,45-49,1995,0.2,fertility_by_age,per_1000
Estonia,15-19,1995,37.8,fertility_by_age,per_1000
Estonia,20-24,1995,106.6,fertility_by_age,per_1000
Estonia,25-29,1995,77.1,fertility_by_age,per_1000
Estonia,30-34,1995,36.5,fertility_by_age,per_1000
Estonia,35-39,1995,14.5,fertility_by_age,per_1000
Estonia,40-44,1995,3.0,fertility_by_age,per_1000
Estonia,45-49,1995,0.1,fertility_by_age,per_1000
Finland,15-19,1995,9.8,fertility_by_age,per_1000
Finland,20-24,1995,66.3,fertility_by_age,per_1000
Finland,25-29,1995,130.2,fertility_by_age,per_1000
Finland,30-34,1995,105.0,fertility_by_age,per_1000
Finland,35-39,1995,41.5,fertility_by_age,per_1000
Finland,40-44,1995,8.3,fertility_by_age,per_1000
Finland,45-49,1995,0.4,fertility_by_age,per_1000
Greece,15-19,1995,12.6,fertility_by_age,per_1000
Greece,20-24,1995,60.5,fertility_by_age,per_1000
Greece,25-29,1995,92.2,fertility_by_age,per_1000
Greece,30-34,1995,63.1,fertility_by_age,per_1000
Greece,35-39,1995,23.7,fertility_by_age,per_1000
Greece,40-44,1995,4.4,fertility_by_age,per_1000
Greece,45-49,1995,0.4,fertility_by_age,per_1000
Hungary,15-19,1995,31.4,fertility_by_age,per_1000
Hungary,20-24,1995,104.7,fertility_by_age,per_1000
Hungary,25-29,1995,107.6,fertility_by_age,per_1000
Hungary,30-34,1995,49.1,fertility_by_age,per_1000
Hungary,35-39,1995,16.7,fertility_by_age,per_1000
Hungary,40-44,1995,3.5,fertility_by_age,per_1000
Hungary,45-49,1995,0.2,fertility_by_age,per_1000
Ireland,15-19,1995,15.0,fertility_by_age,per_1000
Ireland,20-24,1995,50.2,fertility_by_age,per_1000
Ireland,25-29,1995,105.9,fertility_by_age,per_1000
Ireland,30-34,1995,123.4,fertility_by_age,per_1000
Ireland,35-39,1995,59.9,fertility_by_age,per_1000
Ireland,40-44,1995,13.1,fertility_by_age,per_1000
Ireland,45-49,1995,0.8,fertility_by_age,per_1000
Israel,15-19,1995,18.5,fertility_by_age,per_1000
Israel,20-24,1995,129.0,fertility_by_age,per_1000
Israel,25-29,1995,198.5,fertility_by_age,per_1000
Israel,30-34,1995,153.8,fertility_by_age,per_1000
Israel,35-39,1995,81.4,fertility_by_age,per_1000
Israel,40-44,1995,17.9,fertility_by_age,per_1000
Israel,45-49,1995,1.3,fertility_by_age,per_1000
Italy,15-19,1995,7.0,fertility_by_age,per_1000
Italy,20-24,1995,36.8,fertility_by_age,per_1000
Italy,25-29,1995,81.3,fertility_by_age,per_1000
Italy,30-34,1995,76.0,fertility_by_age,per_1000
Italy,35-39,1995,32.3,fertility_by_age,per_1000
Italy,40-44,1995,6.3,fertility_by_age,per_1000
Italy,45-49,1995,0.3,fertility_by_age,per_1000
Netherlands,15-19,1995,5.9,fertility_by_age,per_1000
Netherlands,20-24,1995,39.1,fertility_by_age,per_1000
Netherlands,25-29,1995,106.4,fertility_by_age,per_1000
Netherlands,30-34,1995,112.7,fertility_by_age,per_1000
Netherlands,35-39,1995,38.9,fertility_by_age,per_1000
Netherlands,40-44,1995,5.0,fertility_by_age,per_1000
Netherlands,45-49,1995,0.2,fertility_by_age,per_1000
Portugal,15-19,1995,20.4,fertility_by_age,per_1000
Portugal,20-24,1995,64.8,fertility_by_age,per_1000
Portugal,25-29,1995,98.3,fertility_by_age,per_1000
Portugal,30-34,1995,68.5,fertility_by_age,per_1000
Portugal,35-39,1995,24.8,fertility_by_age,per_1000
Portugal,40-44,1995,5.2,fertility_by_age,per_1000
Portugal,45-49,1995,0.4,fertility_by_age,per_1000
Slovak Republic,15-19,1995,32.3,fertility_by_age,per_1000
Slovak Republic,20-24,1995,124.4,fertility_by_age,per_1000
Slovak Republic,25-29,1995,90.6,fertility_by_age,per_1000
Slovak Republic,30-34,1995,40.0,fertility_by_age,per_1000
Slovak Republic,35-39,1995,13.8,fertility_by_age,per_1000
Slovak Republic,40-44,1995,2.8,fertility_by_age,per_1000
Slovak Republic,45-49,1995,0.1,fertility_by_age,per_1000
Switzerland,15-19,1995,5.5,fertility_by_age,per_1000
Switzerland,20-24,1995,50.3,fertility_by_age,per_1000
Switzerland,25-29,1995,110.7,fertility_by_age,per_1000
Switzerland,30-34,1995,94.0,fertility_by_age,per_1000
Switzerland,35-39,1995,32.9,fertility_by_age,per_1000
Switzerland,40-44,1995,4.7,fertility_by_age,per_1000
