country,year,value,category,sex,indicator,unit,source
Greece,1998,3.8,total,all,mean_age_first_marriage,%,OECD
Hungary,1998,26.6,total,all,mean_age_first_marriage,%,OECD
Italy,1998,9.3,total,all,mean_age_first_marriage,%,OECD
Latvia,1998,37.1,total,all,mean_age_first_marriage,%,OECD
Luxembourg,1998,17.5,total,all,mean_age_first_marriage,%,OECD
Netherlands,1998,20.8,total,all,mean_age_first_marriage,%,OECD
New Zealand,1998,42.5,total,all,mean_age_first_marriage,%,OECD
Norway,1998,49.0,total,all,mean_age_first_marriage,%,OECD
Portugal,1998,20.1,total,all,mean_age_first_marriage,%,OECD
Slovak Republic,1998,15.3,total,all,mean_age_first_marriage,%,OECD
Slovenia,1998,33.6,total,all,mean_age_first_marriage,%,OECD
Spain,1998,14.5,total,all,mean_age_first_marriage,%,OECD
Sweden,1998,54.7,total,all,mean_age_first_marriage,%,OECD
Switzerland,1998,8.8,total,all,mean_age_first_marriage,%,OECD
United States,1998,32.8,total,all,mean_age_first_marriage,%,OECD
Bulgaria,1998,31.5,total,all,mean_age_first_marriage,%,OECD
Croatia,1998,8.1,total,all,mean_age_first_marriage,%,OECD
Austria,1999,30.5,total,all,mean_age_first_marriage,%,OECD
Czech Republic,1999,20.6,total,all,mean_age_first_marriage,%,OECD
Denmark,1999,44.9,total,all,mean_age_first_marriage,%,OECD
Finland,1999,38.7,total,all,mean_age_first_marriage,%,OECD
Germany,1999,22.1,total,all,mean_age_first_marriage,%,OECD
Greece,1999,3.9,total,all,mean_age_first_marriage,%,OECD
Hungary,1999,28.0,total,all,mean_age_first_marriage,%,OECD
Italy,1999,8.7,total,all,mean_age_first_marriage,%,OECD
Latvia,1999,39.1,total,all,mean_age_first_marriage,%,OECD
Luxembourg,1999,18.6,total,all,mean_age_first_marriage,%,OECD
Netherlands,1999,22.7,total,all,mean_age_first_marriage,%,OECD
New Zealand,1999,42.8,total,all,mean_age_first_marriage,%,OECD
Norway,1999,49.1,total,all,mean_age_first_marriage,%,OECD
Portugal,1999,20.8,total,all,mean_age_first_marriage,%,OECD
Slovak Republic,1999,16.9,total,all,mean_age_first_marriage,%,OECD
Slovenia,1999,35.4,total,all,mean_age_first_marriage,%,OECD
Spain,1999,16.3,total,all,mean_age_first_marriage,%,OECD
Sweden,1999,55.3,total,all,mean_age_first_marriage,%,OECD
Switzerland,1999,10.0,total,all,mean_age_first_marriage,%,OECD
United States,1999,33.0,total,all,mean_age_first_marriage,%,OECD
Bulgaria,1999,35.1,total,all,mean_age_first_marriage,%,OECD
Croatia,1999,8.2,total,all,mean_age_first_marriage,%,OECD
Austria,2000,31.3,total,all,mean_age_first_marriage,%,OECD
Czech Republic,2000,21.8,total,all,mean_age_first_marriage,%,OECD
Denmark,2000,44.6,total,all,mean_age_first_marriage,%,OECD
Finland,2000,39.2,total,all,mean_age_first_marriage,%,OECD
Germany,2000,23.4,total,all,mean_age_first_marriage,%,OECD
Greece,2000,4.0,total,all,mean_age_first_marriage,%,OECD
Hungary,2000,29.0,total,all,mean_age_first_marriage,%,OECD
Italy,2000,9.2,total,all,mean_age_first_marriage,%,OECD
Latvia,2000,40.4,total,all,mean_age_first_marriage,%,OECD
Luxembourg,2000,21.9,total,all,mean_age_first_marriage,%,OECD
Netherlands,2000,24.9,total,all,mean_age_first_marriage,%,OECD
New Zealand,2000,43.2,total,all,mean_age_first_marriage,%,OECD
Norway,2000,49.6,total,all,mean_age_first_marriage,%,OECD
Portugal,2000,22.2,total,all,mean_age_first_marriage,%,OECD
Slovak Republic,2000,18.3,total,all,mean_age_first_marriage,%,OECD
Slovenia,2000,37.1,total,all,mean_age_first_marriage,%,OECD
Spain,2000,17.7,total,all,mean_age_first_marriage,%,OECD
Sweden,2000,55.3,total,all,mean_age_first_marriage,%,OECD
Switzerland,2000,10.7,total,all,mean_age_first_marriage,%,OECD
United States,2000,33.2,total,all,mean_age_first_marriage,%,OECD
Bulgaria,2000,38.4,total,all,mean_age_first_marriage,%,OECD
Croatia,2000,9.0,total,all,mean_age_first_marriage,%,OECD
Austria,2001,33.1,total,all,mean_age_first_marriage,%,OECD
Czech Republic,2001,23.5,total,all,mean_age_first_marriage,%,OECD
Denmark,2001,44.6,total,all,mean_age_first_marriage,%,OECD
Finland,2001,39.5,total,all,mean_age_first_marriage,%,OECD
Germany,2001,25.0,total,all,mean_age_first_marriage,%,OECD
Greece,2001,4.3,total,all,mean_age_first_marriage,%,OECD
Hungary,2001,30.3,total,all,mean_age_first_marriage,%,OECD
Italy,2001,10.3,total,all,mean_age_first_marriage,%,OECD
Latvia,2001,42.1,total,all,mean_age_first_marriage,%,OECD
Luxembourg,2001,22.3,total,all,mean_age_first_marriage,%,OECD
Netherlands,2001,27.2,total,all,mean_age_first_marriage,%,OECD
New Zealand,2001,43.7,total,all,mean_age_first_marriage,%,OECD
Norway,2001,49.7,total,all,mean_age_first_marriage,%,OECD
Portugal,2001,23.8,total,all,mean_age_first_marriage,%,OECD
Slovak Republic,2001,19.8,total,all,mean_age_first_marriage,%,OECD
Slovenia,2001,39.4,total,all,mean_age_first_marriage,%,OECD
Spain,2001,19.7,total,all,mean_age_first_marriage,%,OECD
Sweden,2001,55.5,total,all,mean_age_first_marriage,%,OECD
Switzerland,2001,11.2,total,all,mean_age_first_marriage,%,OECD
United States,2001,33.5,total,all,mean_age_first_marriage,%,OECD
Bulgaria,2001,42.0,total,all,mean_age_first_marriage,%,OECD
Croatia,2001,9.4,total,all,mean_age_first_marriage,%,OECD
Austria,2002,33.8,total,all,mean_age_first_marriage,%,OECD
Czech Republic,2002,25.3,total,all,mean_age_first_marriage,%,OECD
Denmark,2002,44.6,total,all,mean_age_first_marriage,%,OECD
Finland,2002,39.9,total,all,mean_age_first_marriage,%,OECD
Germany,2002,26.1,total,all,mean_age_first_marriage,%,OECD
Greece,2002,4.4,total,all,mean_age_first_marriage,%,OECD
Hungary,2002,31.4,total,all,mean_age_first_marriage,%,OECD
Italy,2002,11.0,total,all,mean_age_first_marriage,%,OECD
Latvia,2002,43.1,total,all,mean_age_first_marriage,%,OECD
Luxembourg,2002,23.2,total,all,mean_age_first_marriage,%,OECD
Netherlands,2002,29.1,total,all,mean_age_first_marriage,%,OECD
New Zealand,2002,43.6,total,all,mean_age_first_marriage,%,OECD
Norway,2002,50.3,total,all,mean_age_first_marriage,%,OECD
Portugal,2002,25.5,total,all,mean_age_first_marriage,%,OECD
Slovak Republic,2002,21.6,total,all,mean_age_first_marriage,%,OECD
Slovenia,2002,40.2,total,all,mean_age_first_marriage,%,OECD
Spain,2002,21.7,total,all,mean_age_first_marriage,%,OECD
Sweden,2002,56.0,total,all,mean_age_first_marriage,%,OECD
Switzerland,2002,11.7,total,all,mean_age_first_marriage,%,OECD
United States,2002,34.0,total,all,mean_age_first_marriage,%,OECD
Bulgaria,2002,42.8,total,all,mean_age_first_marriage,%,OECD
Croatia,2002,9.6,total,all,mean_age_first_marriage,%,OECD
Austria,2003,35.3,total,all,mean_age_first_marriage,%,OECD
Czech Republic,2003,28.5,total,all,mean_age_first_marriage,%,OECD
Denmark,2003,44.9,total,all,mean_age_first_marriage,%,OECD
Finland,2003,40.0,total,all,mean_age_first_marriage,%,OECD
Germany,2003,27.0,total,all,mean_age_first_marriage,%,OECD
Greece,2003,4.8,total,all,mean_age_first_marriage,%,OECD
Hungary,2003,32.3,total,all,mean_age_first_marriage,%,OECD
Italy,2003,12.7,total,all,mean_age_first_marriage,%,OECD
Latvia,2003,44.3,total,all,mean_age_first_marriage,%,OECD
Luxembourg,2003,25.0,total,all,mean_age_first_marriage,%,OECD
Netherlands,2003,30.7,total,all,mean_age_first_marriage,%,OECD
New Zealand,2003,44.0,total,all,mean_age_first_marriage,%,OECD
Norway,2003,50.0,total,all,mean_age_first_marriage,%,OECD
Portugal,2003,26.9,total,all,mean_age_first_marriage,%,OECD
Slovak Republic,2003,23.3,total,all,mean_age_first_marriage,%,OECD
Slovenia,2003,42.5,total,all,mean_age_first_marriage,%,OECD
Spain,2003,23.4,total,all,mean_age_first_marriage,%,OECD
Sweden,2003,56.0,total,all,mean_age_first_marriage,%,OECD
Switzerland,2003,12.4,total,all,mean_age_first_marriage,%,OECD
United States,2003,34.6,total,all,mean_age_first_marriage,%,OECD
Bulgaria,2003,46.1,total,all,mean_age_first_marriage,%,OECD
Croatia,2003,10.1,total,all,mean_age_first_marriage,%,OECD
Austria,2004,35.9,total,all,mean_age_first_marriage,%,OECD
Czech Republic,2004,30.6,total,all,mean_age_first_marriage,%,OECD
Denmark,2004,45.4,total,all,mean_age_first_marriage,%,OECD
Finland,2004,40.8,total,all,mean_age_first_marriage,%,OECD
Germany,2004,27.9,total,all,mean_age_first_marriage,%,OECD
Greece,2004,5.1,total,all,mean_age_first_marriage,%,OECD
Hungary,2004,34.0,total,all,mean_age_first_marriage,%,OECD
Italy,2004,13.7,total,all,mean_age_first_marriage,%,OECD
Latvia,2004,45.3,total,all,mean_age_first_marriage,%,OECD
Luxembourg,2004,26.1,total,all,mean_age_first_marriage,%,OECD
Netherlands,2004,32.5,total,all,mean_age_first_marriage,%,OECD
New Zealand,2004,44.8,total,all,mean_age_first_marriage,%,OECD
Norway,2004,51.4,total,all,mean_age_first_marriage,%,OECD
Portugal,2004,29.1,total,all,mean_age_first_marriage,%,OECD
Slovak Republic,2004,24.8,total,all,mean_age_first_marriage,%,OECD
Slovenia,2004,44.8,total,all,mean_age_first_marriage,%,OECD
Spain,2004,25.1,total,all,mean_age_first_marriage,%,OECD
Sweden,2004,55.4,total,all,mean_age_first_marriage,%,OECD
Switzerland,2004,13.3,total,all,mean_age_first_marriage,%,OECD
United States,2004,35.8,total,all,mean_age_first_marriage,%,OECD
Bulgaria,2004,48.7,total,all,mean_age_first_marriage,%,OECD
Croatia,2004,10.4,total,all,mean_age_first_marriage,%,OECD
Austria,2005,36.5,total,all,mean_age_first_marriage,%,OECD
Czech Republic,2005,31.7,total,all,mean_age_first_marriage,%,OECD
Denmark,2005,45.7,total,all,mean_age_first_marriage,%,OECD
Finland,2005,40.4,total,all,mean_age_first_marriage,%,OECD
Germany,2005,29.2,total,all,mean_age_first_marriage,%,OECD
Greece,2005,5.1,total,all,mean_age_first_marriage,%,OECD
Hungary,2005,35.0,total,all,mean_age_first_marriage,%,OECD
Italy,2005,15.4,total,all,mean_age_first_marriage,%,OECD
Latvia,2005,44.7,total,all,mean_age_first_marriage,%,OECD
Luxembourg,2005,27.2,total,all,mean_age_first_marriage,%,OECD
Netherlands,2005,34.9,total,all,mean_age_first_marriage,%,OECD
New Zealand,2005,45.2,total,all,mean_age_first_marriage,%,OECD
Norway,2005,51.8,total,all,mean_age_first_marriage,%,OECD
Portugal,2005,30.7,total,all,mean_age_first_marriage,%,OECD
Slovak Republic,2005,26.0,total,all,mean_age_first_marriage,%,OECD
Slovenia,2005,46.7,total,all,mean_age_first_marriage,%,OECD
Spain,2005,26.5,total,all,mean_age_first_marriage,%,OECD
Sweden,2005,55.4,total,all,mean_age_first_marriage,%,OECD
Switzerland,2005,13.7,total,all,mean_age_first_marriage,%,OECD
United States,2005,36.9,total,all,mean_age_first_marriage,%,OECD
Bulgaria,2005,49.0,total,all,mean_age_first_marriage,%,OECD
Croatia,2005,10.5,total,all,mean_age_first_marriage,%,OECD
Austria,2006,37.2,total,all,mean_age_first_marriage,%,OECD
Czech Republic,2006,33.3,total,all,mean_age_first_marriage,%,OECD
Denmark,2006,46.4,total,all,mean_age_first_marriage,%,OECD
Finland,2006,40.5,total,all,mean_age_first_marriage,%,OECD
Germany,2006,30.0,total,all,mean_age_first_marriage,%,OECD
Greece,2006,5.3,total,all,mean_age_first_marriage,%,OECD
Hungary,2006,35.6,total,all,mean_age_first_marriage,%,OECD
Italy,2006,16.4,total,all,mean_age_first_marriage,%,OECD
Latvia,2006,43.8,total,all,mean_age_first_marriage,%,OECD
Luxembourg,2006,28.8,total,all,mean_age_first_marriage,%,OECD
Netherlands,2006,37.1,total,all,mean_age_first_marriage,%,OECD
New Zealand,2006,47.2,total,all,mean_age_first_marriage,%,OECD
Norway,2006,53.0,total,all,mean_age_first_marriage,%,OECD
Portugal,2006,31.6,total,all,mean_age_first_marriage,%,OECD
Slovak Republic,2006,27.5,total,all,mean_age_first_marriage,%,OECD
Slovenia,2006,47.2,total,all,mean_age_first_marriage,%,OECD
Spain,2006,28.4,total,all,mean_age_first_marriage,%,OECD
Sweden,2006,55.5,total,all,mean_age_first_marriage,%,OECD
Switzerland,2006,15.4,total,all,mean_age_first_marriage,%,OECD
United States,2006,38.5,total,all,mean_age_first_marriage,%,OECD
Bulgaria,2006,50.8,total,all,mean_age_first_marriage,%,OECD
Croatia,2006,11.0,total,all,mean_age_first_marriage,%,OECD
Austria,2007,38.3,total,all,mean_age_first_marriage,%,OECD
Czech Republic,2007,34.5,total,all,mean_age_first_marriage,%,OECD
Denmark,2007,46.1,total,all,mean_age_first_marriage,%,OECD
Finland,2007,40.6,total,all,mean_age_first_marriage,%,OECD
Germany,2007,30.8,total,all,mean_age_first_marriage,%,OECD
Greece,2007,5.8,total,all,mean_age_first_marriage,%,OECD
Hungary,2007,37.5,total,all,mean_age_first_marriage,%,OECD
Italy,2007,17.9,total,all,mean_age_first_marriage,%,OECD
Latvia,2007,43.2,total,all,mean_age_first_marriage,%,OECD
Luxembourg,2007,29.2,total,all,mean_age_first_marriage,%,OECD
Netherlands,2007,39.5,total,all,mean_age_first_marriage,%,OECD
New Zealand,2007,47.2,total,all,mean_age_first_marriage,%,OECD
Norway,2007,54.5,total,all,mean_age_first_marriage,%,OECD
Portugal,2007,33.6,total,all,mean_age_first_marriage,%,OECD
Slovak Republic,2007,28.8,total,all,mean_age_first_marriage,%,OECD
Slovenia,2007,50.8,total,all,mean_age_first_marriage,%,OECD
Spain,2007,30.2,total,all,mean_age_first_marriage,%,OECD
Sweden,2007,54.8,total,all,mean_age_first_marriage,%,OECD
Switzerland,2007,16.2,total,all,mean_age_first_marriage,%,OECD
United States,2007,39.7,total,all,mean_age_first_marriage,%,OECD
Bulgaria,2007,50.2,total,all,mean_age_first_marriage,%,OECD
Croatia,2007,11.5,total,all,mean_age_first_marriage,%,OECD
Austria,2008,38.8,total,all,mean_age_first_marriage,%,OECD
Czech Republic,2008,36.3,total,all,mean_age_first_marriage,%,OECD
Denmark,2008,46.2,total,all,mean_age_first_marriage,%,OECD
Finland,2008,40.7,total,all,mean_age_first_marriage,%,OECD
Germany,2008,32.1,total,all,mean_age_first_marriage,%,OECD
Greece,2008,5.9,total,all,mean_age_first_marriage,%,OECD
Hungary,2008,39.5,total,all,mean_age_first_marriage,%,OECD
Italy,2008,19.1,total,all,mean_age_first_marriage,%,OECD
Latvia,2008,43.2,total,all,mean_age_first_marriage,%,OECD
Luxembourg,2008,30.2,total,all,mean_age_first_marriage,%,OECD
Netherlands,2008,41.2,total,all,mean_age_first_marriage,%,OECD
New Zealand,2008,48.2,total,all,mean_age_first_marriage,%,OECD
Norway,2008,55.0,total,all,mean_age_first_marriage,%,OECD
Portugal,2008,36.2,total,all,mean_age_first_marriage,%,OECD
Slovak Republic,2008,30.1,total,all,mean_age_first_marriage,%,OECD
Slovenia,2008,52.8,total,all,mean_age_first_marriage,%,OECD
Spain,2008,33.2,total,all,mean_age_first_marriage,%,OECD
Sweden,2008,54.7,total,all,mean_age_first_marriage,%,OECD
Switzerland,2008,17.1,total,all,mean_age_first_marriage,%,OECD
United States,2008,40.6,total,all,mean_age_first_marriage,%,OECD
Bulgaria,2008,51.1,total,all,mean_age_first_marriage,%,OECD
Croatia,2008,12.0,total,all,mean_age_first_marriage,%,OECD
Austria,2009,39.3,total,all,mean_age_first_marriage,%,OECD
Czech Republic,2009,38.8,total,all,mean_age_first_marriage,%,OECD
Denmark,2009,46.8,total,all,mean_age_first_marriage,%,OECD
Finland,2009,40.9,total,all,mean_age_first_marriage,%,OECD
Germany,2009,32.7,total,all,mean_age_first_marriage,%,OECD
Greece,2009,6.6,total,all,mean_age_first_marriage,%,OECD
Hungary,2009,40.8,total,all,mean_age_first_marriage,%,OECD
Italy,2009,20.1,total,all,mean_age_first_marriage,%,OECD
Latvia,2009,43.5,total,all,mean_age_first_marriage,%,OECD
Luxembourg,2009,32.1,total,all,mean_age_first_marriage,%,OECD
Netherlands,2009,43.3,total,all,mean_age_first_marriage,%,OECD
New Zealand,2009,48.6,total,all,mean_age_first_marriage,%,OECD
Norway,2009,55.1,total,all,mean_age_first_marriage,%,OECD
Portugal,2009,38.1,total,all,mean_age_first_marriage,%,OECD
Slovak Republic,2009,31.6,total,all,mean_age_first_marriage,%,OECD
Slovenia,2009,53.6,total,all,mean_age_first_marriage,%,OECD
Spain,2009,34.5,total,all,mean_age_first_marriage,%,OECD
Sweden,2009,54.4,total,all,mean_age_first_marriage,%,OECD
Switzerland,2009,17.9,total,all,mean_age_first_marriage,%,OECD
United States,2009,41.0,total,all,mean_age_first_marriage,%,OECD
Bulgaria,2009,53.4,total,all,mean_age_first_marriage,%,OECD
Croatia,2009,12.9,total,all,mean_age_first_marriage,%,OECD
Austria,2010,40.1,total,all,mean_age_first_marriage,%,OECD
Czech Republic,2010,40.3,total,all,mean_age_first_marriage,%,OECD
Denmark,2010,47.3,total,all,mean_age_first_marriage,%,OECD
Finland,2010,41.1,total,all,mean_age_first_marriage,%,OECD
Germany,2010,33.3,total,all,mean_age_first_marriage,%,OECD
Greece,2010,7.3,total,all,mean_age_first_marriage,%,OECD
Hungary,2010,40.8,total,all,mean_age_first_marriage,%,OECD
Italy,2010,21.8,total,all,mean_age_first_marriage,%,OECD
Latvia,2010,44.4,total,all,mean_age_first_marriage,%,OECD
Luxembourg,2010,34.0,total,all,mean_age_first_marriage,%,OECD
Netherlands,2010,44.3,total,all,mean_age_first_marriage,%,OECD
New Zealand,2010,48.9,total,all,mean_age_first_marriage,%,OECD
Norway,2010,54.8,total,all,mean_age_first_marriage,%,OECD
Portugal,2010,41.3,total,all,mean_age_first_marriage,%,OECD
Slovak Republic,2010,33.0,total,all,mean_age_first_marriage,%,OECD
Slovenia,2010,55.7,total,all,mean_age_first_marriage,%,OECD
Spain,2010,35.5,total,all,mean_age_first_marriage,%,OECD
Sweden,2010,54.2,total,all,mean_age_first_marriage,%,OECD
Switzerland,2010,18.6,total,all,mean_age_first_marriage,%,OECD
United States,2010,40.8,total,all,mean_age_first_marriage,%,OECD
Bulgaria,2010,54.1,total,all,mean_age_first_marriage,%,OECD
Croatia,2010,13.3,total,all,mean_age_first_marriage,%,OECD
Austria,2011,40.4,total,all,mean_age_first_marriage,%,OECD
Czech Republic,2011,41.8,total,all,mean_age_first_marriage,%,OECD
Denmark,2011,49.0,total,all,mean_age_first_marriage,%,OECD
Finland,2011,40.9,total,all,mean_age_first_marriage,%,OECD
Germany,2011,33.9,total,all,mean_age_first_marriage,%,OECD
Greece,2011,7.4,total,all,mean_age_first_marriage,%,OECD
Hungary,2011,42.3,total,all,mean_age_first_marriage,%,OECD
Italy,2011,23.7,total,all,mean_age_first_marriage,%,OECD
Latvia,2011,44.6,total,all,mean_age_first_marriage,%,OECD
Luxembourg,2011,34.1,total,all,mean_age_first_marriage,%,OECD
Netherlands,2011,45.3,total,all,mean_age_first_marriage,%,OECD
New Zealand,2011,47.6,total,all,mean_age_first_marriage,%,OECD
Norway,2011,55.0,total,all,mean_age_first_marriage,%,OECD
Portugal,2011,42.8,total,all,mean_age_first_marriage,%,OECD
Slovak Republic,2011,34.0,total,all,mean_age_first_marriage,%,OECD
Slovenia,2011,56.8,total,all,mean_age_first_marriage,%,OECD
Spain,2011,37.4,total,all,mean_age_first_marriage,%,OECD
Sweden,2011,54.3,total,all,mean_age_first_marriage,%,OECD
Switzerland,2011,19.3,total,all,mean_age_first_marriage,%,OECD
United States,2011,40.7,total,all,mean_age_first_marriage,%,OECD
Bulgaria,2011,56.1,total,all,mean_age_first_marriage,%,OECD
Croatia,2011,14.0,total,all,mean_age_first_marriage,%,OECD
Austria,2012,41.5,total,all,mean_age_first_marriage,%,OECD
Czech Republic,2012,43.4,total,all,mean_age_first_marriage,%,OECD
Denmark,2012,50.6,total,all,mean_age_first_marriage,%,OECD
Finland,2012,41.5,total,all,mean_age_first_marriage,%,OECD
Germany,2012,34.5,total,all,mean_age_first_marriage,%,OECD
Greece,2012,7.6,total,all,mean_age_first_marriage,%,OECD
Hungary,2012,44.5,total,all,mean_age_first_marriage,%,OECD
Italy,2012,25.0,total,all,mean_age_first_marriage,%,OECD
Latvia,2012,45.0,total,all,mean_age_first_marriage,%,OECD
Luxembourg,2012,37.1,total,all,mean_age_first_marriage,%,OECD
Netherlands,2012,46.6,total,all,mean_age_first_marriage,%,OECD
New Zealand,2012,47.7,total,all,mean_age_first_marriage,%,OECD
Norway,2012,54.9,total,all,mean_age_first_marriage,%,OECD
Portugal,2012,45.6,total,all,mean_age_first_marriage,%,OECD
Slovak Republic,2012,35.4,total,all,mean_age_first_marriage,%,OECD
Slovenia,2012,57.6,total,all,mean_age_first_marriage,%,OECD
Spain,2012,39.0,total,all,mean_age_first_marriage,%,OECD
Sweden,2012,54.5,total,all,mean_age_first_marriage,%,OECD
Switzerland,2012,20.2,total,all,mean_age_first_marriage,%,OECD
United States,2012,40.7,total,all,mean_age_first_marriage,%,OECD
Bulgaria,2012,57.4,total,all,mean_age_first_marriage,%,OECD
Croatia,2012,15.4,total,all,mean_age_first_marriage,%,OECD
Austria,2013,41.4,total,all,mean_age_first_marriage,%,OECD
Czech Republic,2013,45.0,total,all,mean_age_first_marriage,%,OECD
Denmark,2013,51.5,total,all,mean_age_first_marriage,%,OECD
Finland,2013,42.1,total,all,mean_age_first_marriage,%,OECD
Germany,2013,34.8,total,all,mean_age_first_marriage,%,OECD
Greece,2013,7.0,total,all,mean_age_first_marriage,%,OECD
Hungary,2013,45.6,total,all,mean_age_first_marriage,%,OECD
Italy,2013,26.9,total,all,mean_age_first_marriage,%,OECD
Latvia,2013,44.6,total,all,mean_age_first_marriage,%,OECD
Luxembourg,2013,37.8,total,all,mean_age_first_marriage,%,OECD
Netherlands,2013,47.4,total,all,mean_age_first_marriage,%,OECD
New Zealand,2013,47.3,total,all,mean_age_first_marriage,%,OECD
Norway,2013,55.2,total,all,mean_age_first_marriage,%,OECD
Portugal,2013,47.6,total,all,mean_age_first_marriage,%,OECD
Slovak Republic,2013,37.0,total,all,mean_age_first_marriage,%,OECD
Slovenia,2013,58.0,total,all,mean_age_first_marriage,%,OECD
Spain,2013,40.9,total,all,mean_age_first_marriage,%,OECD
Sweden,2013,54.4,total,all,mean_age_first_marriage,%,OECD
Switzerland,2013,21.1,total,all,mean_age_first_marriage,%,OECD
United States,2013,40.6,total,all,mean_age_first_marriage,%,OECD
Bulgaria,2013,59.1,total,all,mean_age_first_marriage,%,OECD
Croatia,2013,16.1,total,all,mean_age_first_marriage,%,OECD
Austria,2014,41.7,total,all,mean_age_first_marriage,%,OECD
Czech Republic,2014,46.7,total,all,mean_age_first_marriage,%,OECD
Denmark,2014,52.5,total,all,mean_age_first_marriage,%,OECD
Finland,2014,42.8,total,all,mean_age_first_marriage,%,OECD
Germany,2014,35.0,total,all,mean_age_first_marriage,%,OECD
Greece,2014,8.2,total,all,mean_age_first_marriage,%,OECD
Hungary,2014,47.3,total,all,mean_age_first_marriage,%,OECD
Italy,2014,28.8,total,all,mean_age_first_marriage,%,OECD
Latvia,2014,44.0,total,all,mean_age_first_marriage,%,OECD
Luxembourg,2014,39.1,total,all,mean_age_first_marriage,%,OECD
Netherlands,2014,48.7,total,all,mean_age_first_marriage,%,OECD
New Zealand,2014,46.7,total,all,mean_age_first_marriage,%,OECD
Norway,2014,55.5,total,all,mean_age_first_marriage,%,OECD
Portugal,2014,49.3,total,all,mean_age_first_marriage,%,OECD
Slovak Republic,2014,38.9,total,all,mean_age_first_marriage,%,OECD
Slovenia,2014,58.3,total,all,mean_age_first_marriage,%,OECD
Spain,2014,42.5,total,all,mean_age_first_marriage,%,OECD
Sweden,2014,54.6,total,all,mean_age_first_marriage,%,OECD
Switzerland,2014,21.7,total,all,mean_age_first_marriage,%,OECD
United States,2014,40.2,total,all,mean_age_first_marriage,%,OECD
Bulgaria,2014,58.8,total,all,mean_age_first_marriage,%,OECD
Croatia,2014,17.4,total,all,mean_age_first_marriage,%,OECD
Austria,2015,42.1,total,all,mean_age_first_marriage,%,OECD
Czech Republic,2015,47.8,total,all,mean_age_first_marriage,%,OECD
Denmark,2015,53.8,total,all,mean_age_first_marriage,%,OECD
Finland,2015,44.3,total,all,mean_age_first_marriage,%,OECD
Germany,2015,35.0,total,all,mean_age_first_marriage,%,OECD
Greece,2015,8.8,total,all,mean_age_first_marriage,%,OECD
Hungary,2015,47.9,total,all,mean_age_first_marriage,%,OECD
Italy,2015,30.0,total,all,mean_age_first_marriage,%,OECD
Latvia,2015,41.5,total,all,mean_age_first_marriage,%,OECD
Luxembourg,2015,38.8,total,all,mean_age_first_marriage,%,OECD
Netherlands,2015,49.8,total,all,mean_age_first_marriage,%,OECD
New Zealand,2015,46.7,total,all,mean_age_first_marriage,%,OECD
Norway,2015,55.9,total,all,mean_age_first_marriage,%,OECD
Portugal,2015,50.7,total,all,mean_age_first_marriage,%,OECD
Slovak Republic,2015,39.2,total,all,mean_age_first_marriage,%,OECD
Slovenia,2015,57.9,total,all,mean_age_first_marriage,%,OECD
Spain,2015,44.5,total,all,mean_age_first_marriage,%,OECD
Sweden,2015,54.7,total,all,mean_age_first_marriage,%,OECD
Switzerland,2015,22.9,total,all,mean_age_first_marriage,%,OECD
United States,2015,40.3,total,all,mean_age_first_marriage,%,OECD
Bulgaria,2015,58.6,total,all,mean_age_first_marriage,%,OECD
Croatia,2015,18.1,total,all,mean_age_first_marriage,%,OECD
Austria,2016,42.2,total,all,mean_age_first_marriage,%,OECD
Czech Republic,2016,48.6,total,all,mean_age_first_marriage,%,OECD
Denmark,2016,54.0,total,all,mean_age_first_marriage,%,OECD
Finland,2016,44.9,total,all,mean_age_first_marriage,%,OECD
Germany,2016,35.5,total,all,mean_age_first_marriage,%,OECD
Greece,2016,9.4,total,all,mean_age_first_marriage,%,OECD
Hungary,2016,46.7,total,all,mean_age_first_marriage,%,OECD
Italy,2016,31.5,total,all,mean_age_first_marriage,%,OECD
Latvia,2016,40.9,total,all,mean_age_first_marriage,%,OECD
Luxembourg,2016,40.7,total,all,mean_age_first_marriage,%,OECD
Netherlands,2016,50.4,total,all,mean_age_first_marriage,%,OECD
New Zealand,2016,45.9,total,all,mean_age_first_marriage,%,OECD
Norway,2016,56.2,total,all,mean_age_first_marriage,%,OECD
Portugal,2016,52.8,total,all,mean_age_first_marriage,%,OECD
Slovak Republic,2016,40.2,total,all,mean_age_first_marriage,%,OECD
Slovenia,2016,58.6,total,all,mean_age_first_marriage,%,OECD
Spain,2016,45.9,total,all,mean_age_first_marriage,%,OECD
Sweden,2016,54.9,total,all,mean_age_first_marriage,%,OECD
Switzerland,2016,24.2,total,all,mean_age_first_marriage,%,OECD
United States,2016,39.8,total,all,mean_age_first_marriage,%,OECD
Bulgaria,2016,58.6,total,all,mean_age_first_marriage,%,OECD
Croatia,2016,18.9,total,all,mean_age_first_marriage,%,OECD
Austria,2017,42.0,total,all,mean_age_first_marriage,%,OECD
Czech Republic,2017,49.0,total,all,mean_age_first_marriage,%,OECD
Denmark,2017,54.2,total,all,mean_age_first_marriage,%,OECD
Finland,2017,44.8,total,all,mean_age_first_marriage,%,OECD
Germany,2017,34.7,total,all,mean_age_first_marriage,%,OECD
Greece,2017,10.3,total,all,mean_age_first_marriage,%,OECD
Hungary,2017,44.7,total,all,mean_age_first_marriage,%,OECD
Italy,2017,32.8,total,all,mean_age_first_marriage,%,OECD
