country,isocode,sex,agegroup,age_start,age_end,datavalue,dataprocess,datasource
Malaysia,458,Men,[20-24],20,24,24.23,Census,UNSD
Malaysia,458,Men,[25-29],25,29,46.95,Census,UNSD
Malaysia,458,Men,[30-34],30,34,71.61,Census,UNSD
Malaysia,458,Men,[35-39],35,39,83.35,Census,UNSD
Malaysia,458,Men,[40-44],40,44,90.09,Census,UNSD
Malaysia,458,Men,[45-49],45,49,93.51,Census,UNSD
Malaysia,458,Men,[50-54],50,54,94.87,Census,UNSD
Malaysia,458,Men,[55-59],55,59,96.01,Census,UNSD
Malaysia,458,Men,[60-64],60,64,95.7,Census,UNSD
Malaysia,458,Men,[65-69],65,69,95.13,Census,UNSD
Malaysia,458,Men,[70-74],70,74,96.42,Census,UNSD
Malaysia,458,Men,[75+],75,999,92.01,Census,UNSD
Malaysia,458,Women,[10-14],10,14,0.0,Census,UNSD
Malaysia,458,Women,[15-19],15,19,6.09,Census,UNSD
Malaysia,458,Women,[20-24],20,24,32.92,Census,UNSD
Malaysia,458,Women,[25-29],25,29,62.21,Census,UNSD
Malaysia,458,Women,[30-34],30,34,82.11,Census,UNSD
Malaysia,458,Women,[35-39],35,39,89.16,Census,UNSD
Malaysia,458,Women,[40-44],40,44,93.26,Census,UNSD
Malaysia,458,Women,[45-49],45,49,94.62,Census,UNSD
Malaysia,458,Women,[50-54],50,54,95.05,Census,UNSD
Malaysia,458,Women,[55-59],55,59,95.53,Census,UNSD
Malaysia,458,Women,[60-64],60,64,94.93,Census,UNSD
Malaysia,458,Women,[65-69],65,69,94.65,Census,UNSD
Malaysia,458,Women,[70-74],70,74,96.11,Census,UNSD
Malaysia,458,Women,[75+],75,999,93.68,Census,UNSD
Maldives,462,Men,[10-14],10,14,0.67,Census,UNSD
Maldives,462,Men,[15-19],15,19,12.15,Census,UNSD
Maldives,462,Men,[20-24],20,24,56.94,Census,UNSD
Maldives,462,Men,[25-29],25,29,84.77,Census,UNSD
Maldives,462,Men,[30-34],30,34,91.86,Census,UNSD
Maldives,462,Men,[35-39],35,39,94.95,Census,UNSD
Maldives,462,Men,[40-44],40,44,95.69,Census,UNSD
Maldives,462,Men,[45-49],45,49,96.79,Census,UNSD
Maldives,462,Men,[50-54],50,54,96.45,Census,UNSD
Maldives,462,Men,[55-59],55,59,97.05,Census,UNSD
Maldives,462,Men,[60-64],60,64,96.88,Census,UNSD
Maldives,462,Men,[65-69],65,69,97.91,Census,UNSD
Maldives,462,Men,[70-74],70,74,98.6,Census,UNSD
Maldives,462,Men,[75+],75,999,98.57,Census,UNSD
Maldives,462,Women,[10-14],10,14,1.86,Census,UNSD
Maldives,462,Women,[15-19],15,19,56.23,Census,UNSD
Maldives,462,Women,[20-24],20,24,93.26,Census,UNSD
Maldives,462,Women,[25-29],25,29,98.63,Census,UNSD
Maldives,462,Women,[30-34],30,34,99.3,Census,UNSD
Maldives,462,Women,[35-39],35,39,99.55,Census,UNSD
Maldives,462,Women,[40-44],40,44,99.28,Census,UNSD
Maldives,462,Women,[45-49],45,49,99.37,Census,UNSD
Maldives,462,Women,[50-54],50,54,99.58,Census,UNSD
Maldives,462,Women,[55-59],55,59,99.33,Census,UNSD
Maldives,462,Women,[60-64],60,64,99.7,Census,UNSD
Maldives,462,Women,[65-69],65,69,99.79,Census,UNSD
Maldives,462,Women,[70-74],70,74,99.38,Census,UNSD
Maldives,462,Women,[75+],75,999,100.0,Census,UNSD
Maldives,462,Men,[10-14],10,14,0.0,Census,UNSD
Maldives,462,Men,[15-19],15,19,10.24,Census,UNSD
Maldives,462,Men,[20-24],20,24,61.17,Census,UNSD
Maldives,462,Men,[25-29],25,29,86.84,Census,UNSD
Maldives,462,Men,[30-34],30,34,94.66,Census,UNSD
Maldives,462,Men,[35-39],35,39,96.26,Census,UNSD
Maldives,462,Men,[40-44],40,44,96.39,Census,UNSD
Maldives,462,Men,[45-49],45,49,97.28,Census,UNSD
Maldives,462,Men,[50-54],50,54,97.4,Census,UNSD
Maldives,462,Men,[55-59],55,59,97.77,Census,UNSD
Maldives,462,Men,[60-64],60,64,97.48,Census,UNSD
Maldives,462,Men,[65+],65,999,98.72,Census,UNSD
Maldives,462,Women,[10-14],10,14,0.0,Census,UNSD
Maldives,462,Women,[15-19],15,19,51.2,Census,UNSD
Maldives,462,Women,[20-24],20,24,91.96,Census,UNSD
Maldives,462,Women,[25-29],25,29,97.74,Census,UNSD
Maldives,462,Women,[30-34],30,34,99.31,Census,UNSD
Maldives,462,Women,[35-39],35,39,99.56,Census,UNSD
Maldives,462,Women,[40-44],40,44,99.51,Census,UNSD
Maldives,462,Women,[45-49],45,49,99.68,Census,UNSD
Maldives,462,Women,[50-54],50,54,99.64,Census,UNSD
Maldives,462,Women,[55-59],55,59,99.38,Census,UNSD
Maldives,462,Women,[60-64],60,64,99.53,Census,UNSD
Maldives,462,Women,[65+],65,999,99.82,Census,UNSD
Maldives,462,Men,[10-14],10,14,0.29,Census,UNSD
Maldives,462,Men,[15-19],15,19,6.12,Census,UNSD
Maldives,462,Men,[20-24],20,24,48.5,Census,UNSD
Maldives,462,Men,[25-29],25,29,83.09,Census,UNSD
Maldives,462,Men,[30-34],30,34,94.12,Census,UNSD
Maldives,462,Men,[35-39],35,39,97.5,Census,UNSD
Maldives,462,Men,[40-44],40,44,97.5,Census,UNSD
Maldives,462,Men,[45-49],45,49,98.08,Census,UNSD
Maldives,462,Men,[50-54],50,54,97.84,Census,UNSD
Maldives,462,Men,[55-59],55,59,98.23,Census,UNSD
Maldives,462,Men,[60-64],60,64,97.97,Census,UNSD
Maldives,462,Men,[65+],65,999,98.38,Census,UNSD
Maldives,462,Women,[10-14],10,14,1.51,Census,UNSD
Maldives,462,Women,[15-19],15,19,36.5,Census,UNSD
Maldives,462,Women,[20-24],20,24,85.14,Census,UNSD
Maldives,462,Women,[25-29],25,29,96.48,Census,UNSD
Maldives,462,Women,[30-34],30,34,98.68,Census,UNSD
Maldives,462,Women,[35-39],35,39,99.12,Census,UNSD
Maldives,462,Women,[40-44],40,44,99.4,Census,UNSD
Maldives,462,Women,[45-49],45,49,99.5,Census,UNSD
Maldives,462,Women,[50-54],50,54,99.52,Census,UNSD
Maldives,462,Women,[55-59],55,59,99.44,Census,UNSD
Maldives,462,Women,[60-64],60,64,99.56,Census,UNSD
Maldives,462,Women,[65+],65,999,99.59,Census,UNSD
Maldives,462,Men,[15-19],15,19,6.28,Census,UNSD
Maldives,462,Men,[20-24],20,24,41.05,Census,UNSD
Maldives,462,Men,[25-29],25,29,78.53,Census,UNSD
Maldives,462,Men,[30-34],30,34,92.93,Census,UNSD
Maldives,462,Men,[35-39],35,39,96.87,Census,UNSD
Maldives,462,Men,[40-44],40,44,97.73,Census,UNSD
Maldives,462,Men,[45-49],45,49,98.34,Census,UNSD
Maldives,462,Men,[50-54],50,54,98.2,Census,UNSD
Maldives,462,Men,[55-59],55,59,97.98,Census,UNSD
Maldives,462,Men,[60-64],60,64,98.02,Census,UNSD
Maldives,462,Men,[65+],65,999,97.79,Census,UNSD
Maldives,462,Women,[15-19],15,19,46.89,Census,UNSD
Maldives,462,Women,[20-24],20,24,82.36,Census,UNSD
Maldives,462,Women,[25-29],25,29,94.75,Census,UNSD
Maldives,462,Women,[30-34],30,34,98.11,Census,UNSD
Maldives,462,Women,[35-39],35,39,98.85,Census,UNSD
Maldives,462,Women,[40-44],40,44,99.45,Census,UNSD
Maldives,462,Women,[45-49],45,49,99.59,Census,UNSD
Maldives,462,Women,[50-54],50,54,99.64,Census,UNSD
Maldives,462,Women,[55-59],55,59,99.74,Census,UNSD
Maldives,462,Women,[60-64],60,64,99.6,Census,UNSD
Maldives,462,Women,[65+],65,999,99.45,Census,UNSD
Maldives,462,Men,[15-19],15,19,1.26,Census,UNSD
Maldives,462,Men,[20-24],20,24,24.99,Census,UNSD
Maldives,462,Men,[25-29],25,29,69.41,Census,UNSD
Maldives,462,Men,[30-34],30,34,89.6,Census,UNSD
Maldives,462,Men,[35-39],35,39,95.2,Census,UNSD
Maldives,462,Men,[40-44],40,44,97.23,Census,UNSD
Maldives,462,Men,[45-49],45,49,98.33,Census,UNSD
Maldives,462,Men,[50-54],50,54,97.63,Census,UNSD
Maldives,462,Men,[55-59],55,59,98.4,Census,UNSD
Maldives,462,Men,[60-64],60,64,98.09,Census,UNSD
Maldives,462,Men,[65+],65,999,98.39,Census,UNSD
Maldives,462,Women,[15-19],15,19,12.01,Census,UNSD
Maldives,462,Women,[20-24],20,24,64.07,Census,UNSD
Maldives,462,Women,[25-29],25,29,91.61,Census,UNSD
Maldives,462,Women,[30-34],30,34,96.25,Census,UNSD
Maldives,462,Women,[35-39],35,39,98.37,Census,UNSD
Maldives,462,Women,[40-44],40,44,98.69,Census,UNSD
Maldives,462,Women,[45-49],45,49,99.22,Census,UNSD
Maldives,462,Women,[50-54],50,54,99.59,Census,UNSD
Maldives,462,Women,[55-59],55,59,99.33,Census,UNSD
Maldives,462,Women,[60-64],60,64,99.69,Census,UNSD
Maldives,462,Women,[65+],65,999,99.63,Census,UNSD
Maldives,462,Women,[15-19],15,19,5.3,Survey,DHS_HH
Maldives,462,Women,[15-19],15,19,5.6,Survey,DHS_STATcompiler
Maldives,462,Women,[20-24],20,24,58.7,Survey,DHS_STATcompiler
Maldives,462,Women,[20-24],20,24,61.5,Survey,DHS_HH
Maldives,462,Women,[25-29],25,29,89.2,Survey,DHS_HH
Maldives,462,Women,[25-29],25,29,88.6,Survey,DHS_STATcompiler
Maldives,462,Women,[30-34],30,34,94.9,Survey,DHS_STATcompiler
Maldives,462,Women,[30-34],30,34,95.1,Survey,DHS_HH
Maldives,462,Women,[35-39],35,39,97.6,Survey,DHS_HH
Maldives,462,Women,[35-39],35,39,97.7,Survey,DHS_STATcompiler
Maldives,462,Women,[40-44],40,44,98.6,Survey,DHS_STATcompiler
Maldives,462,Women,[40-44],40,44,98.6,Survey,DHS_HH
Maldives,462,Women,[45-49],45,49,98.4,Survey,DHS_HH
Maldives,462,Women,[45-49],45,49,98.1,Survey,DHS_STATcompiler
Maldives,462,Women,[50-54],50,54,99.2,Survey,DHS_HH
Maldives,462,Women,[55-59],55,59,99.8,Survey,DHS_HH
Maldives,462,Women,[60-64],60,64,99.8,Survey,DHS_HH
Maldives,462,Women,[65-69],65,69,99.2,Survey,DHS_HH
Maldives,462,Women,[70-74],70,74,100.0,Survey,DHS_HH
Maldives,462,Women,[75+],75,999,100.0,Survey,DHS_HH
Maldives,462,Men,[15-19],15,19,1.09,Census,UNSD
Maldives,462,Men,[20-24],20,24,23.03,Census,UNSD
Maldives,462,Men,[25-29],25,29,72.39,Census,UNSD
Maldives,462,Men,[30-34],30,34,88.0,Census,UNSD
Maldives,462,Men,[35-39],35,39,93.59,Census,UNSD
Maldives,462,Men,[40-44],40,44,95.4,Census,UNSD
Maldives,462,Men,[45-49],45,49,96.96,Census,UNSD
Maldives,462,Men,[50-54],50,54,97.4,Census,UNSD
Maldives,462,Men,[55-59],55,59,98.01,Census,UNSD
Maldives,462,Men,[60-64],60,64,98.29,Census,UNSD
Maldives,462,Men,[65+],65,999,98.12,Census,UNSD
Maldives,462,Women,[15-19],15,19,5.42,Census,UNSD
Maldives,462,Women,[20-24],20,24,59.04,Census,UNSD
Maldives,462,Women,[25-29],25,29,89.65,Census,UNSD
Maldives,462,Women,[30-34],30,34,94.85,Census,UNSD
Maldives,462,Women,[35-39],35,39,96.22,Census,UNSD
Maldives,462,Women,[40-44],40,44,97.23,Census,UNSD
Maldives,462,Women,[45-49],45,49,97.98,Census,UNSD
Maldives,462,Women,[50-54],50,54,98.38,Census,UNSD
Maldives,462,Women,[55-59],55,59,98.91,Census,UNSD
Maldives,462,Women,[60-64],60,64,99.13,Census,UNSD
Maldives,462,Women,[65+],65,999,99.24,Census,UNSD
Maldives,462,Men,[15-19],15,19,3.01,Survey,DHS_HH
Maldives,462,Men,[15-19],15,19,0.8,Survey,DHS_STATcompiler
Maldives,462,Men,[20-24],20,24,23.5,Survey,DHS_STATcompiler
Maldives,462,Men,[20-24],20,24,20.71,Survey,DHS_HH
Maldives,462,Men,[25-29],25,29,69.56,Survey,DHS_HH
Maldives,462,Men,[25-29],25,29,73.1,Survey,DHS_STATcompiler
Maldives,462,Men,[30-34],30,34,91.4,Survey,DHS_STATcompiler
Maldives,462,Men,[30-34],30,34,87.53,Survey,DHS_HH
Maldives,462,Men,[35-39],35,39,93.41,Survey,DHS_HH
Maldives,462,Men,[35-39],35,39,93.3,Survey,DHS_STATcompiler
Maldives,462,Men,[40-44],40,44,95.6,Survey,DHS_STATcompiler
Maldives,462,Men,[40-44],40,44,94.56,Survey,DHS_HH
Maldives,462,Men,[45-49],45,49,97.79,Survey,DHS_HH
Maldives,462,Men,[45-49],45,49,96.6,Survey,DHS_STATcompiler
Maldives,462,Men,[50-54],50,54,97.67,Survey,DHS_HH
Maldives,462,Men,[55-59],55,59,98.46,Survey,DHS_HH
Maldives,462,Men,[60-64],60,64,98.06,Survey,DHS_HH
Maldives,462,Men,[65-69],65,69,99.13,Survey,DHS_HH
Maldives,462,Men,[70-74],70,74,99.32,Survey,DHS_HH
Maldives,462,Men,[75+],75,999,99.31,Survey,DHS_HH
Maldives,462,Women,[15-19],15,19,4.15,Survey,DHS_HH
Maldives,462,Women,[15-19],15,19,4.0,Survey,DHS_STATcompiler
Maldives,462,Women,[20-24],20,24,55.4,Survey,DHS_STATcompiler
Maldives,462,Women,[20-24],20,24,53.53,Survey,DHS_HH
Maldives,462,Women,[25-29],25,29,91.35,Survey,DHS_HH
Maldives,462,Women,[25-29],25,29,92.6,Survey,DHS_STATcompiler
Maldives,462,Women,[30-34],30,34,97.4,Survey,DHS_STATcompiler
Maldives,462,Women,[30-34],30,34,95.13,Survey,DHS_HH
Maldives,462,Women,[35-39],35,39,97.14,Survey,DHS_HH
Maldives,462,Women,[35-39],35,39,98.2,Survey,DHS_STATcompiler
Maldives,462,Women,[40-44],40,44,98.3,Survey,DHS_STATcompiler
Maldives,462,Women,[40-44],40,44,97.26,Survey,DHS_HH
Maldives,462,Women,[45-49],45,49,98.38,Survey,DHS_HH
Maldives,462,Women,[45-49],45,49,99.3,Survey,DHS_STATcompiler
Maldives,462,Women,[50-54],50,54,98.63,Survey,DHS_HH
Maldives,462,Women,[55-59],55,59,99.07,Survey,DHS_HH
Maldives,462,Women,[60-64],60,64,98.85,Survey,DHS_HH
Maldives,462,Women,[65-69],65,69,99.78,Survey,DHS_HH
Maldives,462,Women,[70-74],70,74,100.0,Survey,DHS_HH
Maldives,462,Women,[75+],75,999,99.3,Survey,DHS_HH
Mali,466,Men,[15-19],15,19,1.6,Survey,INED
Mali,466,Men,[20-24],20,24,22.1,Survey,INED
Mali,466,Men,[25-29],25,29,63.6,Survey,INED
Mali,466,Men,[30-34],30,34,88.5,Survey,INED
Mali,466,Men,[35-39],35,39,94.4,Survey,INED
Mali,466,Men,[40-44],40,44,98.3,Survey,INED
Mali,466,Men,[45-49],45,49,98.3,Survey,INED
Mali,466,Men,[50-54],50,54,99.2,Survey,INED
Mali,466,Men,[55-59],55,59,99.0,Survey,INED
Mali,466,Men,[60-64],60,64,99.4,Survey,INED
Mali,466,Men,[65-69],65,69,99.0,Survey,INED
Mali,466,Men,[70+],70,999,98.9,Survey,INED
Mali,466,Women,[15-19],15,19,79.8,Survey,INED
Mali,466,Women,[20-24],20,24,97.0,Survey,INED
Mali,466,Women,[25-29],25,29,98.8,Survey,INED
Mali,466,Women,[30-34],30,34,99.1,Survey,INED
Mali,466,Women,[35-39],35,39,99.5,Survey,INED
Mali,466,Women,[40-44],40,44,99.7,Survey,INED
Mali,466,Women,[45-49],45,49,99.3,Survey,INED
Mali,466,Women,[50-54],50,54,99.7,Survey,INED
Mali,466,Women,[55-59],55,59,99.7,Survey,INED
Mali,466,Women,[60-64],60,64,99.3,Survey,INED
Mali,466,Women,[65-69],65,69,99.8,Survey,INED
Mali,466,Women,[70+],70,999,98.5,Survey,INED
Mali,466,Men,[10-14],10,14,0.0,Census,UNSD
Mali,466,Men,[15-19],15,19,1.85,Census,UNSD
Mali,466,Men,[20-24],20,24,16.79,Census,UNSD
Mali,466,Men,[25-29],25,29,52.44,Census,UNSD
Mali,466,Men,[30-34],30,34,80.21,Census,UNSD
Mali,466,Men,[35-39],35,39,90.99,Census,UNSD
Mali,466,Men,[40-44],40,44,95.03,Census,UNSD
Mali,466,Men,[45-49],45,49,96.83,Census,UNSD
Mali,466,Men,[50-54],50,54,97.38,Census,UNSD
Mali,466,Men,[55-59],55,59,98.08,Census,UNSD
Mali,466,Men,[60-64],60,64,98.15,Census,UNSD
Mali,466,Men,[65-69],65,69,98.37,Census,UNSD
Mali,466,Men,[70-74],70,74,98.16,Census,UNSD
Mali,466,Men,[75+],75,999,97.69,Census,UNSD
Mali,466,Women,[10-14],10,14,3.43,Census,UNSD
Mali,466,Women,[15-19],15,19,51.12,Census,UNSD
Mali,466,Women,[20-24],20,24,88.02,Census,UNSD
Mali,466,Women,[25-29],25,29,95.94,Census,UNSD
Mali,466,Women,[30-34],30,34,97.53,Census,UNSD
Mali,466,Women,[35-39],35,39,98.04,Census,UNSD
Mali,466,Women,[40-44],40,44,98.09,Census,UNSD
Mali,466,Women,[45-49],45,49,98.29,Census,UNSD
Mali,466,Women,[50-54],50,54,98.1,Census,UNSD
Mali,466,Women,[55-59],55,59,98.22,Census,UNSD
Mali,466,Women,[60-64],60,64,98.01,Census,UNSD
Mali,466,Women,[65-69],65,69,97.74,Census,UNSD
Mali,466,Women,[70-74],70,74,97.39,Census,UNSD
Mali,466,Women,[75+],75,999,96.8,Census,UNSD
Mali,466,Men,[10-14],10,14,0.25,Census,UNSD
Mali,466,Men,[15-19],15,19,1.22,Census,UNSD
Mali,466,Men,[20-24],20,24,14.68,Census,UNSD
Mali,466,Men,[25-29],25,29,48.42,Census,UNSD
Mali,466,Men,[30-34],30,34,78.98,Census,UNSD
Mali,466,Men,[35-39],35,39,91.32,Census,UNSD
Mali,466,Men,[40-44],40,44,95.48,Census,UNSD
Mali,466,Men,[45-49],45,49,97.01,Census,UNSD
Mali,466,Men,[50-54],50,54,97.65,Census,UNSD
Mali,466,Men,[55-59],55,59,98.18,Census,UNSD
Mali,466,Men,[60-64],60,64,98.39,Census,UNSD
Mali,466,Men,[65-69],65,69,98.62,Census,UNSD
Mali,466,Men,[70-74],70,74,98.15,Census,UNSD
Mali,466,Men,[75+],75,999,97.83,Census,UNSD
Mali,466,Women,[10-14],10,14,2.73,Census,UNSD
Mali,466,Women,[15-19],15,19,44.08,Census,UNSD
Mali,466,Women,[20-24],20,24,83.06,Census,UNSD
Mali,466,Women,[25-29],25,29,94.18,Census,UNSD
Mali,466,Women,[30-34],30,34,97.68,Census,UNSD
Mali,466,Women,[35-39],35,39,98.81,Census,UNSD
Mali,466,Women,[40-44],40,44,99.01,Census,UNSD
Mali,466,Women,[45-49],45,49,99.17,Census,UNSD
Mali,466,Women,[50-54],50,54,99.07,Census,UNSD
Mali,466,Women,[55-59],55,59,99.13,Census,UNSD
Mali,466,Women,[60-64],60,64,98.79,Census,UNSD
Mali,466,Women,[65-69],65,69,98.76,Census,UNSD
Mali,466,Women,[70-74],70,74,98.35,Census,UNSD
Mali,466,Women,[75+],75,999,98.1,Census,UNSD
Mali,466,Women,[15-19],15,19,75.4,Survey,DHS_STATcompiler
Mali,466,Women,[20-24],20,24,98.0,Survey,DHS_STATcompiler
Mali,466,Women,[25-29],25,29,99.7,Survey,DHS_STATcompiler
Mali,466,Women,[30-34],30,34,99.9,Survey,DHS_STATcompiler
Mali,466,Women,[35-39],35,39,100.0,Survey,DHS_STATcompiler
Mali,466,Women,[40-44],40,44,99.7,Survey,DHS_STATcompiler
Mali,466,Women,[45-49],45,49,100.1,Survey,DHS_STATcompiler
Mali,466,Men,[15-19],15,19,4.8,Survey,DHS_STATcompiler
Mali,466,Men,[20-24],20,24,28.9,Survey,DHS_STATcompiler
Mali,466,Men,[25-29],25,29,67.8,Survey,DHS_STATcompiler
Mali,466,Men,[30-34],30,34,82.9,Survey,DHS_STATcompiler
Mali,466,Men,[35-39],35,39,98.2,Survey,DHS_STATcompiler
Mali,466,Men,[40-44],40,44,98.2,Survey,DHS_STATcompiler
Mali,466,Men,[45-49],45,49,99.6,Survey,DHS_STATcompiler
Mali,466,Men,[50-54],50,54,99.2,Survey,DHS_STATcompiler
Mali,466,Men,[55-59],55,59,99.9,Survey,DHS_STATcompiler
Mali,466,Women,[15-19],15,19,49.7,Survey,DHS_STATcompiler
Mali,466,Women,[20-24],20,24,87.5,Survey,DHS_STATcompiler
Mali,466,Women,[25-29],25,29,95.8,Survey,DHS_STATcompiler
Mali,466,Women,[30-34],30,34,98.8,Survey,DHS_STATcompiler
Mali,466,Women,[35-39],35,39,99.6,Survey,DHS_STATcompiler
Mali,466,Women,[40-44],40,44,100.0,Survey,DHS_STATcompiler
Mali,466,Women,[45-49],45,49,99.8,Survey,DHS_STATcompiler
Mali,466,Men,[10-14],10,14,1.31,Census,INED
Mali,466,Men,[15-19],15,19,2.62,Census,INED
Mali,466,Men,[20-24],20,24,16.27,Census,INED
Mali,466,Men,[25-29],25,29,48.24,Census,INED
Mali,466,Men,[30-34],30,34,75.24,Census,INED
Mali,466,Men,[35-39],35,39,88.11,Census,INED
Mali,466,Men,[40-44],40,44,93.65,Census,INED
Mali,466,Men,[45-49],45,49,95.6,Census,INED
Mali,466,Men,[50-54],50,54,96.62,Census,INED
Mali,466,Men,[55-59],55,59,97.21,Census,INED
Mali,466,Men,[60-64],60,64,97.02,Census,INED
Mali,466,Men,[65-69],65,69,97.42,Census,INED
Mali,466,Men,[70-74],70,74,96.9,Census,INED
Mali,466,Men,[75+],75,999,95.61,Census,INED
Mali,466,Women,[10-14],10,14,3.73,Census,INED
Mali,466,Women,[15-19],15,19,37.67,Census,INED
Mali,466,Women,[20-24],20,24,75.26,Census,INED
Mali,466,Women,[25-29],25,29,88.82,Census,INED
Mali,466,Women,[30-34],30,34,93.43,Census,INED
Mali,466,Women,[35-39],35,39,95.66,Census,INED
Mali,466,Women,[40-44],40,44,96.25,Census,INED
Mali,466,Women,[45-49],45,49,96.7,Census,INED
Mali,466,Women,[50-54],50,54,96.55,Census,INED
Mali,466,Women,[55-59],55,59,96.59,Census,INED
Mali,466,Women,[60-64],60,64,96.26,Census,INED
Mali,466,Women,[65-69],65,69,95.96,Census,INED
Mali,466,Women,[70-74],70,74,95.61,Census,INED
Mali,466,Women,[75+],75,999,94.38,Census,INED
Mali,466,Men,[15-19],15,19,1.7,Survey,DHS_STATcompiler
Mali,466,Men,[20-24],20,24,22.6,Survey,DHS_STATcompiler
Mali,466,Men,[25-29],25,29,69.9,Survey,DHS_STATcompiler
Mali,466,Men,[30-34],30,34,88.7,Survey,DHS_STATcompiler
Mali,466,Men,[35-39],35,39,96.8,Survey,DHS_STATcompiler
Mali,466,Men,[40-44],40,44,99.8,Survey,DHS_STATcompiler
Mali,466,Men,[45-49],45,49,99.5,Survey,DHS_STATcompiler
Mali,466,Men,[50-54],50,54,99.5,Survey,DHS_STATcompiler
Mali,466,Men,[55-59],55,59,99.8,Survey,DHS_STATcompiler
Mali,466,Women,[15-19],15,19,48.6,Survey,DHS_STATcompiler
Mali,466,Women,[20-24],20,24,88.1,Survey,DHS_STATcompiler
Mali,466,Women,[25-29],25,29,96.1,Survey,DHS_STATcompiler
Mali,466,Women,[30-34],30,34,98.3,Survey,DHS_STATcompiler
Mali,466,Women,[35-39],35,39,99.3,Survey,DHS_STATcompiler
Mali,466,Women,[40-44],40,44,100.0,Survey,DHS_STATcompiler
Mali,466,Women,[45-49],45,49,100.0,Survey,DHS_STATcompiler
Mali,466,Men,[15-19],15,19,10.7,Survey,DHS_STATcompiler
Mali,466,Men,[20-24],20,24,41.4,Survey,DHS_STATcompiler
Mali,466,Men,[25-29],25,29,76.9,Survey,DHS_STATcompiler
Mali,466,Men,[30-34],30,34,93.0,Survey,DHS_STATcompiler
Mali,466,Men,[35-39],35,39,98.2,Survey,DHS_STATcompiler
Mali,466,Men,[40-44],40,44,98.7,Survey,DHS_STATcompiler
Mali,466,Men,[45-49],45,49,99.6,Survey,DHS_STATcompiler
Mali,466,Men,[50-54],50,54,99.8,Survey,DHS_STATcompiler
Mali,466,Men,[55-59],55,59,99.8,Survey,DHS_STATcompiler
Mali,466,Women,[15-19],15,19,52.6,Survey,DHS_STATcompiler
Mali,466,Women,[20-24],20,24,93.0,Survey,DHS_STATcompiler
Mali,466,Women,[25-29],25,29,98.1,Survey,DHS_STATcompiler
Mali,466,Women,[30-34],30,34,99.4,Survey,DHS_STATcompiler
Mali,466,Women,[35-39],35,39,99.7,Survey,DHS_STATcompiler
Mali,466,Women,[40-44],40,44,99.8,Survey,DHS_STATcompiler
Mali,466,Women,[45-49],45,49,99.9,Survey,DHS_STATcompiler
Mali,466,Men,[10-14],10,14,2.3,Census,UNSD
Mali,466,Men,[15-19],15,19,3.76,Census,UNSD
Mali,466,Men,[20-24],20,24,17.5,Census,UNSD
Mali,466,Men,[25-29],25,29,51.21,Census,UNSD
Mali,466,Men,[30-34],30,34,78.81,Census,UNSD
Mali,466,Men,[35-39],35,39,89.54,Census,UNSD
Mali,466,Men,[40-44],40,44,94.16,Census,UNSD
Mali,466,Men,[45-49],45,49,95.74,Census,UNSD
Mali,466,Men,[50-54],50,54,96.74,Census,UNSD
Mali,466,Men,[55-59],55,59,97.27,Census,UNSD
Mali,466,Men,[60-64],60,64,97.44,Census,UNSD
Mali,466,Men,[65-69],65,69,97.6,Census,UNSD
Mali,466,Men,[70-74],70,74,97.26,Census,UNSD
Mali,466,Men,[75+],75,999,96.63,Census,UNSD
Mali,466,Women,[10-14],10,14,5.63,Census,UNSD
Mali,466,Women,[15-19],15,19,36.36,Census,UNSD
Mali,466,Women,[20-24],20,24,74.45,Census,UNSD
Mali,466,Women,[25-29],25,29,88.47,Census,UNSD
Mali,466,Women,[30-34],30,34,93.96,Census,UNSD
Mali,466,Women,[35-39],35,39,95.77,Census,UNSD
Mali,466,Women,[40-44],40,44,96.77,Census,UNSD
Mali,466,Women,[45-49],45,49,96.97,Census,UNSD
Mali,466,Women,[50-54],50,54,96.56,Census,UNSD
Mali,466,Women,[55-59],55,59,96.11,Census,UNSD
Mali,466,Women,[60-64],60,64,94.85,Census,UNSD
Mali,466,Women,[65-69],65,69,94.14,Census,UNSD
Mali,466,Women,[70-74],70,74,92.79,Census,UNSD
Mali,466,Women,[75+],75,999,91.46,Census,UNSD
Mali,466,Women,[15-19],15,19,40.95,Survey,MICS
Mali,466,Women,[20-24],20,24,82.3,Survey,MICS
Mali,466,Women,[25-29],25,29,94.77,Survey,MICS
Mali,466,Women,[30-34],30,34,97.79,Survey,MICS
Mali,466,Women,[35-39],35,39,98.83,Survey,MICS
Mali,466,Women,[40-44],40,44,99.51,Survey,MICS
Mali,466,Women,[45-49],45,49,99.59,Survey,MICS
Mali,466,Men,[15-19],15,19,4.6,Survey,DHS_HH
Mali,466,Men,[15-19],15,19,2.3,Survey,DHS_STATcompiler
Mali,466,Men,[20-24],20,24,20.3,Survey,DHS_STATcompiler
Mali,466,Men,[20-24],20,24,19.3,Survey,DHS_HH
Mali,466,Men,[25-29],25,29,62.7,Survey,DHS_HH
Mali,466,Men,[25-29],25,29,67.3,Survey,DHS_STATcompiler
Mali,466,Men,[30-34],30,34,91.9,Survey,DHS_STATcompiler
Mali,466,Men,[30-34],30,34,88.2,Survey,DHS_HH
Mali,466,Men,[35-39],35,39,96.5,Survey,DHS_HH
Mali,466,Men,[35-39],35,39,98.3,Survey,DHS_STATcompiler
Mali,466,Men,[40-44],40,44,99.6,Survey,DHS_STATcompiler
