country,isocode,sex,agegroup,age_start,ageend,data_value,dataprocess,datacatalogshortname,data_source
New Caledonia,540,Women,[40-44],40,44,65.1,Census,1996 Census,UNSD
New Caledonia,540,Women,[45-49],45,49,67.33,Census,1996 Census,UNSD
New Caledonia,540,Women,[50-54],50,54,65.79,Census,1996 Census,UNSD
New Caledonia,540,Women,[55-59],55,59,62.19,Census,1996 Census,UNSD
New Caledonia,540,Women,[60-64],60,64,53.88,Census,1996 Census,UNSD
New Caledonia,540,Women,[65-69],65,69,44.84,Census,1996 Census,UNSD
New Caledonia,540,Women,[70-74],70,74,30.88,Census,1996 Census,UNSD
New Caledonia,540,Women,[75+],75,999,17.67,Census,1996 Census,UNSD
New Caledonia,540,Men,[10-14],10,14,0.0,Census,2004 Census,UNSD
New Caledonia,540,Men,[15-19],15,19,0.17,Census,2004 Census,UNSD
New Caledonia,540,Men,[20-24],20,24,2.76,Census,2004 Census,UNSD
New Caledonia,540,Men,[25-29],25,29,14.44,Census,2004 Census,UNSD
New Caledonia,540,Men,[30-34],30,34,31.37,Census,2004 Census,UNSD
New Caledonia,540,Men,[35-39],35,39,45.73,Census,2004 Census,UNSD
New Caledonia,540,Men,[40-44],40,44,53.03,Census,2004 Census,UNSD
New Caledonia,540,Men,[45-49],45,49,60.82,Census,2004 Census,UNSD
New Caledonia,540,Men,[50-54],50,54,61.9,Census,2004 Census,UNSD
New Caledonia,540,Men,[55-59],55,59,65.08,Census,2004 Census,UNSD
New Caledonia,540,Men,[60-64],60,64,66.8,Census,2004 Census,UNSD
New Caledonia,540,Men,[65-69],65,69,66.29,Census,2004 Census,UNSD
New Caledonia,540,Men,[70-74],70,74,63.79,Census,2004 Census,UNSD
New Caledonia,540,Men,[75+],75,999,58.92,Census,2004 Census,UNSD
New Caledonia,540,Women,[10-14],10,14,0.0,Census,2004 Census,UNSD
New Caledonia,540,Women,[15-19],15,19,0.48,Census,2004 Census,UNSD
New Caledonia,540,Women,[20-24],20,24,8.15,Census,2004 Census,UNSD
New Caledonia,540,Women,[25-29],25,29,24.89,Census,2004 Census,UNSD
New Caledonia,540,Women,[30-34],30,34,40.59,Census,2004 Census,UNSD
New Caledonia,540,Women,[35-39],35,39,50.13,Census,2004 Census,UNSD
New Caledonia,540,Women,[40-44],40,44,56.52,Census,2004 Census,UNSD
New Caledonia,540,Women,[45-49],45,49,58.78,Census,2004 Census,UNSD
New Caledonia,540,Women,[50-54],50,54,61.57,Census,2004 Census,UNSD
New Caledonia,540,Women,[55-59],55,59,61.86,Census,2004 Census,UNSD
New Caledonia,540,Women,[60-64],60,64,54.81,Census,2004 Census,UNSD
New Caledonia,540,Women,[65-69],65,69,46.84,Census,2004 Census,UNSD
New Caledonia,540,Women,[70-74],70,74,37.2,Census,2004 Census,UNSD
New Caledonia,540,Women,[75+],75,999,20.73,Census,2004 Census,UNSD
New Caledonia,540,Men,[15-19],15,19,0.36,Census,2014 Census,National statistics
New Caledonia,540,Men,[20-24],20,24,6.76,Census,2014 Census,National statistics
New Caledonia,540,Men,[25-29],25,29,11.76,Census,2014 Census,National statistics
New Caledonia,540,Men,[30-34],30,34,25.2,Census,2014 Census,National statistics
New Caledonia,540,Men,[35-39],35,39,36.21,Census,2014 Census,National statistics
New Caledonia,540,Men,[40-44],40,44,44.45,Census,2014 Census,National statistics
New Caledonia,540,Men,[45-49],45,49,51.1,Census,2014 Census,National statistics
New Caledonia,540,Men,[50-54],50,54,55.21,Census,2014 Census,National statistics
New Caledonia,540,Men,[55-59],55,59,61.81,Census,2014 Census,National statistics
New Caledonia,540,Men,[60-64],60,64,62.62,Census,2014 Census,National statistics
New Caledonia,540,Men,[65-69],65,69,66.06,Census,2014 Census,National statistics
New Caledonia,540,Men,[70-74],70,74,64.76,Census,2014 Census,National statistics
New Caledonia,540,Men,[75+],75,999,61.36,Census,2014 Census,National statistics
New Caledonia,540,Women,[15-19],15,19,0.43,Census,2014 Census,National statistics
New Caledonia,540,Women,[20-24],20,24,7.26,Census,2014 Census,National statistics
New Caledonia,540,Women,[25-29],25,29,16.98,Census,2014 Census,National statistics
New Caledonia,540,Women,[30-34],30,34,30.64,Census,2014 Census,National statistics
New Caledonia,540,Women,[35-39],35,39,41.6,Census,2014 Census,National statistics
New Caledonia,540,Women,[40-44],40,44,47.82,Census,2014 Census,National statistics
New Caledonia,540,Women,[45-49],45,49,51.08,Census,2014 Census,National statistics
New Caledonia,540,Women,[50-54],50,54,54.45,Census,2014 Census,National statistics
New Caledonia,540,Women,[55-59],55,59,56.1,Census,2014 Census,National statistics
New Caledonia,540,Women,[60-64],60,64,54.12,Census,2014 Census,National statistics
New Caledonia,540,Women,[65-69],65,69,52.57,Census,2014 Census,National statistics
New Caledonia,540,Women,[70-74],70,74,44.16,Census,2014 Census,National statistics
New Caledonia,540,Women,[75+],75,999,28.24,Census,2014 Census,National statistics
New Zealand,554,Men,[10-14],10,14,0.0,Census,1986 Census,UNSD
New Zealand,554,Men,[15-19],15,19,0.44,Census,1986 Census,UNSD
New Zealand,554,Men,[20-24],20,24,14.29,Census,1986 Census,UNSD
New Zealand,554,Men,[25-29],25,29,49.62,Census,1986 Census,UNSD
New Zealand,554,Men,[30-34],30,34,69.8,Census,1986 Census,UNSD
New Zealand,554,Men,[35-39],35,39,76.93,Census,1986 Census,UNSD
New Zealand,554,Men,[40-44],40,44,79.41,Census,1986 Census,UNSD
New Zealand,554,Men,[45-49],45,49,80.26,Census,1986 Census,UNSD
New Zealand,554,Men,[50-54],50,54,80.66,Census,1986 Census,UNSD
New Zealand,554,Men,[55-59],55,59,80.55,Census,1986 Census,UNSD
New Zealand,554,Men,[60-64],60,64,80.55,Census,1986 Census,UNSD
New Zealand,554,Men,[65-69],65,69,79.78,Census,1986 Census,UNSD
New Zealand,554,Men,[70-74],70,74,76.57,Census,1986 Census,UNSD
New Zealand,554,Men,[75+],75,999,63.6,Census,1986 Census,UNSD
New Zealand,554,Women,[10-14],10,14,0.0,Census,1986 Census,UNSD
New Zealand,554,Women,[15-19],15,19,1.56,Census,1986 Census,UNSD
New Zealand,554,Women,[20-24],20,24,30.53,Census,1986 Census,UNSD
New Zealand,554,Women,[25-29],25,29,61.62,Census,1986 Census,UNSD
New Zealand,554,Women,[30-34],30,34,73.54,Census,1986 Census,UNSD
New Zealand,554,Women,[35-39],35,39,77.14,Census,1986 Census,UNSD
New Zealand,554,Women,[40-44],40,44,78.12,Census,1986 Census,UNSD
New Zealand,554,Women,[45-49],45,49,78.64,Census,1986 Census,UNSD
New Zealand,554,Women,[50-54],50,54,77.8,Census,1986 Census,UNSD
New Zealand,554,Women,[55-59],55,59,74.19,Census,1986 Census,UNSD
New Zealand,554,Women,[60-64],60,64,67.77,Census,1986 Census,UNSD
New Zealand,554,Women,[65-69],65,69,57.84,Census,1986 Census,UNSD
New Zealand,554,Women,[70-74],70,74,44.73,Census,1986 Census,UNSD
New Zealand,554,Women,[75+],75,999,22.8,Census,1986 Census,UNSD
New Zealand,554,Men,[10-14],10,14,0.0,Census,1991 Census,UNSD
New Zealand,554,Men,[15-19],15,19,0.29,Census,1991 Census,UNSD
New Zealand,554,Men,[20-24],20,24,8.7,Census,1991 Census,UNSD
New Zealand,554,Men,[25-29],25,29,38.23,Census,1991 Census,UNSD
New Zealand,554,Men,[30-34],30,34,60.96,Census,1991 Census,UNSD
New Zealand,554,Men,[35-39],35,39,70.9,Census,1991 Census,UNSD
New Zealand,554,Men,[40-44],40,44,75.46,Census,1991 Census,UNSD
New Zealand,554,Men,[45-49],45,49,77.11,Census,1991 Census,UNSD
New Zealand,554,Men,[50-54],50,54,78.33,Census,1991 Census,UNSD
New Zealand,554,Men,[55-59],55,59,79.02,Census,1991 Census,UNSD
New Zealand,554,Men,[60-64],60,64,78.52,Census,1991 Census,UNSD
New Zealand,554,Men,[65-69],65,69,78.05,Census,1991 Census,UNSD
New Zealand,554,Men,[70-74],70,74,75.72,Census,1991 Census,UNSD
New Zealand,554,Men,[75+],75,999,63.13,Census,1991 Census,UNSD
New Zealand,554,Women,[10-14],10,14,0.0,Census,1991 Census,UNSD
New Zealand,554,Women,[15-19],15,19,1.0,Census,1991 Census,UNSD
New Zealand,554,Women,[20-24],20,24,19.7,Census,1991 Census,UNSD
New Zealand,554,Women,[25-29],25,29,50.84,Census,1991 Census,UNSD
New Zealand,554,Women,[30-34],30,34,65.54,Census,1991 Census,UNSD
New Zealand,554,Women,[35-39],35,39,71.28,Census,1991 Census,UNSD
New Zealand,554,Women,[40-44],40,44,73.54,Census,1991 Census,UNSD
New Zealand,554,Women,[45-49],45,49,74.53,Census,1991 Census,UNSD
New Zealand,554,Women,[50-54],50,54,75.16,Census,1991 Census,UNSD
New Zealand,554,Women,[55-59],55,59,72.97,Census,1991 Census,UNSD
New Zealand,554,Women,[60-64],60,64,67.25,Census,1991 Census,UNSD
New Zealand,554,Women,[65-69],65,69,58.78,Census,1991 Census,UNSD
New Zealand,554,Women,[70-74],70,74,46.15,Census,1991 Census,UNSD
New Zealand,554,Women,[75+],75,999,22.62,Census,1991 Census,UNSD
New Zealand,554,Men,[15-19],15,19,2.96,Census,1996 Census,UNSD
New Zealand,554,Men,[20-24],20,24,23.32,Census,1996 Census,UNSD
New Zealand,554,Men,[25-29],25,29,52.71,Census,1996 Census,UNSD
New Zealand,554,Men,[30-34],30,34,70.45,Census,1996 Census,UNSD
New Zealand,554,Men,[35-39],35,39,77.75,Census,1996 Census,UNSD
New Zealand,554,Men,[40-44],40,44,81.33,Census,1996 Census,UNSD
New Zealand,554,Men,[45-49],45,49,82.88,Census,1996 Census,UNSD
New Zealand,554,Men,[50-54],50,54,83.63,Census,1996 Census,UNSD
New Zealand,554,Men,[55-59],55,59,83.55,Census,1996 Census,UNSD
New Zealand,554,Men,[60-64],60,64,82.23,Census,1996 Census,UNSD
New Zealand,554,Men,[65-69],65,69,80.6,Census,1996 Census,UNSD
New Zealand,554,Men,[70-74],70,74,78.31,Census,1996 Census,UNSD
New Zealand,554,Men,[75+],75,999,66.68,Census,1996 Census,UNSD
New Zealand,554,Women,[15-19],15,19,6.81,Census,1996 Census,UNSD
New Zealand,554,Women,[20-24],20,24,35.42,Census,1996 Census,UNSD
New Zealand,554,Women,[25-29],25,29,62.73,Census,1996 Census,UNSD
New Zealand,554,Women,[30-34],30,34,73.83,Census,1996 Census,UNSD
New Zealand,554,Women,[35-39],35,39,77.39,Census,1996 Census,UNSD
New Zealand,554,Women,[40-44],40,44,79.18,Census,1996 Census,UNSD
New Zealand,554,Women,[45-49],45,49,79.63,Census,1996 Census,UNSD
New Zealand,554,Women,[50-54],50,54,78.64,Census,1996 Census,UNSD
New Zealand,554,Women,[55-59],55,59,76.2,Census,1996 Census,UNSD
New Zealand,554,Women,[60-64],60,64,71.17,Census,1996 Census,UNSD
New Zealand,554,Women,[65-69],65,69,62.91,Census,1996 Census,UNSD
New Zealand,554,Women,[70-74],70,74,51.73,Census,1996 Census,UNSD
New Zealand,554,Women,[75+],75,999,26.2,Census,1996 Census,UNSD
New Zealand,554,Men,[15-19],15,19,0.29,Census,2001 Census,UNSD
New Zealand,554,Men,[20-24],20,24,4.97,Census,2001 Census,UNSD
New Zealand,554,Men,[25-29],25,29,24.72,Census,2001 Census,UNSD
New Zealand,554,Men,[30-34],30,34,46.44,Census,2001 Census,UNSD
New Zealand,554,Men,[35-39],35,39,59.04,Census,2001 Census,UNSD
New Zealand,554,Men,[40-44],40,44,65.56,Census,2001 Census,UNSD
New Zealand,554,Men,[45-49],45,49,69.5,Census,2001 Census,UNSD
New Zealand,554,Men,[50-54],50,54,72.36,Census,2001 Census,UNSD
New Zealand,554,Men,[55-59],55,59,75.09,Census,2001 Census,UNSD
New Zealand,554,Men,[60-64],60,64,76.68,Census,2001 Census,UNSD
New Zealand,554,Men,[65-69],65,69,76.64,Census,2001 Census,UNSD
New Zealand,554,Men,[70-74],70,74,75.36,Census,2001 Census,UNSD
New Zealand,554,Men,[75+],75,999,65.58,Census,2001 Census,UNSD
New Zealand,554,Women,[15-19],15,19,0.62,Census,2001 Census,UNSD
New Zealand,554,Women,[20-24],20,24,9.88,Census,2001 Census,UNSD
New Zealand,554,Women,[25-29],25,29,33.97,Census,2001 Census,UNSD
New Zealand,554,Women,[30-34],30,34,52.59,Census,2001 Census,UNSD
New Zealand,554,Women,[35-39],35,39,60.91,Census,2001 Census,UNSD
New Zealand,554,Women,[40-44],40,44,65.16,Census,2001 Census,UNSD
New Zealand,554,Women,[45-49],45,49,67.4,Census,2001 Census,UNSD
New Zealand,554,Women,[50-54],50,54,69.26,Census,2001 Census,UNSD
New Zealand,554,Women,[55-59],55,59,69.22,Census,2001 Census,UNSD
New Zealand,554,Women,[60-64],60,64,67.58,Census,2001 Census,UNSD
New Zealand,554,Women,[65-69],65,69,61.3,Census,2001 Census,UNSD
New Zealand,554,Women,[70-74],70,74,51.55,Census,2001 Census,UNSD
New Zealand,554,Women,[75+],75,999,26.68,Census,2001 Census,UNSD
New Zealand,554,Men,[15-19],15,19,0.25,Census,2006 Census,UNSD
New Zealand,554,Men,[20-24],20,24,4.44,Census,2006 Census,UNSD
New Zealand,554,Men,[25-29],25,29,23.27,Census,2006 Census,UNSD
New Zealand,554,Men,[30-34],30,34,45.56,Census,2006 Census,UNSD
New Zealand,554,Men,[35-39],35,39,56.98,Census,2006 Census,UNSD
New Zealand,554,Men,[40-44],40,44,62.43,Census,2006 Census,UNSD
New Zealand,554,Men,[45-49],45,49,65.87,Census,2006 Census,UNSD
New Zealand,554,Men,[50-54],50,54,69.06,Census,2006 Census,UNSD
New Zealand,554,Men,[55-59],55,59,72.04,Census,2006 Census,UNSD
New Zealand,554,Men,[60-64],60,64,74.71,Census,2006 Census,UNSD
New Zealand,554,Men,[65-69],65,69,75.93,Census,2006 Census,UNSD
New Zealand,554,Men,[70-74],70,74,75.11,Census,2006 Census,UNSD
New Zealand,554,Men,[75+],75,999,66.43,Census,2006 Census,UNSD
New Zealand,554,Women,[15-19],15,19,0.54,Census,2006 Census,UNSD
New Zealand,554,Women,[20-24],20,24,8.69,Census,2006 Census,UNSD
New Zealand,554,Women,[25-29],25,29,31.23,Census,2006 Census,UNSD
New Zealand,554,Women,[30-34],30,34,50.45,Census,2006 Census,UNSD
New Zealand,554,Women,[35-39],35,39,58.7,Census,2006 Census,UNSD
New Zealand,554,Women,[40-44],40,44,61.88,Census,2006 Census,UNSD
New Zealand,554,Women,[45-49],45,49,63.93,Census,2006 Census,UNSD
New Zealand,554,Women,[50-54],50,54,65.65,Census,2006 Census,UNSD
New Zealand,554,Women,[55-59],55,59,67.04,Census,2006 Census,UNSD
New Zealand,554,Women,[60-64],60,64,66.0,Census,2006 Census,UNSD
New Zealand,554,Women,[65-69],65,69,62.46,Census,2006 Census,UNSD
New Zealand,554,Women,[70-74],70,74,53.91,Census,2006 Census,UNSD
New Zealand,554,Women,[75+],75,999,29.26,Census,2006 Census,UNSD
Nicaragua,558,Men,[10-14],10,14,0.06,Census,1971 Census,UNSD
Nicaragua,558,Men,[15-19],15,19,3.96,Census,1971 Census,UNSD
Nicaragua,558,Men,[20-24],20,24,35.66,Census,1971 Census,UNSD
Nicaragua,558,Men,[25-29],25,29,67.31,Census,1971 Census,UNSD
Nicaragua,558,Men,[30-34],30,34,79.68,Census,1971 Census,UNSD
Nicaragua,558,Men,[35-39],35,39,84.12,Census,1971 Census,UNSD
Nicaragua,558,Men,[40-44],40,44,85.41,Census,1971 Census,UNSD
Nicaragua,558,Men,[45-49],45,49,86.25,Census,1971 Census,UNSD
Nicaragua,558,Men,[50-54],50,54,84.0,Census,1971 Census,UNSD
Nicaragua,558,Men,[55-59],55,59,83.26,Census,1971 Census,UNSD
Nicaragua,558,Men,[60-64],60,64,78.87,Census,1971 Census,UNSD
Nicaragua,558,Men,[65-69],65,69,78.1,Census,1971 Census,UNSD
Nicaragua,558,Men,[70-74],70,74,71.65,Census,1971 Census,UNSD
Nicaragua,558,Men,[75+],75,999,62.18,Census,1971 Census,UNSD
Nicaragua,558,Women,[10-14],10,14,0.31,Census,1971 Census,UNSD
Nicaragua,558,Women,[15-19],15,19,21.12,Census,1971 Census,UNSD
Nicaragua,558,Women,[20-24],20,24,58.49,Census,1971 Census,UNSD
Nicaragua,558,Women,[25-29],25,29,76.09,Census,1971 Census,UNSD
Nicaragua,558,Women,[30-34],30,34,79.62,Census,1971 Census,UNSD
Nicaragua,558,Women,[35-39],35,39,79.38,Census,1971 Census,UNSD
Nicaragua,558,Women,[40-44],40,44,74.78,Census,1971 Census,UNSD
Nicaragua,558,Women,[45-49],45,49,70.68,Census,1971 Census,UNSD
Nicaragua,558,Women,[50-54],50,54,61.69,Census,1971 Census,UNSD
Nicaragua,558,Women,[55-59],55,59,56.23,Census,1971 Census,UNSD
Nicaragua,558,Women,[60-64],60,64,45.37,Census,1971 Census,UNSD
Nicaragua,558,Women,[65-69],65,69,39.48,Census,1971 Census,UNSD
Nicaragua,558,Women,[70-74],70,74,30.79,Census,1971 Census,UNSD
Nicaragua,558,Women,[75+],75,999,19.16,Census,1971 Census,UNSD
Nicaragua,558,Women,[15-19],15,19,27.8,Survey,1992-1993 ESF,RHS
Nicaragua,558,Women,[20-24],20,24,62.4,Survey,1992-1993 ESF,RHS
Nicaragua,558,Women,[25-29],25,29,76.7,Survey,1992-1993 ESF,RHS
Nicaragua,558,Women,[30-34],30,34,76.6,Survey,1992-1993 ESF,RHS
Nicaragua,558,Women,[35-39],35,39,77.5,Survey,1992-1993 ESF,RHS
Nicaragua,558,Women,[40-44],40,44,73.9,Survey,1992-1993 ESF,RHS
Nicaragua,558,Women,[45-49],45,49,67.8,Survey,1992-1993 ESF,RHS
Nicaragua,558,Men,[15-19],15,19,8.83,Census,1995 Census,National statistics
Nicaragua,558,Men,[20-24],20,24,44.4,Census,1995 Census,National statistics
Nicaragua,558,Men,[25-29],25,29,69.3,Census,1995 Census,National statistics
Nicaragua,558,Men,[30-34],30,34,79.9,Census,1995 Census,National statistics
Nicaragua,558,Men,[35-39],35,39,83.63,Census,1995 Census,National statistics
Nicaragua,558,Men,[40-44],40,44,85.44,Census,1995 Census,National statistics
Nicaragua,558,Men,[45-49],45,49,85.64,Census,1995 Census,National statistics
Nicaragua,558,Men,[50-54],50,54,83.72,Census,1995 Census,National statistics
Nicaragua,558,Men,[55-59],55,59,82.36,Census,1995 Census,National statistics
Nicaragua,558,Men,[60-64],60,64,77.6,Census,1995 Census,National statistics
Nicaragua,558,Men,[65+],65,999,67.52,Census,1995 Census,National statistics
Nicaragua,558,Women,[15-19],15,19,26.91,Census,1995 Census,National statistics
Nicaragua,558,Women,[20-24],20,24,58.26,Census,1995 Census,National statistics
Nicaragua,558,Women,[25-29],25,29,71.33,Census,1995 Census,National statistics
Nicaragua,558,Women,[30-34],30,34,74.6,Census,1995 Census,National statistics
Nicaragua,558,Women,[35-39],35,39,74.35,Census,1995 Census,National statistics
Nicaragua,558,Women,[40-44],40,44,71.34,Census,1995 Census,National statistics
Nicaragua,558,Women,[45-49],45,49,68.13,Census,1995 Census,National statistics
Nicaragua,558,Women,[50-54],50,54,62.28,Census,1995 Census,National statistics
Nicaragua,558,Women,[55-59],55,59,57.39,Census,1995 Census,National statistics
Nicaragua,558,Women,[60-64],60,64,49.45,Census,1995 Census,National statistics
Nicaragua,558,Women,[65+],65,999,32.26,Census,1995 Census,National statistics
Nicaragua,558,Men,[15-19],15,19,7.6,Survey,1997-1998 DHS,DHS_HH
Nicaragua,558,Men,[20-24],20,24,40.65,Survey,1997-1998 DHS,DHS_HH
Nicaragua,558,Men,[25-29],25,29,66.38,Survey,1997-1998 DHS,DHS_HH
Nicaragua,558,Men,[30-34],30,34,79.42,Survey,1997-1998 DHS,DHS_HH
Nicaragua,558,Men,[35-39],35,39,85.6,Survey,1997-1998 DHS,DHS_HH
Nicaragua,558,Men,[40-44],40,44,86.06,Survey,1997-1998 DHS,DHS_HH
Nicaragua,558,Men,[45-49],45,49,86.76,Survey,1997-1998 DHS,DHS_HH
Nicaragua,558,Men,[50-54],50,54,86.75,Survey,1997-1998 DHS,DHS_HH
Nicaragua,558,Men,[55-59],55,59,86.11,Survey,1997-1998 DHS,DHS_HH
Nicaragua,558,Men,[60-64],60,64,80.01,Survey,1997-1998 DHS,DHS_HH
Nicaragua,558,Men,[65-69],65,69,76.97,Survey,1997-1998 DHS,DHS_HH
Nicaragua,558,Men,[70-74],70,74,74.31,Survey,1997-1998 DHS,DHS_HH
Nicaragua,558,Men,[75+],75,999,62.32,Survey,1997-1998 DHS,DHS_HH
Nicaragua,558,Women,[15-19],15,19,24.72,Survey,1997-1998 DHS,DHS_HH
Nicaragua,558,Women,[20-24],20,24,56.24,Survey,1997-1998 DHS,DHS_HH
Nicaragua,558,Women,[25-29],25,29,69.92,Survey,1997-1998 DHS,DHS_HH
Nicaragua,558,Women,[30-34],30,34,73.91,Survey,1997-1998 DHS,DHS_HH
Nicaragua,558,Women,[35-39],35,39,72.2,Survey,1997-1998 DHS,DHS_HH
Nicaragua,558,Women,[40-44],40,44,71.08,Survey,1997-1998 DHS,DHS_HH
Nicaragua,558,Women,[45-49],45,49,67.71,Survey,1997-1998 DHS,DHS_HH
Nicaragua,558,Women,[50-54],50,54,62.5,Survey,1997-1998 DHS,DHS_HH
Nicaragua,558,Women,[55-59],55,59,57.03,Survey,1997-1998 DHS,DHS_HH
Nicaragua,558,Women,[60-64],60,64,46.82,Survey,1997-1998 DHS,DHS_HH
Nicaragua,558,Women,[65-69],65,69,39.07,Survey,1997-1998 DHS,DHS_HH
Nicaragua,558,Women,[70-74],70,74,32.03,Survey,1997-1998 DHS,DHS_HH
Nicaragua,558,Women,[75+],75,999,21.49,Survey,1997-1998 DHS,DHS_HH
Nicaragua,558,Men,[15-19],15,19,7.5,Survey,1998 DHS,National statistics
Nicaragua,558,Men,[20-24],20,24,47.7,Survey,1998 DHS,National statistics
Nicaragua,558,Men,[25-29],25,29,74.3,Survey,1998 DHS,National statistics
Nicaragua,558,Men,[30-34],30,34,81.0,Survey,1998 DHS,National statistics
Nicaragua,558,Men,[35-39],35,39,89.9,Survey,1998 DHS,National statistics
Nicaragua,558,Men,[40-44],40,44,88.2,Survey,1998 DHS,National statistics
Nicaragua,558,Men,[45-49],45,49,85.7,Survey,1998 DHS,National statistics
Nicaragua,558,Men,[50-54],50,54,90.7,Survey,1998 DHS,National statistics
Nicaragua,558,Men,[55-59],55,59,85.2,Survey,1998 DHS,National statistics
Nicaragua,558,Women,[15-19],15,19,25.6,Survey,1998 DHS,National statistics
Nicaragua,558,Women,[20-24],20,24,59.1,Survey,1998 DHS,National statistics
Nicaragua,558,Women,[25-29],25,29,72.7,Survey,1998 DHS,National statistics
Nicaragua,558,Women,[30-34],30,34,75.6,Survey,1998 DHS,National statistics
Nicaragua,558,Women,[35-39],35,39,73.1,Survey,1998 DHS,National statistics
Nicaragua,558,Women,[40-44],40,44,73.6,Survey,1998 DHS,National statistics
Nicaragua,558,Women,[45-49],45,49,66.8,Survey,1998 DHS,National statistics
Nicaragua,558,Men,[15-19],15,19,7.6,Survey,1998-1999 LSMS,DHS_HH
Nicaragua,558,Men,[15-19],15,19,7.5,Survey,1998-1999 LSMS,DHS_STATcompiler
Nicaragua,558,Men,[20-24],20,24,47.7,Survey,1998-1999 LSMS,DHS_STATcompiler
Nicaragua,558,Men,[20-24],20,24,40.2,Survey,1998-1999 LSMS,DHS_HH
Nicaragua,558,Men,[25-29],25,29,66.4,Survey,1998-1999 LSMS,DHS_HH
Nicaragua,558,Men,[25-29],25,29,74.3,Survey,1998-1999 LSMS,DHS_STATcompiler
Nicaragua,558,Men,[30-34],30,34,81.0,Survey,1998-1999 LSMS,DHS_STATcompiler
Nicaragua,558,Men,[30-34],30,34,79.1,Survey,1998-1999 LSMS,DHS_HH
Nicaragua,558,Men,[35-39],35,39,85.3,Survey,1998-1999 LSMS,DHS_HH
Nicaragua,558,Men,[35-39],35,39,89.9,Survey,1998-1999 LSMS,DHS_STATcompiler
Nicaragua,558,Men,[40-44],40,44,88.2,Survey,1998-1999 LSMS,DHS_STATcompiler
Nicaragua,558,Men,[40-44],40,44,85.8,Survey,1998-1999 LSMS,DHS_HH
Nicaragua,558,Men,[45-49],45,49,86.4,Survey,1998-1999 LSMS,DHS_HH
Nicaragua,558,Men,[45-49],45,49,85.7,Survey,1998-1999 LSMS,DHS_STATcompiler
Nicaragua,558,Men,[50-54],50,54,90.7,Survey,1998-1999 LSMS,DHS_STATcompiler
Nicaragua,558,Men,[50-54],50,54,87.2,Survey,1998-1999 LSMS,DHS_HH
Nicaragua,558,Men,[55-59],55,59,86.3,Survey,1998-1999 LSMS,DHS_HH
Nicaragua,558,Men,[55-59],55,59,85.2,Survey,1998-1999 LSMS,DHS_STATcompiler
Nicaragua,558,Men,[60-64],60,64,80.2,Survey,1998-1999 LSMS,DHS_HH
Nicaragua,558,Men,[65-69],65,69,77.6,Survey,1998-1999 LSMS,DHS_HH
Nicaragua,558,Men,[70-74],70,74,74.0,Survey,1998-1999 LSMS,DHS_HH
Nicaragua,558,Men,[75+],75,999,62.3,Survey,1998-1999 LSMS,DHS_HH
Nicaragua,558,Women,[15-19],15,19,24.7,Survey,1998-1999 LSMS,DHS_HH
Nicaragua,558,Women,[15-19],15,19,25.6,Survey,1998-1999 LSMS,DHS_STATcompiler
Nicaragua,558,Women,[20-24],20,24,59.1,Survey,1998-1999 LSMS,DHS_STATcompiler
Nicaragua,558,Women,[20-24],20,24,56.4,Survey,1998-1999 LSMS,DHS_HH
Nicaragua,558,Women,[25-29],25,29,70.3,Survey,1998-1999 LSMS,DHS_HH
Nicaragua,558,Women,[25-29],25,29,72.7,Survey,1998-1999 LSMS,DHS_STATcompiler
Nicaragua,558,Women,[30-34],30,34,75.6,Survey,1998-1999 LSMS,DHS_STATcompiler
Nicaragua,558,Women,[30-34],30,34,74.3,Survey,1998-1999 LSMS,DHS_HH
Nicaragua,558,Women,[35-39],35,39,72.2,Survey,1998-1999 LSMS,DHS_HH
Nicaragua,558,Women,[35-39],35,39,73.1,Survey,1998-1999 LSMS,DHS_STATcompiler
Nicaragua,558,Women,[40-44],40,44,73.6,Survey,1998-1999 LSMS,DHS_STATcompiler
Nicaragua,558,Women,[40-44],40,44,71.7,Survey,1998-1999 LSMS,DHS_HH
Nicaragua,558,Women,[45-49],45,49,67.7,Survey,1998-1999 LSMS,DHS_HH
Nicaragua,558,Women,[45-49],45,49,66.8,Survey,1998-1999 LSMS,DHS_STATcompiler
Nicaragua,558,Women,[50-54],50,54,62.5,Survey,1998-1999 LSMS,DHS_HH
Nicaragua,558,Women,[55-59],55,59,57.2,Survey,1998-1999 LSMS,DHS_HH
Nicaragua,558,Women,[60-64],60,64,46.3,Survey,1998-1999 LSMS,DHS_HH
Nicaragua,558,Women,[65-69],65,69,39.1,Survey,1998-1999 LSMS,DHS_HH
Nicaragua,558,Women,[70-74],70,74,31.9,Survey,1998-1999 LSMS,DHS_HH
Nicaragua,558,Women,[75+],75,999,21.4,Survey,1998-1999 LSMS,DHS_HH
Nicaragua,558,Men,[10-14],10,14,0.1,Survey,2001 DHS,DHS_HH
Nicaragua,558,Men,[15-19],15,19,6.3,Survey,2001 DHS,DHS_HH
Nicaragua,558,Men,[20-24],20,24,35.3,Survey,2001 DHS,DHS_HH
Nicaragua,558,Men,[25-29],25,29,62.1,Survey,2001 DHS,DHS_HH
Nicaragua,558,Men,[30-34],30,34,75.6,Survey,2001 DHS,DHS_HH
Nicaragua,558,Men,[35-39],35,39,80.9,Survey,2001 DHS,DHS_HH
Nicaragua,558,Men,[40-44],40,44,84.2,Survey,2001 DHS,DHS_HH
