region,iso_code,indicator,year,age_group,percentage,number,process
Caribbean,915,Married or in-union women,1973,20-24,54.3,1238,Estimate
Caribbean,915,Married or in-union women,1973,25-29,73.79,1402,Estimate
Caribbean,915,Married or in-union women,1973,30-34,79.43,1285,Estimate
Caribbean,915,Married or in-union women,1973,35-39,79.93,1129,Estimate
Caribbean,915,Married or in-union women,1973,40-44,77.84,949,Estimate
Caribbean,915,Married or in-union women,1973,45-49,74.44,802,Estimate
Caribbean,915,Married or in-union women,1973,15-49,59.73,7320,Estimate
Caribbean,915,Married or in-union women,1974,15-19,18.57,521,Estimate
Caribbean,915,Married or in-union women,1974,20-24,54.08,1266,Estimate
Caribbean,915,Married or in-union women,1974,25-29,73.54,1437,Estimate
Caribbean,915,Married or in-union women,1974,30-34,79.18,1306,Estimate
Caribbean,915,Married or in-union women,1974,35-39,79.71,1148,Estimate
Caribbean,915,Married or in-union women,1974,40-44,77.62,964,Estimate
Caribbean,915,Married or in-union women,1974,45-49,74.26,809,Estimate
Caribbean,915,Married or in-union women,1974,15-49,59.49,7454,Estimate
Caribbean,915,Married or in-union women,1975,15-19,18.49,532,Estimate
Caribbean,915,Married or in-union women,1975,20-24,53.81,1292,Estimate
Caribbean,915,Married or in-union women,1975,25-29,73.32,1474,Estimate
Caribbean,915,Married or in-union women,1975,30-34,78.94,1332,Estimate
Caribbean,915,Married or in-union women,1975,35-39,79.49,1166,Estimate
Caribbean,915,Married or in-union women,1975,40-44,77.4,979,Estimate
Caribbean,915,Married or in-union women,1975,45-49,74.07,817,Estimate
Caribbean,915,Married or in-union women,1975,15-49,59.26,7594,Estimate
Caribbean,915,Married or in-union women,1976,15-19,18.43,544,Estimate
Caribbean,915,Married or in-union women,1976,20-24,53.53,1317,Estimate
Caribbean,915,Married or in-union women,1976,25-29,73.1,1509,Estimate
Caribbean,915,Married or in-union women,1976,30-34,78.69,1362,Estimate
Caribbean,915,Married or in-union women,1976,35-39,79.25,1183,Estimate
Caribbean,915,Married or in-union women,1976,40-44,77.19,995,Estimate
Caribbean,915,Married or in-union women,1976,45-49,73.88,826,Estimate
Caribbean,915,Married or in-union women,1976,15-49,59.02,7740,Estimate
Caribbean,915,Married or in-union women,1977,15-19,18.41,560,Estimate
Caribbean,915,Married or in-union women,1977,20-24,53.22,1339,Estimate
Caribbean,915,Married or in-union women,1977,25-29,72.87,1542,Estimate
Caribbean,915,Married or in-union women,1977,30-34,78.44,1397,Estimate
Caribbean,915,Married or in-union women,1977,35-39,79.0,1201,Estimate
Caribbean,915,Married or in-union women,1977,40-44,76.98,1012,Estimate
Caribbean,915,Married or in-union women,1977,45-49,73.66,837,Estimate
Caribbean,915,Married or in-union women,1977,15-49,58.75,7892,Estimate
Caribbean,915,Married or in-union women,1978,15-19,18.42,578,Estimate
Caribbean,915,Married or in-union women,1978,20-24,52.93,1361,Estimate
Caribbean,915,Married or in-union women,1978,25-29,72.62,1573,Estimate
Caribbean,915,Married or in-union women,1978,30-34,78.19,1435,Estimate
Caribbean,915,Married or in-union women,1978,35-39,78.72,1223,Estimate
Caribbean,915,Married or in-union women,1978,40-44,76.78,1030,Estimate
Caribbean,915,Married or in-union women,1978,45-49,73.44,849,Estimate
Caribbean,915,Married or in-union women,1978,15-49,58.48,8050,Estimate
Caribbean,915,Married or in-union women,1979,15-19,18.43,596,Estimate
Caribbean,915,Married or in-union women,1979,20-24,52.65,1384,Estimate
Caribbean,915,Married or in-union women,1979,25-29,72.36,1603,Estimate
Caribbean,915,Married or in-union women,1979,30-34,77.96,1472,Estimate
Caribbean,915,Married or in-union women,1979,35-39,78.46,1246,Estimate
Caribbean,915,Married or in-union women,1979,40-44,76.58,1048,Estimate
Caribbean,915,Married or in-union women,1979,45-49,73.22,861,Estimate
Caribbean,915,Married or in-union women,1979,15-49,58.23,8214,Estimate
Caribbean,915,Married or in-union women,1980,15-19,18.43,612,Estimate
Caribbean,915,Married or in-union women,1980,20-24,52.41,1413,Estimate
Caribbean,915,Married or in-union women,1980,25-29,72.07,1634,Estimate
Caribbean,915,Married or in-union women,1980,30-34,77.75,1508,Estimate
Caribbean,915,Married or in-union women,1980,35-39,78.19,1273,Estimate
Caribbean,915,Married or in-union women,1980,40-44,76.38,1067,Estimate
Caribbean,915,Married or in-union women,1980,45-49,73.0,874,Estimate
Caribbean,915,Married or in-union women,1980,15-49,58.01,8383,Estimate
Caribbean,915,Married or in-union women,1981,15-19,18.4,624,Estimate
Caribbean,915,Married or in-union women,1981,20-24,52.22,1452,Estimate
Caribbean,915,Married or in-union women,1981,25-29,71.75,1666,Estimate
Caribbean,915,Married or in-union women,1981,30-34,77.54,1541,Estimate
Caribbean,915,Married or in-union women,1981,35-39,77.91,1304,Estimate
Caribbean,915,Married or in-union women,1981,40-44,76.17,1086,Estimate
Caribbean,915,Married or in-union women,1981,45-49,72.79,890,Estimate
Caribbean,915,Married or in-union women,1981,15-49,57.84,8564,Estimate
Caribbean,915,Married or in-union women,1982,15-19,18.35,630,Estimate
Caribbean,915,Married or in-union women,1982,20-24,52.09,1501,Estimate
Caribbean,915,Married or in-union women,1982,25-29,71.42,1699,Estimate
Caribbean,915,Married or in-union women,1982,30-34,77.33,1572,Estimate
Caribbean,915,Married or in-union women,1982,35-39,77.63,1337,Estimate
Caribbean,915,Married or in-union women,1982,40-44,75.94,1108,Estimate
Caribbean,915,Married or in-union women,1982,45-49,72.61,907,Estimate
Caribbean,915,Married or in-union women,1982,15-49,57.75,8758,Estimate
Caribbean,915,Married or in-union women,1983,15-19,18.28,631,Estimate
Caribbean,915,Married or in-union women,1983,20-24,51.97,1554,Estimate
Caribbean,915,Married or in-union women,1983,25-29,71.09,1733,Estimate
Caribbean,915,Married or in-union women,1983,30-34,77.11,1603,Estimate
Caribbean,915,Married or in-union women,1983,35-39,77.36,1373,Estimate
Caribbean,915,Married or in-union women,1983,40-44,75.7,1132,Estimate
Caribbean,915,Married or in-union women,1983,45-49,72.44,926,Estimate
Caribbean,915,Married or in-union women,1983,15-49,57.72,8955,Estimate
Caribbean,915,Married or in-union women,1984,15-19,18.19,629,Estimate
Caribbean,915,Married or in-union women,1984,20-24,51.88,1604,Estimate
Caribbean,915,Married or in-union women,1984,25-29,70.78,1771,Estimate
Caribbean,915,Married or in-union women,1984,30-34,76.86,1638,Estimate
Caribbean,915,Married or in-union women,1984,35-39,77.11,1406,Estimate
Caribbean,915,Married or in-union women,1984,40-44,75.45,1156,Estimate
Caribbean,915,Married or in-union women,1984,45-49,72.27,946,Estimate
Caribbean,915,Married or in-union women,1984,15-49,57.73,9153,Estimate
Caribbean,915,Married or in-union women,1985,15-19,18.09,626,Estimate
Caribbean,915,Married or in-union women,1985,20-24,51.78,1646,Estimate
Caribbean,915,Married or in-union women,1985,25-29,70.49,1815,Estimate
Caribbean,915,Married or in-union women,1985,30-34,76.6,1674,Estimate
Caribbean,915,Married or in-union women,1985,35-39,76.87,1438,Estimate
Caribbean,915,Married or in-union women,1985,40-44,75.19,1182,Estimate
Caribbean,915,Married or in-union women,1985,45-49,72.1,967,Estimate
Caribbean,915,Married or in-union women,1985,15-49,57.76,9352,Estimate
Caribbean,915,Married or in-union women,1986,15-19,17.99,623,Estimate
Caribbean,915,Married or in-union women,1986,20-24,51.65,1675,Estimate
Caribbean,915,Married or in-union women,1986,25-29,70.25,1868,Estimate
Caribbean,915,Married or in-union women,1986,30-34,76.34,1709,Estimate
Caribbean,915,Married or in-union women,1986,35-39,76.64,1470,Estimate
Caribbean,915,Married or in-union women,1986,40-44,74.93,1211,Estimate
Caribbean,915,Married or in-union women,1986,45-49,71.91,988,Estimate
Caribbean,915,Married or in-union women,1986,15-49,57.8,9548,Estimate
Caribbean,915,Married or in-union women,1987,15-19,17.88,620,Estimate
Caribbean,915,Married or in-union women,1987,20-24,51.49,1691,Estimate
Caribbean,915,Married or in-union women,1987,25-29,70.05,1929,Estimate
Caribbean,915,Married or in-union women,1987,30-34,76.07,1743,Estimate
Caribbean,915,Married or in-union women,1987,35-39,76.42,1501,Estimate
Caribbean,915,Married or in-union women,1987,40-44,74.68,1243,Estimate
Caribbean,915,Married or in-union women,1987,45-49,71.71,1009,Estimate
Caribbean,915,Married or in-union women,1987,15-49,57.83,9739,Estimate
Caribbean,915,Married or in-union women,1988,15-19,17.75,617,Estimate
Caribbean,915,Married or in-union women,1988,20-24,51.27,1693,Estimate
Caribbean,915,Married or in-union women,1988,25-29,69.83,1992,Estimate
Caribbean,915,Married or in-union women,1988,30-34,75.77,1778,Estimate
Caribbean,915,Married or in-union women,1988,35-39,76.16,1532,Estimate
Caribbean,915,Married or in-union women,1988,40-44,74.43,1276,Estimate
Caribbean,915,Married or in-union women,1988,45-49,71.48,1029,Estimate
Caribbean,915,Married or in-union women,1988,15-49,57.85,9920,Estimate
Caribbean,915,Married or in-union women,1989,15-19,17.6,612,Estimate
Caribbean,915,Married or in-union women,1989,20-24,51.04,1688,Estimate
Caribbean,915,Married or in-union women,1989,25-29,69.62,2052,Estimate
Caribbean,915,Married or in-union women,1989,30-34,75.5,1816,Estimate
Caribbean,915,Married or in-union women,1989,35-39,75.89,1566,Estimate
Caribbean,915,Married or in-union women,1989,40-44,74.19,1307,Estimate
Caribbean,915,Married or in-union women,1989,45-49,71.24,1052,Estimate
Caribbean,915,Married or in-union women,1989,15-49,57.87,10095,Estimate
Caribbean,915,Married or in-union women,1990,15-19,17.43,604,Estimate
Caribbean,915,Married or in-union women,1990,20-24,50.81,1680,Estimate
Caribbean,915,Married or in-union women,1990,25-29,69.42,2103,Estimate
Caribbean,915,Married or in-union women,1990,30-34,75.23,1862,Estimate
Caribbean,915,Married or in-union women,1990,35-39,75.6,1601,Estimate
Caribbean,915,Married or in-union women,1990,40-44,73.97,1337,Estimate
Caribbean,915,Married or in-union women,1990,45-49,70.99,1078,Estimate
Caribbean,915,Married or in-union women,1990,15-49,57.93,10267,Estimate
Caribbean,915,Married or in-union women,1991,15-19,17.23,592,Estimate
Caribbean,915,Married or in-union women,1991,20-24,50.55,1675,Estimate
Caribbean,915,Married or in-union women,1991,25-29,69.21,2141,Estimate
Caribbean,915,Married or in-union women,1991,30-34,74.98,1918,Estimate
Caribbean,915,Married or in-union women,1991,35-39,75.3,1633,Estimate
Caribbean,915,Married or in-union women,1991,40-44,73.74,1369,Estimate
Caribbean,915,Married or in-union women,1991,45-49,70.74,1106,Estimate
Caribbean,915,Married or in-union women,1991,15-49,58.0,10436,Estimate
Caribbean,915,Married or in-union women,1992,15-19,17.01,577,Estimate
Caribbean,915,Married or in-union women,1992,20-24,50.26,1671,Estimate
Caribbean,915,Married or in-union women,1992,25-29,68.97,2163,Estimate
Caribbean,915,Married or in-union women,1992,30-34,74.76,1982,Estimate
Caribbean,915,Married or in-union women,1992,35-39,75.0,1664,Estimate
Caribbean,915,Married or in-union women,1992,40-44,73.52,1400,Estimate
Caribbean,915,Married or in-union women,1992,45-49,70.5,1135,Estimate
Caribbean,915,Married or in-union women,1992,15-49,58.07,10595,Estimate
Caribbean,915,Married or in-union women,1993,15-19,16.79,562,Estimate
Caribbean,915,Married or in-union women,1993,20-24,49.95,1666,Estimate
Caribbean,915,Married or in-union women,1993,25-29,68.72,2170,Estimate
Caribbean,915,Married or in-union women,1993,30-34,74.56,2050,Estimate
Caribbean,915,Married or in-union women,1993,35-39,74.69,1697,Estimate
Caribbean,915,Married or in-union women,1993,40-44,73.29,1430,Estimate
Caribbean,915,Married or in-union women,1993,45-49,70.26,1167,Estimate
Caribbean,915,Married or in-union women,1993,15-49,58.14,10744,Estimate
Caribbean,915,Married or in-union women,1994,15-19,16.57,548,Estimate
Caribbean,915,Married or in-union women,1994,20-24,49.62,1655,Estimate
Caribbean,915,Married or in-union women,1994,25-29,68.46,2167,Estimate
Caribbean,915,Married or in-union women,1994,30-34,74.37,2116,Estimate
Caribbean,915,Married or in-union women,1994,35-39,74.39,1733,Estimate
Caribbean,915,Married or in-union women,1994,40-44,73.04,1461,Estimate
Caribbean,915,Married or in-union women,1994,45-49,70.05,1198,Estimate
Caribbean,915,Married or in-union women,1994,15-49,58.19,10881,Estimate
Caribbean,915,Married or in-union women,1995,15-19,16.36,536,Estimate
Caribbean,915,Married or in-union women,1995,20-24,49.26,1636,Estimate
Caribbean,915,Married or in-union women,1995,25-29,68.2,2159,Estimate
Caribbean,915,Married or in-union women,1995,30-34,74.19,2174,Estimate
Caribbean,915,Married or in-union women,1995,35-39,74.1,1776,Estimate
Caribbean,915,Married or in-union women,1995,40-44,72.79,1493,Estimate
Caribbean,915,Married or in-union women,1995,45-49,69.84,1227,Estimate
Caribbean,915,Married or in-union women,1995,15-49,58.21,11004,Estimate
Caribbean,915,Married or in-union women,1996,15-19,16.22,529,Estimate
Caribbean,915,Married or in-union women,1996,20-24,48.92,1610,Estimate
Caribbean,915,Married or in-union women,1996,25-29,67.92,2152,Estimate
Caribbean,915,Married or in-union women,1996,30-34,73.98,2217,Estimate
Caribbean,915,Married or in-union women,1996,35-39,73.87,1830,Estimate
Caribbean,915,Married or in-union women,1996,40-44,72.48,1523,Estimate
Caribbean,915,Married or in-union women,1996,45-49,69.72,1257,Estimate
Caribbean,915,Married or in-union women,1996,15-49,58.21,11120,Estimate
Caribbean,915,Married or in-union women,1997,15-19,16.11,526,Estimate
Caribbean,915,Married or in-union women,1997,20-24,48.57,1578,Estimate
Caribbean,915,Married or in-union women,1997,25-29,67.64,2148,Estimate
Caribbean,915,Married or in-union women,1997,30-34,73.77,2242,Estimate
Caribbean,915,Married or in-union women,1997,35-39,73.67,1892,Estimate
Caribbean,915,Married or in-union women,1997,40-44,72.17,1552,Estimate
Caribbean,915,Married or in-union women,1997,45-49,69.6,1285,Estimate
Caribbean,915,Married or in-union women,1997,15-49,58.16,11228,Estimate
Caribbean,915,Married or in-union women,1998,15-19,16.04,530,Estimate
Caribbean,915,Married or in-union women,1998,20-24,48.21,1545,Estimate
Caribbean,915,Married or in-union women,1998,25-29,67.35,2145,Estimate
Caribbean,915,Married or in-union women,1998,30-34,73.54,2248,Estimate
Caribbean,915,Married or in-union women,1998,35-39,73.49,1962,Estimate
Caribbean,915,Married or in-union women,1998,40-44,71.86,1581,Estimate
Caribbean,915,Married or in-union women,1998,45-49,69.46,1314,Estimate
Caribbean,915,Married or in-union women,1998,15-49,58.04,11327,Estimate
Caribbean,915,Married or in-union women,1999,15-19,16.01,538,Estimate
Caribbean,915,Married or in-union women,1999,20-24,47.89,1515,Estimate
Caribbean,915,Married or in-union women,1999,25-29,67.05,2134,Estimate
Caribbean,915,Married or in-union women,1999,30-34,73.32,2237,Estimate
Caribbean,915,Married or in-union women,1999,35-39,73.32,2032,Estimate
Caribbean,915,Married or in-union women,1999,40-44,71.55,1615,Estimate
Caribbean,915,Married or in-union women,1999,45-49,69.31,1345,Estimate
Caribbean,915,Married or in-union women,1999,15-49,57.87,11419,Estimate
Caribbean,915,Married or in-union women,2000,15-19,16.0,547,Estimate
Caribbean,915,Married or in-union women,2000,20-24,47.58,1492,Estimate
Caribbean,915,Married or in-union women,2000,25-29,66.75,2112,Estimate
Caribbean,915,Married or in-union women,2000,30-34,73.1,2223,Estimate
Caribbean,915,Married or in-union women,2000,35-39,73.15,2092,Estimate
Caribbean,915,Married or in-union women,2000,40-44,71.27,1656,Estimate
Caribbean,915,Married or in-union women,2000,45-49,69.16,1374,Estimate
Caribbean,915,Married or in-union women,2000,15-49,57.68,11500,Estimate
Caribbean,915,Married or in-union women,2001,15-19,16.0,557,Estimate
Caribbean,915,Married or in-union women,2001,20-24,47.24,1475,Estimate
Caribbean,915,Married or in-union women,2001,25-29,66.36,2080,Estimate
Caribbean,915,Married or in-union women,2001,30-34,72.83,2212,Estimate
Caribbean,915,Married or in-union women,2001,35-39,72.96,2133,Estimate
Caribbean,915,Married or in-union women,2001,40-44,71.01,1704,Estimate
Caribbean,915,Married or in-union women,2001,45-49,69.0,1403,Estimate
Caribbean,915,Married or in-union women,2001,15-49,57.44,11567,Estimate
Caribbean,915,Married or in-union women,2002,15-19,16.0,565,Estimate
Caribbean,915,Married or in-union women,2002,20-24,46.93,1470,Estimate
Caribbean,915,Married or in-union women,2002,25-29,65.95,2040,Estimate
Caribbean,915,Married or in-union women,2002,30-34,72.57,2209,Estimate
Caribbean,915,Married or in-union women,2002,35-39,72.77,2154,Estimate
Caribbean,915,Married or in-union women,2002,40-44,70.77,1761,Estimate
Caribbean,915,Married or in-union women,2002,45-49,68.83,1432,Estimate
Caribbean,915,Married or in-union women,2002,15-49,57.21,11633,Estimate
Caribbean,915,Married or in-union women,2003,15-19,15.94,570,Estimate
Caribbean,915,Married or in-union women,2003,20-24,46.62,1476,Estimate
Caribbean,915,Married or in-union women,2003,25-29,65.43,1994,Estimate
Caribbean,915,Married or in-union women,2003,30-34,72.33,2209,Estimate
Caribbean,915,Married or in-union women,2003,35-39,72.67,2156,Estimate
Caribbean,915,Married or in-union women,2003,40-44,70.61,1829,Estimate
Caribbean,915,Married or in-union women,2003,45-49,68.72,1461,Estimate
Caribbean,915,Married or in-union women,2003,15-49,56.97,11698,Estimate
Caribbean,915,Married or in-union women,2004,15-19,15.88,575,Estimate
Caribbean,915,Married or in-union women,2004,20-24,46.36,1492,Estimate
Caribbean,915,Married or in-union women,2004,25-29,64.92,1955,Estimate
Caribbean,915,Married or in-union women,2004,30-34,72.07,2204,Estimate
Caribbean,915,Married or in-union women,2004,35-39,72.56,2144,Estimate
Caribbean,915,Married or in-union women,2004,40-44,70.46,1896,Estimate
Caribbean,915,Married or in-union women,2004,45-49,68.63,1494,Estimate
Caribbean,915,Married or in-union women,2004,15-49,56.72,11764,Estimate
Caribbean,915,Married or in-union women,2005,15-19,15.81,580,Estimate
Caribbean,915,Married or in-union women,2005,20-24,46.14,1512,Estimate
Caribbean,915,Married or in-union women,2005,25-29,64.43,1925,Estimate
Caribbean,915,Married or in-union women,2005,30-34,71.81,2187,Estimate
Caribbean,915,Married or in-union women,2005,35-39,72.46,2133,Estimate
Caribbean,915,Married or in-union women,2005,40-44,70.31,1953,Estimate
Caribbean,915,Married or in-union women,2005,45-49,68.55,1536,Estimate
Caribbean,915,Married or in-union women,2005,15-49,56.47,11828,Estimate
Caribbean,915,Married or in-union women,2006,15-19,15.73,583,Estimate
Caribbean,915,Married or in-union women,2006,20-24,45.93,1533,Estimate
Caribbean,915,Married or in-union women,2006,25-29,63.95,1903,Estimate
Caribbean,915,Married or in-union women,2006,30-34,71.55,2161,Estimate
Caribbean,915,Married or in-union women,2006,35-39,72.36,2131,Estimate
Caribbean,915,Married or in-union women,2006,40-44,70.16,1992,Estimate
Caribbean,915,Married or in-union women,2006,45-49,68.49,1586,Estimate
Caribbean,915,Married or in-union women,2006,15-49,56.23,11891,Estimate
Caribbean,915,Married or in-union women,2007,15-19,15.35,573,Estimate
Caribbean,915,Married or in-union women,2007,20-24,45.25,1534,Estimate
Caribbean,915,Married or in-union women,2007,25-29,63.18,1887,Estimate
Caribbean,915,Married or in-union women,2007,30-34,71.19,2121,Estimate
Caribbean,915,Married or in-union women,2007,35-39,72.14,2133,Estimate
Caribbean,915,Married or in-union women,2007,40-44,70.06,2013,Estimate
Caribbean,915,Married or in-union women,2007,45-49,68.32,1643,Estimate
Caribbean,915,Married or in-union women,2007,15-49,55.82,11908,Estimate
Caribbean,915,Married or in-union women,2008,15-19,14.94,559,Estimate
Caribbean,915,Married or in-union women,2008,20-24,44.59,1532,Estimate
Caribbean,915,Married or in-union women,2008,25-29,62.43,1889,Estimate
Caribbean,915,Married or in-union women,2008,30-34,70.69,2074,Estimate
Caribbean,915,Married or in-union women,2008,35-39,71.84,2133,Estimate
Caribbean,915,Married or in-union women,2008,40-44,69.88,2014,Estimate
Caribbean,915,Married or in-union women,2008,45-49,68.03,1705,Estimate
Caribbean,915,Married or in-union women,2008,15-49,55.39,11908,Estimate
Caribbean,915,Married or in-union women,2009,15-19,14.52,541,Estimate
Caribbean,915,Married or in-union women,2009,20-24,43.95,1532,Estimate
Caribbean,915,Married or in-union women,2009,25-29,61.76,1901,Estimate
Caribbean,915,Married or in-union women,2009,30-34,70.18,2033,Estimate
Caribbean,915,Married or in-union women,2009,35-39,71.56,2126,Estimate
Caribbean,915,Married or in-union women,2009,40-44,69.72,2004,Estimate
Caribbean,915,Married or in-union women,2009,45-49,67.8,1768,Estimate
Caribbean,915,Married or in-union women,2009,15-49,55.01,11907,Estimate
Caribbean,915,Married or in-union women,2010,15-19,14.09,520,Estimate
Caribbean,915,Married or in-union women,2010,20-24,43.28,1528,Estimate
Caribbean,915,Married or in-union women,2010,25-29,61.1,1915,Estimate
Caribbean,915,Married or in-union women,2010,30-34,69.65,1999,Estimate
Caribbean,915,Married or in-union women,2010,35-39,71.26,2107,Estimate
Caribbean,915,Married or in-union women,2010,40-44,69.55,1992,Estimate
Caribbean,915,Married or in-union women,2010,45-49,67.57,1818,Estimate
Caribbean,915,Married or in-union women,2010,15-49,54.65,11881,Estimate
Caribbean,915,Married or in-union women,2011,15-19,13.68,499,Estimate
Caribbean,915,Married or in-union women,2011,20-24,42.59,1519,Estimate
Caribbean,915,Married or in-union women,2011,25-29,60.47,1930,Estimate
Caribbean,915,Married or in-union women,2011,30-34,69.1,1973,Estimate
Caribbean,915,Married or in-union women,2011,35-39,70.94,2077,Estimate
Caribbean,915,Married or in-union women,2011,40-44,69.39,1987,Estimate
Caribbean,915,Married or in-union women,2011,45-49,67.35,1853,Estimate
Caribbean,915,Married or in-union women,2011,15-49,54.28,11842,Estimate
Caribbean,915,Married or in-union women,2012,15-19,13.27,480,Estimate
Caribbean,915,Married or in-union women,2012,20-24,41.86,1502,Estimate
Caribbean,915,Married or in-union women,2012,25-29,59.84,1939,Estimate
Caribbean,915,Married or in-union women,2012,30-34,68.58,1965,Estimate
Caribbean,915,Married or in-union women,2012,35-39,70.6,2038,Estimate
Caribbean,915,Married or in-union women,2012,40-44,69.25,1993,Estimate
Caribbean,915,Married or in-union women,2012,45-49,67.12,1871,Estimate
Caribbean,915,Married or in-union women,2012,15-49,53.91,11791,Estimate
Caribbean,915,Married or in-union women,2013,15-19,12.85,461,Estimate
Caribbean,915,Married or in-union women,2013,20-24,41.1,1472,Estimate
Caribbean,915,Married or in-union women,2013,25-29,59.2,1943,Estimate
Caribbean,915,Married or in-union women,2013,30-34,68.1,1977,Estimate
Caribbean,915,Married or in-union women,2013,35-39,70.24,1992,Estimate
Caribbean,915,Married or in-union women,2013,40-44,69.1,1997,Estimate
Caribbean,915,Married or in-union women,2013,45-49,66.89,1874,Estimate
Caribbean,915,Married or in-union women,2013,15-49,53.54,11720,Estimate
Caribbean,915,Married or in-union women,2014,15-19,12.44,444,Estimate
Caribbean,915,Married or in-union women,2014,20-24,40.31,1433,Estimate
Caribbean,915,Married or in-union women,2014,25-29,58.57,1949,Estimate
Caribbean,915,Married or in-union women,2014,30-34,67.65,1997,Estimate
Caribbean,915,Married or in-union women,2014,35-39,69.87,1954,Estimate
Caribbean,915,Married or in-union women,2014,40-44,68.94,1992,Estimate
Caribbean,915,Married or in-union women,2014,45-49,66.66,1866,Estimate
Caribbean,915,Married or in-union women,2014,15-49,53.15,11638,Estimate
Caribbean,915,Married or in-union women,2015,15-19,12.03,427,Estimate
Caribbean,915,Married or in-union women,2015,20-24,39.53,1391,Estimate
Caribbean,915,Married or in-union women,2015,25-29,57.94,1952,Estimate
Caribbean,915,Married or in-union women,2015,30-34,67.24,2022,Estimate
Caribbean,915,Married or in-union women,2015,35-39,69.48,1926,Estimate
Caribbean,915,Married or in-union women,2015,40-44,68.77,1978,Estimate
Caribbean,915,Married or in-union women,2015,45-49,66.42,1854,Estimate
Caribbean,915,Married or in-union women,2015,15-49,52.77,11554,Estimate
Caribbean,915,Married or in-union women,2016,15-19,11.62,411,Estimate
Caribbean,915,Married or in-union women,2016,20-24,38.77,1351,Estimate
Caribbean,915,Married or in-union women,2016,25-29,57.29,1949,Estimate
Caribbean,915,Married or in-union women,2016,30-34,66.86,2049,Estimate
Caribbean,915,Married or in-union women,2016,35-39,69.1,1905,Estimate
Caribbean,915,Married or in-union women,2016,40-44,68.61,1955,Estimate
Caribbean,915,Married or in-union women,2016,45-49,66.18,1849,Estimate
Caribbean,915,Married or in-union women,2016,15-49,52.39,11471,Estimate
Caribbean,915,Married or in-union women,2017,15-19,11.2,394,Estimate
Caribbean,915,Married or in-union women,2017,20-24,38.09,1311,Estimate
Caribbean,915,Married or in-union women,2017,25-29,56.65,1932,Estimate
Caribbean,915,Married or in-union women,2017,30-34,66.51,2065,Estimate
Caribbean,915,Married or in-union women,2017,35-39,68.75,1898,Estimate
Caribbean,915,Married or in-union women,2017,40-44,68.44,1918,Estimate
Caribbean,915,Married or in-union women,2017,45-49,65.95,1850,Estimate
Caribbean,915,Married or in-union women,2017,15-49,52.04,11371,Estimate
Caribbean,915,Married or in-union women,2018,15-19,10.87,380,Estimate
Caribbean,915,Married or in-union women,2018,20-24,37.4,1278,Estimate
Caribbean,915,Married or in-union women,2018,25-29,55.91,1904,Estimate
Caribbean,915,Married or in-union women,2018,30-34,66.13,2079,Estimate
Caribbean,915,Married or in-union women,2018,35-39,68.41,1914,Estimate
Caribbean,915,Married or in-union women,2018,40-44,68.27,1878,Estimate
Caribbean,915,Married or in-union women,2018,45-49,65.69,1851,Estimate
Caribbean,915,Married or in-union women,2018,15-49,51.69,11286,Estimate
Caribbean,915,Married or in-union women,2019,15-19,10.56,367,Estimate
Caribbean,915,Married or in-union women,2019,20-24,36.68,1251,Estimate
Caribbean,915,Married or in-union women,2019,25-29,55.11,1868,Estimate
Caribbean,915,Married or in-union women,2019,30-34,65.71,2101,Estimate
Caribbean,915,Married or in-union women,2019,35-39,68.07,1942,Estimate
Caribbean,915,Married or in-union women,2019,40-44,68.08,1848,Estimate
Caribbean,915,Married or in-union women,2019,45-49,65.42,1844,Estimate
Caribbean,915,Married or in-union women,2019,15-49,51.33,11223,Estimate
Caribbean,915,Married or in-union women,2020,15-19,10.26,352,Estimate
Caribbean,915,Married or in-union women,2020,20-24,36.0,1228,Estimate
Caribbean,915,Married or in-union women,2020,25-29,54.31,1827,Estimate
Caribbean,915,Married or in-union women,2020,30-34,65.28,2119,Estimate
Caribbean,915,Married or in-union women,2020,35-39,67.75,1974,Estimate
Caribbean,915,Married or in-union women,2020,40-44,67.88,1828,Estimate
Caribbean,915,Married or in-union women,2020,45-49,65.11,1827,Estimate
Caribbean,915,Married or in-union women,2020,15-49,51.0,11159,Estimate
Caribbean,915,Married or in-union women,2021,15-19,9.97,338,Estimate
Caribbean,915,Married or in-union women,2021,20-24,35.34,1207,Estimate
Caribbean,915,Married or in-union women,2021,25-29,53.54,1791,Estimate
Caribbean,915,Married or in-union women,2021,30-34,64.81,2131,Estimate
Caribbean,915,Married or in-union women,2021,35-39,67.47,2008,Estimate
Caribbean,915,Married or in-union women,2021,40-44,67.67,1815,Estimate
Caribbean,915,Married or in-union women,2021,45-49,64.79,1801,Estimate
Caribbean,915,Married or in-union women,2021,15-49,50.69,11094,Estimate
Caribbean,915,Married or in-union women,2022,15-19,9.69,325,Estimate
Caribbean,915,Married or in-union women,2022,20-24,34.7,1183,Estimate
Caribbean,915,Married or in-union women,2022,25-29,52.79,1758,Estimate
Caribbean,915,Married or in-union women,2022,30-34,64.29,2131,Estimate
Caribbean,915,Married or in-union women,2022,35-39,67.18,2035,Estimate
Caribbean,915,Married or in-union women,2022,40-44,67.49,1819,Estimate
Caribbean,915,Married or in-union women,2022,45-49,64.45,1764,Estimate
Caribbean,915,Married or in-union women,2022,15-49,50.36,11018,Estimate
Caribbean,915,Married or in-union women,2023,15-19,9.45,315,Estimate
Caribbean,915,Married or in-union women,2023,20-24,34.07,1158,Estimate
