country,year,indicator,category,sex,unit,value,source
Poland,2013,share_of_previous_marital_status,Single never married,all,%,87.3,OECD
Poland,2013,share_of_previous_marital_status,Divorced,all,%,10.9,OECD
Poland,2013,share_of_previous_marital_status,Widowed,all,%,1.8,OECD
Portugal,2013,share_of_previous_marital_status,Single never married,all,%,80.2,OECD
Portugal,2013,share_of_previous_marital_status,Divorced,all,%,18.7,OECD
Portugal,2013,share_of_previous_marital_status,Widowed,all,%,1.1,OECD
Slovak Republic,2013,share_of_previous_marital_status,Single never married,all,%,86.1,OECD
Slovak Republic,2013,share_of_previous_marital_status,Divorced,all,%,13.3,OECD
Slovak Republic,2013,share_of_previous_marital_status,Widowed,all,%,0.6,OECD
Slovenia,2013,share_of_previous_marital_status,Single never married,all,%,90.0,OECD
Slovenia,2013,share_of_previous_marital_status,Divorced,all,%,8.9,OECD
Slovenia,2013,share_of_previous_marital_status,Widowed,all,%,1.0,OECD
Spain,2013,share_of_previous_marital_status,Single never married,all,%,84.2,OECD
Spain,2013,share_of_previous_marital_status,Divorced,all,%,15.0,OECD
Spain,2013,share_of_previous_marital_status,Widowed,all,%,0.8,OECD
Sweden,2013,share_of_previous_marital_status,Single never married,all,%,77.4,OECD
Sweden,2013,share_of_previous_marital_status,Divorced,all,%,21.6,OECD
Sweden,2013,share_of_previous_marital_status,Widowed,all,%,1.0,OECD
Switzerland,2013,share_of_previous_marital_status,Single never married,all,%,79.1,OECD
Switzerland,2013,share_of_previous_marital_status,Divorced,all,%,19.9,OECD
Switzerland,2013,share_of_previous_marital_status,Widowed,all,%,1.0,OECD
Bulgaria,2013,share_of_previous_marital_status,Single never married,all,%,88.1,OECD
Bulgaria,2013,share_of_previous_marital_status,Divorced,all,%,11.2,OECD
Bulgaria,2013,share_of_previous_marital_status,Widowed,all,%,0.8,OECD
Croatia,2013,share_of_previous_marital_status,Single never married,all,%,89.9,OECD
Croatia,2013,share_of_previous_marital_status,Divorced,all,%,9.0,OECD
Croatia,2013,share_of_previous_marital_status,Widowed,all,%,1.1,OECD
Romania,2013,share_of_previous_marital_status,Single never married,all,%,85.1,OECD
Romania,2013,share_of_previous_marital_status,Divorced,all,%,13.7,OECD
Romania,2013,share_of_previous_marital_status,Widowed,all,%,1.2,OECD
Australia,2014,share_of_previous_marital_status,Single never married,all,%,80.5,OECD
Australia,2014,share_of_previous_marital_status,Divorced,all,%,18.1,OECD
Australia,2014,share_of_previous_marital_status,Widowed,all,%,1.4,OECD
Austria,2014,share_of_previous_marital_status,Single never married,all,%,77.5,OECD
Austria,2014,share_of_previous_marital_status,Divorced,all,%,21.5,OECD
Austria,2014,share_of_previous_marital_status,Widowed,all,%,1.0,OECD
Czechia,2014,share_of_previous_marital_status,Single never married,all,%,76.6,OECD
Czechia,2014,share_of_previous_marital_status,Divorced,all,%,22.4,OECD
Czechia,2014,share_of_previous_marital_status,Widowed,all,%,1.0,OECD
Denmark,2014,share_of_previous_marital_status,Single never married,all,%,76.1,OECD
Denmark,2014,share_of_previous_marital_status,Divorced,all,%,22.3,OECD
Denmark,2014,share_of_previous_marital_status,Widowed,all,%,1.6,OECD
Finland,2014,share_of_previous_marital_status,Single never married,all,%,76.6,OECD
Finland,2014,share_of_previous_marital_status,Divorced,all,%,22.1,OECD
Finland,2014,share_of_previous_marital_status,Widowed,all,%,1.3,OECD
Greece,2014,share_of_previous_marital_status,Single never married,all,%,87.7,OECD
Greece,2014,share_of_previous_marital_status,Divorced,all,%,11.5,OECD
Greece,2014,share_of_previous_marital_status,Widowed,all,%,0.7,OECD
Hungary,2014,share_of_previous_marital_status,Single never married,all,%,76.3,OECD
Hungary,2014,share_of_previous_marital_status,Divorced,all,%,22.2,OECD
Hungary,2014,share_of_previous_marital_status,Widowed,all,%,1.5,OECD
Lithuania,2014,share_of_previous_marital_status,Single never married,all,%,77.8,OECD
Lithuania,2014,share_of_previous_marital_status,Divorced,all,%,20.7,OECD
Lithuania,2014,share_of_previous_marital_status,Widowed,all,%,1.6,OECD
Luxembourg,2014,share_of_previous_marital_status,Single never married,all,%,75.6,OECD
Luxembourg,2014,share_of_previous_marital_status,Divorced,all,%,23.4,OECD
Luxembourg,2014,share_of_previous_marital_status,Widowed,all,%,1.0,OECD
New Zealand,2014,share_of_previous_marital_status,Single never married,all,%,78.1,OECD
New Zealand,2014,share_of_previous_marital_status,Divorced,all,%,19.6,OECD
New Zealand,2014,share_of_previous_marital_status,Widowed,all,%,2.3,OECD
Poland,2014,share_of_previous_marital_status,Single never married,all,%,87.2,OECD
Poland,2014,share_of_previous_marital_status,Divorced,all,%,11.0,OECD
Poland,2014,share_of_previous_marital_status,Widowed,all,%,1.8,OECD
Portugal,2014,share_of_previous_marital_status,Single never married,all,%,79.5,OECD
Portugal,2014,share_of_previous_marital_status,Divorced,all,%,19.5,OECD
Portugal,2014,share_of_previous_marital_status,Widowed,all,%,1.0,OECD
Slovak Republic,2014,share_of_previous_marital_status,Single never married,all,%,86.1,OECD
Slovak Republic,2014,share_of_previous_marital_status,Divorced,all,%,13.3,OECD
Slovak Republic,2014,share_of_previous_marital_status,Widowed,all,%,0.6,OECD
Slovenia,2014,share_of_previous_marital_status,Single never married,all,%,89.9,OECD
Slovenia,2014,share_of_previous_marital_status,Divorced,all,%,9.1,OECD
Slovenia,2014,share_of_previous_marital_status,Widowed,all,%,1.0,OECD
Spain,2014,share_of_previous_marital_status,Single never married,all,%,84.3,OECD
Spain,2014,share_of_previous_marital_status,Divorced,all,%,14.9,OECD
Spain,2014,share_of_previous_marital_status,Widowed,all,%,0.8,OECD
Sweden,2014,share_of_previous_marital_status,Single never married,all,%,77.6,OECD
Sweden,2014,share_of_previous_marital_status,Divorced,all,%,21.4,OECD
Sweden,2014,share_of_previous_marital_status,Widowed,all,%,1.0,OECD
Switzerland,2014,share_of_previous_marital_status,Single never married,all,%,79.7,OECD
Switzerland,2014,share_of_previous_marital_status,Divorced,all,%,19.4,OECD
Switzerland,2014,share_of_previous_marital_status,Widowed,all,%,0.9,OECD
Bulgaria,2014,share_of_previous_marital_status,Single never married,all,%,88.2,OECD
Bulgaria,2014,share_of_previous_marital_status,Divorced,all,%,11.0,OECD
Bulgaria,2014,share_of_previous_marital_status,Widowed,all,%,0.8,OECD
Croatia,2014,share_of_previous_marital_status,Single never married,all,%,89.1,OECD
Croatia,2014,share_of_previous_marital_status,Divorced,all,%,9.8,OECD
Croatia,2014,share_of_previous_marital_status,Widowed,all,%,1.1,OECD
Romania,2014,share_of_previous_marital_status,Single never married,all,%,85.8,OECD
Romania,2014,share_of_previous_marital_status,Divorced,all,%,13.1,OECD
Romania,2014,share_of_previous_marital_status,Widowed,all,%,1.1,OECD
Australia,2015,share_of_previous_marital_status,Single never married,all,%,80.1,OECD
Australia,2015,share_of_previous_marital_status,Divorced,all,%,18.5,OECD
Australia,2015,share_of_previous_marital_status,Widowed,all,%,1.4,OECD
Austria,2015,share_of_previous_marital_status,Single never married,all,%,77.7,OECD
Austria,2015,share_of_previous_marital_status,Divorced,all,%,21.5,OECD
Austria,2015,share_of_previous_marital_status,Widowed,all,%,0.8,OECD
Czechia,2015,share_of_previous_marital_status,Single never married,all,%,76.7,OECD
Czechia,2015,share_of_previous_marital_status,Divorced,all,%,22.3,OECD
Czechia,2015,share_of_previous_marital_status,Widowed,all,%,1.0,OECD
Denmark,2015,share_of_previous_marital_status,Single never married,all,%,76.9,OECD
Denmark,2015,share_of_previous_marital_status,Divorced,all,%,21.4,OECD
Denmark,2015,share_of_previous_marital_status,Widowed,all,%,1.7,OECD
Finland,2015,share_of_previous_marital_status,Single never married,all,%,75.3,OECD
Finland,2015,share_of_previous_marital_status,Divorced,all,%,23.4,OECD
Finland,2015,share_of_previous_marital_status,Widowed,all,%,1.3,OECD
Greece,2015,share_of_previous_marital_status,Single never married,all,%,87.4,OECD
Greece,2015,share_of_previous_marital_status,Divorced,all,%,11.9,OECD
Greece,2015,share_of_previous_marital_status,Widowed,all,%,0.7,OECD
Hungary,2015,share_of_previous_marital_status,Single never married,all,%,77.9,OECD
Hungary,2015,share_of_previous_marital_status,Divorced,all,%,20.8,OECD
Hungary,2015,share_of_previous_marital_status,Widowed,all,%,1.3,OECD
Lithuania,2015,share_of_previous_marital_status,Single never married,all,%,78.1,OECD
Lithuania,2015,share_of_previous_marital_status,Divorced,all,%,20.5,OECD
Lithuania,2015,share_of_previous_marital_status,Widowed,all,%,1.4,OECD
Luxembourg,2015,share_of_previous_marital_status,Single never married,all,%,75.3,OECD
Luxembourg,2015,share_of_previous_marital_status,Divorced,all,%,23.7,OECD
Luxembourg,2015,share_of_previous_marital_status,Widowed,all,%,1.0,OECD
New Zealand,2015,share_of_previous_marital_status,Single never married,all,%,78.2,OECD
New Zealand,2015,share_of_previous_marital_status,Divorced,all,%,19.7,OECD
New Zealand,2015,share_of_previous_marital_status,Widowed,all,%,2.1,OECD
Poland,2015,share_of_previous_marital_status,Single never married,all,%,86.8,OECD
Poland,2015,share_of_previous_marital_status,Divorced,all,%,11.5,OECD
Poland,2015,share_of_previous_marital_status,Widowed,all,%,1.8,OECD
Portugal,2015,share_of_previous_marital_status,Single never married,all,%,79.4,OECD
Portugal,2015,share_of_previous_marital_status,Divorced,all,%,19.6,OECD
Portugal,2015,share_of_previous_marital_status,Widowed,all,%,1.1,OECD
Slovak Republic,2015,share_of_previous_marital_status,Single never married,all,%,86.7,OECD
Slovak Republic,2015,share_of_previous_marital_status,Divorced,all,%,12.7,OECD
Slovak Republic,2015,share_of_previous_marital_status,Widowed,all,%,0.6,OECD
Slovenia,2015,share_of_previous_marital_status,Single never married,all,%,89.6,OECD
Slovenia,2015,share_of_previous_marital_status,Divorced,all,%,9.5,OECD
Slovenia,2015,share_of_previous_marital_status,Widowed,all,%,0.9,OECD
Spain,2015,share_of_previous_marital_status,Single never married,all,%,83.8,OECD
Spain,2015,share_of_previous_marital_status,Divorced,all,%,15.5,OECD
Spain,2015,share_of_previous_marital_status,Widowed,all,%,0.8,OECD
Sweden,2015,share_of_previous_marital_status,Single never married,all,%,78.0,OECD
Sweden,2015,share_of_previous_marital_status,Divorced,all,%,21.0,OECD
Sweden,2015,share_of_previous_marital_status,Widowed,all,%,1.0,OECD
Switzerland,2015,share_of_previous_marital_status,Single never married,all,%,79.7,OECD
Switzerland,2015,share_of_previous_marital_status,Divorced,all,%,19.4,OECD
Switzerland,2015,share_of_previous_marital_status,Widowed,all,%,0.9,OECD
Bulgaria,2015,share_of_previous_marital_status,Single never married,all,%,88.7,OECD
Bulgaria,2015,share_of_previous_marital_status,Divorced,all,%,10.6,OECD
Bulgaria,2015,share_of_previous_marital_status,Widowed,all,%,0.7,OECD
Croatia,2015,share_of_previous_marital_status,Single never married,all,%,88.5,OECD
Croatia,2015,share_of_previous_marital_status,Divorced,all,%,10.4,OECD
Croatia,2015,share_of_previous_marital_status,Widowed,all,%,1.1,OECD
Romania,2015,share_of_previous_marital_status,Single never married,all,%,85.6,OECD
Romania,2015,share_of_previous_marital_status,Divorced,all,%,13.3,OECD
Romania,2015,share_of_previous_marital_status,Widowed,all,%,1.1,OECD
Australia,2016,share_of_previous_marital_status,Single never married,all,%,80.3,OECD
Australia,2016,share_of_previous_marital_status,Divorced,all,%,18.3,OECD
Australia,2016,share_of_previous_marital_status,Widowed,all,%,1.4,OECD
Austria,2016,share_of_previous_marital_status,Single never married,all,%,78.1,OECD
Austria,2016,share_of_previous_marital_status,Divorced,all,%,20.9,OECD
Austria,2016,share_of_previous_marital_status,Widowed,all,%,0.9,OECD
Czechia,2016,share_of_previous_marital_status,Single never married,all,%,76.4,OECD
Czechia,2016,share_of_previous_marital_status,Divorced,all,%,22.6,OECD
Czechia,2016,share_of_previous_marital_status,Widowed,all,%,1.0,OECD
Denmark,2016,share_of_previous_marital_status,Single never married,all,%,76.4,OECD
Denmark,2016,share_of_previous_marital_status,Divorced,all,%,21.9,OECD
Denmark,2016,share_of_previous_marital_status,Widowed,all,%,1.7,OECD
Finland,2016,share_of_previous_marital_status,Single never married,all,%,74.9,OECD
Finland,2016,share_of_previous_marital_status,Divorced,all,%,23.8,OECD
Finland,2016,share_of_previous_marital_status,Widowed,all,%,1.3,OECD
Greece,2016,share_of_previous_marital_status,Single never married,all,%,87.8,OECD
Greece,2016,share_of_previous_marital_status,Divorced,all,%,11.5,OECD
Greece,2016,share_of_previous_marital_status,Widowed,all,%,0.7,OECD
Hungary,2016,share_of_previous_marital_status,Single never married,all,%,78.5,OECD
Hungary,2016,share_of_previous_marital_status,Divorced,all,%,20.2,OECD
Hungary,2016,share_of_previous_marital_status,Widowed,all,%,1.3,OECD
Lithuania,2016,share_of_previous_marital_status,Single never married,all,%,76.8,OECD
Lithuania,2016,share_of_previous_marital_status,Divorced,all,%,21.6,OECD
Lithuania,2016,share_of_previous_marital_status,Widowed,all,%,1.6,OECD
Luxembourg,2016,share_of_previous_marital_status,Single never married,all,%,74.3,OECD
Luxembourg,2016,share_of_previous_marital_status,Divorced,all,%,24.8,OECD
Luxembourg,2016,share_of_previous_marital_status,Widowed,all,%,0.9,OECD
New Zealand,2016,share_of_previous_marital_status,Single never married,all,%,79.0,OECD
New Zealand,2016,share_of_previous_marital_status,Divorced,all,%,19.0,OECD
New Zealand,2016,share_of_previous_marital_status,Widowed,all,%,2.0,OECD
Poland,2016,share_of_previous_marital_status,Single never married,all,%,86.2,OECD
Poland,2016,share_of_previous_marital_status,Divorced,all,%,12.0,OECD
Poland,2016,share_of_previous_marital_status,Widowed,all,%,1.8,OECD
Portugal,2016,share_of_previous_marital_status,Single never married,all,%,78.4,OECD
Portugal,2016,share_of_previous_marital_status,Divorced,all,%,20.5,OECD
Portugal,2016,share_of_previous_marital_status,Widowed,all,%,1.1,OECD
Slovak Republic,2016,share_of_previous_marital_status,Single never married,all,%,86.2,OECD
Slovak Republic,2016,share_of_previous_marital_status,Divorced,all,%,13.3,OECD
Slovak Republic,2016,share_of_previous_marital_status,Widowed,all,%,0.5,OECD
Slovenia,2016,share_of_previous_marital_status,Single never married,all,%,89.0,OECD
Slovenia,2016,share_of_previous_marital_status,Divorced,all,%,10.0,OECD
Slovenia,2016,share_of_previous_marital_status,Widowed,all,%,0.9,OECD
Spain,2016,share_of_previous_marital_status,Single never married,all,%,83.0,OECD
Spain,2016,share_of_previous_marital_status,Divorced,all,%,16.2,OECD
Spain,2016,share_of_previous_marital_status,Widowed,all,%,0.8,OECD
Sweden,2016,share_of_previous_marital_status,Single never married,all,%,78.0,OECD
Sweden,2016,share_of_previous_marital_status,Divorced,all,%,20.9,OECD
Sweden,2016,share_of_previous_marital_status,Widowed,all,%,1.0,OECD
Switzerland,2016,share_of_previous_marital_status,Single never married,all,%,80.3,OECD
Switzerland,2016,share_of_previous_marital_status,Divorced,all,%,18.8,OECD
Switzerland,2016,share_of_previous_marital_status,Widowed,all,%,0.9,OECD
Bulgaria,2016,share_of_previous_marital_status,Single never married,all,%,88.7,OECD
Bulgaria,2016,share_of_previous_marital_status,Divorced,all,%,10.6,OECD
Bulgaria,2016,share_of_previous_marital_status,Widowed,all,%,0.7,OECD
Croatia,2016,share_of_previous_marital_status,Single never married,all,%,88.3,OECD
Croatia,2016,share_of_previous_marital_status,Divorced,all,%,10.7,OECD
Croatia,2016,share_of_previous_marital_status,Widowed,all,%,1.1,OECD
Romania,2016,share_of_previous_marital_status,Single never married,all,%,85.3,OECD
Romania,2016,share_of_previous_marital_status,Divorced,all,%,13.6,OECD
Romania,2016,share_of_previous_marital_status,Widowed,all,%,1.1,OECD
Australia,2017,share_of_previous_marital_status,Single never married,all,%,80.1,OECD
Australia,2017,share_of_previous_marital_status,Divorced,all,%,18.5,OECD
Australia,2017,share_of_previous_marital_status,Widowed,all,%,1.4,OECD
Austria,2017,share_of_previous_marital_status,Single never married,all,%,78.1,OECD
Austria,2017,share_of_previous_marital_status,Divorced,all,%,21.0,OECD
Austria,2017,share_of_previous_marital_status,Widowed,all,%,0.9,OECD
Czechia,2017,share_of_previous_marital_status,Single never married,all,%,76.4,OECD
Czechia,2017,share_of_previous_marital_status,Divorced,all,%,22.6,OECD
Czechia,2017,share_of_previous_marital_status,Widowed,all,%,1.0,OECD
Denmark,2017,share_of_previous_marital_status,Single never married,all,%,77.1,OECD
Denmark,2017,share_of_previous_marital_status,Divorced,all,%,21.3,OECD
Denmark,2017,share_of_previous_marital_status,Widowed,all,%,1.6,OECD
Finland,2017,share_of_previous_marital_status,Single never married,all,%,73.7,OECD
Finland,2017,share_of_previous_marital_status,Divorced,all,%,25.0,OECD
Finland,2017,share_of_previous_marital_status,Widowed,all,%,1.3,OECD
Greece,2017,share_of_previous_marital_status,Single never married,all,%,88.3,OECD
Greece,2017,share_of_previous_marital_status,Divorced,all,%,11.3,OECD
Greece,2017,share_of_previous_marital_status,Widowed,all,%,0.4,OECD
Hungary,2017,share_of_previous_marital_status,Single never married,all,%,78.1,OECD
Hungary,2017,share_of_previous_marital_status,Divorced,all,%,20.5,OECD
Hungary,2017,share_of_previous_marital_status,Widowed,all,%,1.4,OECD
Lithuania,2017,share_of_previous_marital_status,Single never married,all,%,76.4,OECD
Lithuania,2017,share_of_previous_marital_status,Divorced,all,%,22.0,OECD
Lithuania,2017,share_of_previous_marital_status,Widowed,all,%,1.6,OECD
Luxembourg,2017,share_of_previous_marital_status,Single never married,all,%,75.5,OECD
Luxembourg,2017,share_of_previous_marital_status,Divorced,all,%,23.4,OECD
Luxembourg,2017,share_of_previous_marital_status,Widowed,all,%,1.2,OECD
New Zealand,2017,share_of_previous_marital_status,Single never married,all,%,79.4,OECD
New Zealand,2017,share_of_previous_marital_status,Divorced,all,%,18.5,OECD
New Zealand,2017,share_of_previous_marital_status,Widowed,all,%,2.0,OECD
Poland,2017,share_of_previous_marital_status,Single never married,all,%,85.7,OECD
Poland,2017,share_of_previous_marital_status,Divorced,all,%,12.5,OECD
Poland,2017,share_of_previous_marital_status,Widowed,all,%,1.8,OECD
Portugal,2017,share_of_previous_marital_status,Single never married,all,%,77.3,OECD
Portugal,2017,share_of_previous_marital_status,Divorced,all,%,21.5,OECD
Portugal,2017,share_of_previous_marital_status,Widowed,all,%,1.1,OECD
Slovak Republic,2017,share_of_previous_marital_status,Single never married,all,%,86.0,OECD
Slovak Republic,2017,share_of_previous_marital_status,Divorced,all,%,13.5,OECD
Slovak Republic,2017,share_of_previous_marital_status,Widowed,all,%,0.5,OECD
Slovenia,2017,share_of_previous_marital_status,Single never married,all,%,90.1,OECD
Slovenia,2017,share_of_previous_marital_status,Divorced,all,%,9.1,OECD
Slovenia,2017,share_of_previous_marital_status,Widowed,all,%,0.8,OECD
Spain,2017,share_of_previous_marital_status,Single never married,all,%,82.3,OECD
Spain,2017,share_of_previous_marital_status,Divorced,all,%,16.9,OECD
Spain,2017,share_of_previous_marital_status,Widowed,all,%,0.8,OECD
Sweden,2017,share_of_previous_marital_status,Single never married,all,%,78.6,OECD
Sweden,2017,share_of_previous_marital_status,Divorced,all,%,20.4,OECD
Sweden,2017,share_of_previous_marital_status,Widowed,all,%,1.0,OECD
Switzerland,2017,share_of_previous_marital_status,Single never married,all,%,80.4,OECD
Switzerland,2017,share_of_previous_marital_status,Divorced,all,%,18.6,OECD
Switzerland,2017,share_of_previous_marital_status,Widowed,all,%,0.9,OECD
Bulgaria,2017,share_of_previous_marital_status,Single never married,all,%,87.6,OECD
Bulgaria,2017,share_of_previous_marital_status,Divorced,all,%,11.7,OECD
Bulgaria,2017,share_of_previous_marital_status,Widowed,all,%,0.8,OECD
Croatia,2017,share_of_previous_marital_status,Single never married,all,%,88.3,OECD
Croatia,2017,share_of_previous_marital_status,Divorced,all,%,10.5,OECD
Croatia,2017,share_of_previous_marital_status,Widowed,all,%,1.2,OECD
Romania,2017,share_of_previous_marital_status,Single never married,all,%,85.4,OECD
Romania,2017,share_of_previous_marital_status,Divorced,all,%,13.5,OECD
Romania,2017,share_of_previous_marital_status,Widowed,all,%,1.1,OECD
Australia,2018,share_of_previous_marital_status,Single never married,all,%,80.3,OECD
Australia,2018,share_of_previous_marital_status,Divorced,all,%,18.3,OECD
Australia,2018,share_of_previous_marital_status,Widowed,all,%,1.3,OECD
Austria,2018,share_of_previous_marital_status,Single never married,all,%,78.2,OECD
Austria,2018,share_of_previous_marital_status,Divorced,all,%,21.0,OECD
Austria,2018,share_of_previous_marital_status,Widowed,all,%,0.8,OECD
Czechia,2018,share_of_previous_marital_status,Single never married,all,%,76.1,OECD
Czechia,2018,share_of_previous_marital_status,Divorced,all,%,22.9,OECD
Czechia,2018,share_of_previous_marital_status,Widowed,all,%,1.0,OECD
Denmark,2018,share_of_previous_marital_status,Single never married,all,%,77.6,OECD
Denmark,2018,share_of_previous_marital_status,Divorced,all,%,21.0,OECD
Denmark,2018,share_of_previous_marital_status,Widowed,all,%,1.4,OECD
Finland,2018,share_of_previous_marital_status,Single never married,all,%,76.0,OECD
Finland,2018,share_of_previous_marital_status,Divorced,all,%,22.7,OECD
Finland,2018,share_of_previous_marital_status,Widowed,all,%,1.3,OECD
Greece,2018,share_of_previous_marital_status,Single never married,all,%,87.8,OECD
Greece,2018,share_of_previous_marital_status,Divorced,all,%,11.7,OECD
Greece,2018,share_of_previous_marital_status,Widowed,all,%,0.6,OECD
Hungary,2018,share_of_previous_marital_status,Single never married,all,%,78.3,OECD
Hungary,2018,share_of_previous_marital_status,Divorced,all,%,20.3,OECD
Hungary,2018,share_of_previous_marital_status,Widowed,all,%,1.4,OECD
Lithuania,2018,share_of_previous_marital_status,Single never married,all,%,75.7,OECD
Lithuania,2018,share_of_previous_marital_status,Divorced,all,%,22.7,OECD
Lithuania,2018,share_of_previous_marital_status,Widowed,all,%,1.6,OECD
Luxembourg,2018,share_of_previous_marital_status,Single never married,all,%,76.9,OECD
Luxembourg,2018,share_of_previous_marital_status,Divorced,all,%,22.2,OECD
Luxembourg,2018,share_of_previous_marital_status,Widowed,all,%,0.9,OECD
New Zealand,2018,share_of_previous_marital_status,Single never married,all,%,79.5,OECD
New Zealand,2018,share_of_previous_marital_status,Divorced,all,%,18.3,OECD
New Zealand,2018,share_of_previous_marital_status,Widowed,all,%,2.1,OECD
Poland,2018,share_of_previous_marital_status,Single never married,all,%,85.2,OECD
Poland,2018,share_of_previous_marital_status,Divorced,all,%,13.0,OECD
Poland,2018,share_of_previous_marital_status,Widowed,all,%,1.7,OECD
Portugal,2018,share_of_previous_marital_status,Single never married,all,%,76.7,OECD
Portugal,2018,share_of_previous_marital_status,Divorced,all,%,22.0,OECD
Portugal,2018,share_of_previous_marital_status,Widowed,all,%,1.2,OECD
Slovak Republic,2018,share_of_previous_marital_status,Single never married,all,%,85.6,OECD
Slovak Republic,2018,share_of_previous_marital_status,Divorced,all,%,13.9,OECD
Slovak Republic,2018,share_of_previous_marital_status,Widowed,all,%,0.5,OECD
Slovenia,2018,share_of_previous_marital_status,Single never married,all,%,88.4,OECD
Slovenia,2018,share_of_previous_marital_status,Divorced,all,%,10.5,OECD
Slovenia,2018,share_of_previous_marital_status,Widowed,all,%,1.0,OECD
Spain,2018,share_of_previous_marital_status,Single never married,all,%,81.6,OECD
Spain,2018,share_of_previous_marital_status,Divorced,all,%,17.6,OECD
Spain,2018,share_of_previous_marital_status,Widowed,all,%,0.8,OECD
Sweden,2018,share_of_previous_marital_status,Single never married,all,%,79.0,OECD
Sweden,2018,share_of_previous_marital_status,Divorced,all,%,20.0,OECD
Sweden,2018,share_of_previous_marital_status,Widowed,all,%,1.0,OECD
Switzerland,2018,share_of_previous_marital_status,Single never married,all,%,80.9,OECD
Switzerland,2018,share_of_previous_marital_status,Divorced,all,%,18.2,OECD
Switzerland,2018,share_of_previous_marital_status,Widowed,all,%,0.9,OECD
Bulgaria,2018,share_of_previous_marital_status,Single never married,all,%,87.7,OECD
Bulgaria,2018,share_of_previous_marital_status,Divorced,all,%,11.6,OECD
Bulgaria,2018,share_of_previous_marital_status,Widowed,all,%,0.7,OECD
Croatia,2018,share_of_previous_marital_status,Single never married,all,%,87.5,OECD
Croatia,2018,share_of_previous_marital_status,Divorced,all,%,11.3,OECD
Croatia,2018,share_of_previous_marital_status,Widowed,all,%,1.2,OECD
Romania,2018,share_of_previous_marital_status,Single never married,all,%,85.0,OECD
Romania,2018,share_of_previous_marital_status,Divorced,all,%,13.9,OECD
Romania,2018,share_of_previous_marital_status,Widowed,all,%,1.1,OECD
Australia,2019,share_of_previous_marital_status,Single never married,all,%,80.7,OECD
Australia,2019,share_of_previous_marital_status,Divorced,all,%,18.0,OECD
Australia,2019,share_of_previous_marital_status,Widowed,all,%,1.3,OECD
Austria,2019,share_of_previous_marital_status,Single never married,all,%,78.0,OECD
Austria,2019,share_of_previous_marital_status,Divorced,all,%,21.6,OECD
Austria,2019,share_of_previous_marital_status,Widowed,all,%,0.4,OECD
Czechia,2019,share_of_previous_marital_status,Single never married,all,%,75.9,OECD
Czechia,2019,share_of_previous_marital_status,Divorced,all,%,23.0,OECD
Czechia,2019,share_of_previous_marital_status,Widowed,all,%,1.1,OECD
Denmark,2019,share_of_previous_marital_status,Single never married,all,%,78.3,OECD
Denmark,2019,share_of_previous_marital_status,Divorced,all,%,20.4,OECD
Denmark,2019,share_of_previous_marital_status,Widowed,all,%,1.4,OECD
Finland,2019,share_of_previous_marital_status,Single never married,all,%,73.9,OECD
Finland,2019,share_of_previous_marital_status,Divorced,all,%,24.9,OECD
Finland,2019,share_of_previous_marital_status,Widowed,all,%,1.2,OECD
Greece,2019,share_of_previous_marital_status,Single never married,all,%,87.2,OECD
Greece,2019,share_of_previous_marital_status,Divorced,all,%,12.2,OECD
Greece,2019,share_of_previous_marital_status,Widowed,all,%,0.6,OECD
Hungary,2019,share_of_previous_marital_status,Single never married,all,%,81.8,OECD
Hungary,2019,share_of_previous_marital_status,Divorced,all,%,17.0,OECD
Hungary,2019,share_of_previous_marital_status,Widowed,all,%,1.2,OECD
Lithuania,2019,share_of_previous_marital_status,Single never married,all,%,74.8,OECD
Lithuania,2019,share_of_previous_marital_status,Divorced,all,%,23.6,OECD
Lithuania,2019,share_of_previous_marital_status,Widowed,all,%,1.6,OECD
Luxembourg,2019,share_of_previous_marital_status,Single never married,all,%,77.3,OECD
Luxembourg,2019,share_of_previous_marital_status,Divorced,all,%,21.8,OECD
Luxembourg,2019,share_of_previous_marital_status,Widowed,all,%,0.9,OECD
New Zealand,2019,share_of_previous_marital_status,Single never married,all,%,80.0,OECD
New Zealand,2019,share_of_previous_marital_status,Divorced,all,%,17.8,OECD
New Zealand,2019,share_of_previous_marital_status,Widowed,all,%,2.1,OECD
Poland,2019,share_of_previous_marital_status,Single never married,all,%,84.2,OECD
Poland,2019,share_of_previous_marital_status,Divorced,all,%,13.9,OECD
Poland,2019,share_of_previous_marital_status,Widowed,all,%,1.9,OECD
Portugal,2019,share_of_previous_marital_status,Single never married,all,%,75.4,OECD
Portugal,2019,share_of_previous_marital_status,Divorced,all,%,23.4,OECD
Portugal,2019,share_of_previous_marital_status,Widowed,all,%,1.2,OECD
Slovak Republic,2019,share_of_previous_marital_status,Single never married,all,%,85.7,OECD
Slovak Republic,2019,share_of_previous_marital_status,Divorced,all,%,13.8,OECD
Slovak Republic,2019,share_of_previous_marital_status,Widowed,all,%,0.5,OECD
Slovenia,2019,share_of_previous_marital_status,Single never married,all,%,88.7,OECD
Slovenia,2019,share_of_previous_marital_status,Divorced,all,%,10.3,OECD
Slovenia,2019,share_of_previous_marital_status,Widowed,all,%,1.0,OECD
Spain,2019,share_of_previous_marital_status,Single never married,all,%,80.5,OECD
Spain,2019,share_of_previous_marital_status,Divorced,all,%,18.6,OECD
Spain,2019,share_of_previous_marital_status,Widowed,all,%,0.8,OECD
