indicatorname,year,country,code,time,variant,sex,age,estimate_method,estimatemethod,value
Currently married (Percent),2024,Latvia,LVA,1979,Median,Female,15-49,2,Interpolation,62.6
Currently married (Percent),2024,Latvia,LVA,1980,Median,Female,15-49,2,Interpolation,62.79
Currently married (Percent),2024,Latvia,LVA,1981,Median,Female,15-49,2,Interpolation,62.99
Currently married (Percent),2024,Latvia,LVA,1982,Median,Female,15-49,2,Interpolation,63.14
Currently married (Percent),2024,Latvia,LVA,1983,Median,Female,15-49,2,Interpolation,63.33
Currently married (Percent),2024,Latvia,LVA,1984,Median,Female,15-49,2,Interpolation,63.53
Currently married (Percent),2024,Latvia,LVA,1985,Median,Female,15-49,2,Interpolation,63.6
Currently married (Percent),2024,Latvia,LVA,1986,Median,Female,15-49,2,Interpolation,63.54
Currently married (Percent),2024,Latvia,LVA,1987,Median,Female,15-49,2,Interpolation,63.4
Currently married (Percent),2024,Latvia,LVA,1988,Median,Female,15-49,2,Interpolation,63.28
Currently married (Percent),2024,Latvia,LVA,1989,Median,Female,15-49,2,Interpolation,63.25
Currently married (Percent),2024,Latvia,LVA,1990,Median,Female,15-49,2,Interpolation,62.64
Currently married (Percent),2024,Latvia,LVA,1991,Median,Female,15-49,2,Interpolation,62.14
Currently married (Percent),2024,Latvia,LVA,1992,Median,Female,15-49,2,Interpolation,61.64
Currently married (Percent),2024,Latvia,LVA,1993,Median,Female,15-49,2,Interpolation,60.99
Currently married (Percent),2024,Latvia,LVA,1994,Median,Female,15-49,2,Interpolation,60.35
Currently married (Percent),2024,Latvia,LVA,1995,Median,Female,15-49,2,Interpolation,59.76
Currently married (Percent),2024,Latvia,LVA,1996,Median,Female,15-49,2,Interpolation,59.2
Currently married (Percent),2024,Latvia,LVA,1997,Median,Female,15-49,2,Interpolation,58.54
Currently married (Percent),2024,Latvia,LVA,1998,Median,Female,15-49,2,Interpolation,57.73
Currently married (Percent),2024,Latvia,LVA,1999,Median,Female,15-49,2,Interpolation,56.84
Currently married (Percent),2024,Latvia,LVA,2000,Median,Female,15-49,2,Interpolation,56.01
Currently married (Percent),2024,Latvia,LVA,2001,Median,Female,15-49,2,Interpolation,55.22
Currently married (Percent),2024,Latvia,LVA,2002,Median,Female,15-49,2,Interpolation,54.4
Currently married (Percent),2024,Latvia,LVA,2003,Median,Female,15-49,2,Interpolation,53.67
Currently married (Percent),2024,Latvia,LVA,2004,Median,Female,15-49,2,Interpolation,53.02
Currently married (Percent),2024,Latvia,LVA,2005,Median,Female,15-49,2,Interpolation,52.39
Currently married (Percent),2024,Latvia,LVA,2006,Median,Female,15-49,2,Interpolation,51.84
Currently married (Percent),2024,Latvia,LVA,2007,Median,Female,15-49,2,Interpolation,51.37
Currently married (Percent),2024,Latvia,LVA,2008,Median,Female,15-49,2,Interpolation,51.04
Currently married (Percent),2024,Latvia,LVA,2009,Median,Female,15-49,2,Interpolation,50.89
Currently married (Percent),2024,Latvia,LVA,2010,Median,Female,15-49,2,Interpolation,50.82
Currently married (Percent),2024,Latvia,LVA,2011,Median,Female,15-49,2,Interpolation,50.77
Currently married (Percent),2024,Latvia,LVA,2012,Median,Female,15-49,2,Interpolation,50.77
Currently married (Percent),2024,Latvia,LVA,2013,Median,Female,15-49,2,Interpolation,50.79
Currently married (Percent),2024,Latvia,LVA,2014,Median,Female,15-49,2,Interpolation,50.79
Currently married (Percent),2024,Latvia,LVA,2015,Median,Female,15-49,2,Interpolation,50.73
Currently married (Percent),2024,Latvia,LVA,2016,Median,Female,15-49,2,Interpolation,50.66
Currently married (Percent),2024,Latvia,LVA,2017,Median,Female,15-49,2,Interpolation,50.57
Currently married (Percent),2024,Latvia,LVA,2018,Median,Female,15-49,2,Interpolation,50.42
Currently married (Percent),2024,Latvia,LVA,2019,Median,Female,15-49,2,Interpolation,50.21
Currently married (Percent),2024,Latvia,LVA,2020,Median,Female,15-49,2,Interpolation,49.95
Currently married (Percent),2024,Latvia,LVA,2021,Median,Female,15-49,2,Interpolation,49.56
Currently married (Percent),2024,Latvia,LVA,2022,Median,Female,15-49,3,Projection,49.07
Currently married (Percent),2024,Latvia,LVA,2023,Median,Female,15-49,3,Projection,48.54
Currently married (Percent),2024,Latvia,LVA,2024,Median,Female,15-49,3,Projection,48.04
Currently married (Percent),2024,Latvia,LVA,2025,Median,Female,15-49,3,Projection,47.72
Currently married (Percent),2024,Liberia,LBR,1970,Median,Female,15-49,2,Interpolation,74.42
Currently married (Percent),2024,Liberia,LBR,1971,Median,Female,15-49,2,Interpolation,74.37
Currently married (Percent),2024,Liberia,LBR,1972,Median,Female,15-49,2,Interpolation,74.29
Currently married (Percent),2024,Liberia,LBR,1973,Median,Female,15-49,2,Interpolation,74.2
Currently married (Percent),2024,Liberia,LBR,1974,Median,Female,15-49,2,Interpolation,74.11
Currently married (Percent),2024,Liberia,LBR,1975,Median,Female,15-49,2,Interpolation,73.56
Currently married (Percent),2024,Liberia,LBR,1976,Median,Female,15-49,2,Interpolation,73.01
Currently married (Percent),2024,Liberia,LBR,1977,Median,Female,15-49,2,Interpolation,72.46
Currently married (Percent),2024,Liberia,LBR,1978,Median,Female,15-49,2,Interpolation,71.91
Currently married (Percent),2024,Liberia,LBR,1979,Median,Female,15-49,2,Interpolation,71.36
Currently married (Percent),2024,Liberia,LBR,1980,Median,Female,15-49,2,Interpolation,70.83
Currently married (Percent),2024,Liberia,LBR,1981,Median,Female,15-49,2,Interpolation,70.3
Currently married (Percent),2024,Liberia,LBR,1982,Median,Female,15-49,2,Interpolation,69.79
Currently married (Percent),2024,Liberia,LBR,1983,Median,Female,15-49,2,Interpolation,69.29
Currently married (Percent),2024,Liberia,LBR,1984,Median,Female,15-49,2,Interpolation,68.8
Currently married (Percent),2024,Liberia,LBR,1985,Median,Female,15-49,2,Interpolation,68.34
Currently married (Percent),2024,Liberia,LBR,1986,Median,Female,15-49,2,Interpolation,67.9
Currently married (Percent),2024,Liberia,LBR,1987,Median,Female,15-49,2,Interpolation,67.47
Currently married (Percent),2024,Liberia,LBR,1988,Median,Female,15-49,2,Interpolation,67.04
Currently married (Percent),2024,Liberia,LBR,1989,Median,Female,15-49,2,Interpolation,66.6
Currently married (Percent),2024,Liberia,LBR,1990,Median,Female,15-49,2,Interpolation,66.13
Currently married (Percent),2024,Liberia,LBR,1991,Median,Female,15-49,2,Interpolation,65.62
Currently married (Percent),2024,Liberia,LBR,1992,Median,Female,15-49,2,Interpolation,65.1
Currently married (Percent),2024,Liberia,LBR,1993,Median,Female,15-49,2,Interpolation,64.58
Currently married (Percent),2024,Liberia,LBR,1994,Median,Female,15-49,2,Interpolation,64.05
Currently married (Percent),2024,Liberia,LBR,1995,Median,Female,15-49,2,Interpolation,63.52
Currently married (Percent),2024,Liberia,LBR,1996,Median,Female,15-49,2,Interpolation,63.01
Currently married (Percent),2024,Liberia,LBR,1997,Median,Female,15-49,2,Interpolation,62.53
Currently married (Percent),2024,Liberia,LBR,1998,Median,Female,15-49,2,Interpolation,62.08
Currently married (Percent),2024,Liberia,LBR,1999,Median,Female,15-49,2,Interpolation,61.65
Currently married (Percent),2024,Liberia,LBR,2000,Median,Female,15-49,2,Interpolation,61.22
Currently married (Percent),2024,Liberia,LBR,2001,Median,Female,15-49,2,Interpolation,60.8
Currently married (Percent),2024,Liberia,LBR,2002,Median,Female,15-49,2,Interpolation,60.38
Currently married (Percent),2024,Liberia,LBR,2003,Median,Female,15-49,2,Interpolation,59.99
Currently married (Percent),2024,Liberia,LBR,2004,Median,Female,15-49,2,Interpolation,59.62
Currently married (Percent),2024,Liberia,LBR,2005,Median,Female,15-49,2,Interpolation,59.25
Currently married (Percent),2024,Liberia,LBR,2006,Median,Female,15-49,2,Interpolation,58.87
Currently married (Percent),2024,Liberia,LBR,2007,Median,Female,15-49,2,Interpolation,58.49
Currently married (Percent),2024,Liberia,LBR,2008,Median,Female,15-49,2,Interpolation,58.1
Currently married (Percent),2024,Liberia,LBR,2009,Median,Female,15-49,2,Interpolation,57.63
Currently married (Percent),2024,Liberia,LBR,2010,Median,Female,15-49,2,Interpolation,57.14
Currently married (Percent),2024,Liberia,LBR,2011,Median,Female,15-49,2,Interpolation,56.67
Currently married (Percent),2024,Liberia,LBR,2012,Median,Female,15-49,2,Interpolation,56.19
Currently married (Percent),2024,Liberia,LBR,2013,Median,Female,15-49,2,Interpolation,55.66
Currently married (Percent),2024,Liberia,LBR,2014,Median,Female,15-49,2,Interpolation,55.09
Currently married (Percent),2024,Liberia,LBR,2015,Median,Female,15-49,2,Interpolation,54.5
Currently married (Percent),2024,Liberia,LBR,2016,Median,Female,15-49,2,Interpolation,53.9
Currently married (Percent),2024,Liberia,LBR,2017,Median,Female,15-49,2,Interpolation,53.29
Currently married (Percent),2024,Liberia,LBR,2018,Median,Female,15-49,2,Interpolation,52.67
Currently married (Percent),2024,Liberia,LBR,2019,Median,Female,15-49,2,Interpolation,52.04
Currently married (Percent),2024,Liberia,LBR,2020,Median,Female,15-49,2,Interpolation,51.39
Currently married (Percent),2024,Liberia,LBR,2021,Median,Female,15-49,3,Projection,50.76
Currently married (Percent),2024,Liberia,LBR,2022,Median,Female,15-49,3,Projection,50.13
Currently married (Percent),2024,Liberia,LBR,2023,Median,Female,15-49,3,Projection,49.56
Currently married (Percent),2024,Liberia,LBR,2024,Median,Female,15-49,3,Projection,49.06
Currently married (Percent),2024,Liberia,LBR,2025,Median,Female,15-49,3,Projection,48.63
Currently married (Percent),2024,Libya,LBY,1970,Median,Female,15-49,2,Interpolation,77.41
Currently married (Percent),2024,Libya,LBY,1971,Median,Female,15-49,2,Interpolation,76.96
Currently married (Percent),2024,Libya,LBY,1972,Median,Female,15-49,2,Interpolation,76.4
Currently married (Percent),2024,Libya,LBY,1973,Median,Female,15-49,2,Interpolation,75.81
Currently married (Percent),2024,Libya,LBY,1974,Median,Female,15-49,2,Interpolation,73.75
Currently married (Percent),2024,Libya,LBY,1975,Median,Female,15-49,2,Interpolation,71.78
Currently married (Percent),2024,Libya,LBY,1976,Median,Female,15-49,2,Interpolation,69.97
Currently married (Percent),2024,Libya,LBY,1977,Median,Female,15-49,2,Interpolation,68.24
Currently married (Percent),2024,Libya,LBY,1978,Median,Female,15-49,2,Interpolation,66.64
Currently married (Percent),2024,Libya,LBY,1979,Median,Female,15-49,2,Interpolation,65.12
Currently married (Percent),2024,Libya,LBY,1980,Median,Female,15-49,2,Interpolation,63.57
Currently married (Percent),2024,Libya,LBY,1981,Median,Female,15-49,2,Interpolation,62.08
Currently married (Percent),2024,Libya,LBY,1982,Median,Female,15-49,2,Interpolation,60.69
Currently married (Percent),2024,Libya,LBY,1983,Median,Female,15-49,2,Interpolation,59.15
Currently married (Percent),2024,Libya,LBY,1984,Median,Female,15-49,2,Interpolation,57.47
Currently married (Percent),2024,Libya,LBY,1985,Median,Female,15-49,2,Interpolation,56.67
Currently married (Percent),2024,Libya,LBY,1986,Median,Female,15-49,2,Interpolation,55.86
Currently married (Percent),2024,Libya,LBY,1987,Median,Female,15-49,2,Interpolation,55.06
Currently married (Percent),2024,Libya,LBY,1988,Median,Female,15-49,2,Interpolation,54.29
Currently married (Percent),2024,Libya,LBY,1989,Median,Female,15-49,2,Interpolation,53.54
Currently married (Percent),2024,Libya,LBY,1990,Median,Female,15-49,2,Interpolation,52.85
Currently married (Percent),2024,Libya,LBY,1991,Median,Female,15-49,2,Interpolation,52.21
Currently married (Percent),2024,Libya,LBY,1992,Median,Female,15-49,2,Interpolation,51.6
Currently married (Percent),2024,Libya,LBY,1993,Median,Female,15-49,2,Interpolation,50.99
Currently married (Percent),2024,Libya,LBY,1994,Median,Female,15-49,2,Interpolation,50.41
Currently married (Percent),2024,Libya,LBY,1995,Median,Female,15-49,2,Interpolation,49.85
Currently married (Percent),2024,Libya,LBY,1996,Median,Female,15-49,2,Interpolation,49.36
Currently married (Percent),2024,Libya,LBY,1997,Median,Female,15-49,2,Interpolation,48.95
Currently married (Percent),2024,Libya,LBY,1998,Median,Female,15-49,2,Interpolation,48.64
Currently married (Percent),2024,Libya,LBY,1999,Median,Female,15-49,2,Interpolation,48.36
Currently married (Percent),2024,Libya,LBY,2000,Median,Female,15-49,2,Interpolation,47.99
Currently married (Percent),2024,Libya,LBY,2001,Median,Female,15-49,2,Interpolation,47.6
Currently married (Percent),2024,Libya,LBY,2002,Median,Female,15-49,2,Interpolation,47.24
Currently married (Percent),2024,Libya,LBY,2003,Median,Female,15-49,2,Interpolation,46.92
Currently married (Percent),2024,Libya,LBY,2004,Median,Female,15-49,2,Interpolation,46.64
Currently married (Percent),2024,Libya,LBY,2005,Median,Female,15-49,2,Interpolation,46.41
Currently married (Percent),2024,Libya,LBY,2006,Median,Female,15-49,2,Interpolation,46.21
Currently married (Percent),2024,Libya,LBY,2007,Median,Female,15-49,2,Interpolation,46.03
Currently married (Percent),2024,Libya,LBY,2008,Median,Female,15-49,2,Interpolation,45.81
Currently married (Percent),2024,Libya,LBY,2009,Median,Female,15-49,2,Interpolation,45.55
Currently married (Percent),2024,Libya,LBY,2010,Median,Female,15-49,2,Interpolation,45.28
Currently married (Percent),2024,Libya,LBY,2011,Median,Female,15-49,2,Interpolation,45.23
Currently married (Percent),2024,Libya,LBY,2012,Median,Female,15-49,2,Interpolation,45.09
Currently married (Percent),2024,Libya,LBY,2013,Median,Female,15-49,2,Interpolation,44.45
Currently married (Percent),2024,Libya,LBY,2014,Median,Female,15-49,2,Interpolation,43.79
Currently married (Percent),2024,Libya,LBY,2015,Median,Female,15-49,3,Projection,42.99
Currently married (Percent),2024,Libya,LBY,2016,Median,Female,15-49,3,Projection,42.19
Currently married (Percent),2024,Libya,LBY,2017,Median,Female,15-49,3,Projection,41.39
Currently married (Percent),2024,Libya,LBY,2018,Median,Female,15-49,3,Projection,40.58
Currently married (Percent),2024,Libya,LBY,2019,Median,Female,15-49,3,Projection,39.76
Currently married (Percent),2024,Libya,LBY,2020,Median,Female,15-49,3,Projection,38.97
Currently married (Percent),2024,Libya,LBY,2021,Median,Female,15-49,3,Projection,38.23
Currently married (Percent),2024,Libya,LBY,2022,Median,Female,15-49,3,Projection,37.53
Currently married (Percent),2024,Libya,LBY,2023,Median,Female,15-49,3,Projection,36.88
Currently married (Percent),2024,Libya,LBY,2024,Median,Female,15-49,3,Projection,36.28
Currently married (Percent),2024,Libya,LBY,2025,Median,Female,15-49,3,Projection,35.72
Currently married (Percent),2024,Liechtenstein,LIE,1970,Median,Female,15-49,2,Interpolation,54.55
Currently married (Percent),2024,Liechtenstein,LIE,1971,Median,Female,15-49,2,Interpolation,54.67
Currently married (Percent),2024,Liechtenstein,LIE,1972,Median,Female,15-49,2,Interpolation,54.89
Currently married (Percent),2024,Liechtenstein,LIE,1973,Median,Female,15-49,2,Interpolation,55.13
Currently married (Percent),2024,Liechtenstein,LIE,1974,Median,Female,15-49,2,Interpolation,55.25
Currently married (Percent),2024,Liechtenstein,LIE,1975,Median,Female,15-49,2,Interpolation,55.32
Currently married (Percent),2024,Liechtenstein,LIE,1976,Median,Female,15-49,2,Interpolation,55.44
Currently married (Percent),2024,Liechtenstein,LIE,1977,Median,Female,15-49,2,Interpolation,55.89
Currently married (Percent),2024,Liechtenstein,LIE,1978,Median,Female,15-49,2,Interpolation,56.34
Currently married (Percent),2024,Liechtenstein,LIE,1979,Median,Female,15-49,2,Interpolation,56.74
Currently married (Percent),2024,Liechtenstein,LIE,1980,Median,Female,15-49,2,Interpolation,57.27
Currently married (Percent),2024,Liechtenstein,LIE,1981,Median,Female,15-49,2,Interpolation,57.7
Currently married (Percent),2024,Liechtenstein,LIE,1982,Median,Female,15-49,2,Interpolation,57.88
Currently married (Percent),2024,Liechtenstein,LIE,1983,Median,Female,15-49,2,Interpolation,57.82
Currently married (Percent),2024,Liechtenstein,LIE,1984,Median,Female,15-49,2,Interpolation,57.81
Currently married (Percent),2024,Liechtenstein,LIE,1985,Median,Female,15-49,2,Interpolation,58.04
Currently married (Percent),2024,Liechtenstein,LIE,1986,Median,Female,15-49,2,Interpolation,58.36
Currently married (Percent),2024,Liechtenstein,LIE,1987,Median,Female,15-49,2,Interpolation,58.76
Currently married (Percent),2024,Liechtenstein,LIE,1988,Median,Female,15-49,2,Interpolation,59.23
Currently married (Percent),2024,Liechtenstein,LIE,1989,Median,Female,15-49,2,Interpolation,59.82
Currently married (Percent),2024,Liechtenstein,LIE,1990,Median,Female,15-49,2,Interpolation,60.42
Currently married (Percent),2024,Liechtenstein,LIE,1991,Median,Female,15-49,2,Interpolation,60.95
Currently married (Percent),2024,Liechtenstein,LIE,1992,Median,Female,15-49,2,Interpolation,61.51
Currently married (Percent),2024,Liechtenstein,LIE,1993,Median,Female,15-49,2,Interpolation,62.13
Currently married (Percent),2024,Liechtenstein,LIE,1994,Median,Female,15-49,2,Interpolation,62.75
Currently married (Percent),2024,Liechtenstein,LIE,1995,Median,Female,15-49,2,Interpolation,63.27
Currently married (Percent),2024,Liechtenstein,LIE,1996,Median,Female,15-49,2,Interpolation,63.73
Currently married (Percent),2024,Liechtenstein,LIE,1997,Median,Female,15-49,2,Interpolation,64.08
Currently married (Percent),2024,Liechtenstein,LIE,1998,Median,Female,15-49,2,Interpolation,64.44
Currently married (Percent),2024,Liechtenstein,LIE,1999,Median,Female,15-49,2,Interpolation,64.76
Currently married (Percent),2024,Liechtenstein,LIE,2000,Median,Female,15-49,2,Interpolation,65.0
Currently married (Percent),2024,Liechtenstein,LIE,2001,Median,Female,15-49,2,Interpolation,65.12
Currently married (Percent),2024,Liechtenstein,LIE,2002,Median,Female,15-49,2,Interpolation,65.09
Currently married (Percent),2024,Liechtenstein,LIE,2003,Median,Female,15-49,2,Interpolation,65.09
Currently married (Percent),2024,Liechtenstein,LIE,2004,Median,Female,15-49,2,Interpolation,65.13
Currently married (Percent),2024,Liechtenstein,LIE,2005,Median,Female,15-49,2,Interpolation,65.16
Currently married (Percent),2024,Liechtenstein,LIE,2006,Median,Female,15-49,2,Interpolation,65.1
Currently married (Percent),2024,Liechtenstein,LIE,2007,Median,Female,15-49,2,Interpolation,64.99
Currently married (Percent),2024,Liechtenstein,LIE,2008,Median,Female,15-49,2,Interpolation,64.88
Currently married (Percent),2024,Liechtenstein,LIE,2009,Median,Female,15-49,2,Interpolation,64.74
Currently married (Percent),2024,Liechtenstein,LIE,2010,Median,Female,15-49,2,Interpolation,64.66
Currently married (Percent),2024,Liechtenstein,LIE,2011,Median,Female,15-49,2,Interpolation,64.58
Currently married (Percent),2024,Liechtenstein,LIE,2012,Median,Female,15-49,2,Interpolation,64.47
Currently married (Percent),2024,Liechtenstein,LIE,2013,Median,Female,15-49,2,Interpolation,64.36
Currently married (Percent),2024,Liechtenstein,LIE,2014,Median,Female,15-49,2,Interpolation,64.11
Currently married (Percent),2024,Liechtenstein,LIE,2015,Median,Female,15-49,2,Interpolation,64.0
Currently married (Percent),2024,Liechtenstein,LIE,2016,Median,Female,15-49,2,Interpolation,64.19
Currently married (Percent),2024,Liechtenstein,LIE,2017,Median,Female,15-49,2,Interpolation,64.35
Currently married (Percent),2024,Liechtenstein,LIE,2018,Median,Female,15-49,2,Interpolation,64.52
Currently married (Percent),2024,Liechtenstein,LIE,2019,Median,Female,15-49,2,Interpolation,64.65
Currently married (Percent),2024,Liechtenstein,LIE,2020,Median,Female,15-49,2,Interpolation,64.72
Currently married (Percent),2024,Liechtenstein,LIE,2021,Median,Female,15-49,3,Projection,64.7
Currently married (Percent),2024,Liechtenstein,LIE,2022,Median,Female,15-49,3,Projection,64.67
Currently married (Percent),2024,Liechtenstein,LIE,2023,Median,Female,15-49,3,Projection,64.72
Currently married (Percent),2024,Liechtenstein,LIE,2024,Median,Female,15-49,3,Projection,64.66
Currently married (Percent),2024,Liechtenstein,LIE,2025,Median,Female,15-49,3,Projection,64.61
Currently married (Percent),2024,Lithuania,LTU,1970,Median,Female,15-49,2,Interpolation,65.52
Currently married (Percent),2024,Lithuania,LTU,1971,Median,Female,15-49,2,Interpolation,65.28
Currently married (Percent),2024,Lithuania,LTU,1972,Median,Female,15-49,2,Interpolation,64.97
Currently married (Percent),2024,Lithuania,LTU,1973,Median,Female,15-49,2,Interpolation,64.57
Currently married (Percent),2024,Lithuania,LTU,1974,Median,Female,15-49,2,Interpolation,64.2
Currently married (Percent),2024,Lithuania,LTU,1975,Median,Female,15-49,2,Interpolation,63.95
Currently married (Percent),2024,Lithuania,LTU,1976,Median,Female,15-49,2,Interpolation,63.71
Currently married (Percent),2024,Lithuania,LTU,1977,Median,Female,15-49,2,Interpolation,63.53
Currently married (Percent),2024,Lithuania,LTU,1978,Median,Female,15-49,2,Interpolation,63.49
Currently married (Percent),2024,Lithuania,LTU,1979,Median,Female,15-49,2,Interpolation,63.49
Currently married (Percent),2024,Lithuania,LTU,1980,Median,Female,15-49,2,Interpolation,63.54
Currently married (Percent),2024,Lithuania,LTU,1981,Median,Female,15-49,2,Interpolation,63.69
Currently married (Percent),2024,Lithuania,LTU,1982,Median,Female,15-49,2,Interpolation,63.85
Currently married (Percent),2024,Lithuania,LTU,1983,Median,Female,15-49,2,Interpolation,64.02
Currently married (Percent),2024,Lithuania,LTU,1984,Median,Female,15-49,2,Interpolation,64.22
Currently married (Percent),2024,Lithuania,LTU,1985,Median,Female,15-49,2,Interpolation,64.41
Currently married (Percent),2024,Lithuania,LTU,1986,Median,Female,15-49,2,Interpolation,64.53
Currently married (Percent),2024,Lithuania,LTU,1987,Median,Female,15-49,2,Interpolation,64.65
Currently married (Percent),2024,Lithuania,LTU,1988,Median,Female,15-49,2,Interpolation,64.78
Currently married (Percent),2024,Lithuania,LTU,1989,Median,Female,15-49,2,Interpolation,64.89
Currently married (Percent),2024,Lithuania,LTU,1990,Median,Female,15-49,2,Interpolation,64.45
Currently married (Percent),2024,Lithuania,LTU,1991,Median,Female,15-49,2,Interpolation,64.04
Currently married (Percent),2024,Lithuania,LTU,1992,Median,Female,15-49,2,Interpolation,63.65
Currently married (Percent),2024,Lithuania,LTU,1993,Median,Female,15-49,2,Interpolation,63.23
Currently married (Percent),2024,Lithuania,LTU,1994,Median,Female,15-49,2,Interpolation,62.81
Currently married (Percent),2024,Lithuania,LTU,1995,Median,Female,15-49,2,Interpolation,62.4
Currently married (Percent),2024,Lithuania,LTU,1996,Median,Female,15-49,2,Interpolation,62.01
Currently married (Percent),2024,Lithuania,LTU,1997,Median,Female,15-49,2,Interpolation,61.61
Currently married (Percent),2024,Lithuania,LTU,1998,Median,Female,15-49,2,Interpolation,61.07
Currently married (Percent),2024,Lithuania,LTU,1999,Median,Female,15-49,2,Interpolation,60.42
Currently married (Percent),2024,Lithuania,LTU,2000,Median,Female,15-49,2,Interpolation,59.79
Currently married (Percent),2024,Lithuania,LTU,2001,Median,Female,15-49,2,Interpolation,59.14
Currently married (Percent),2024,Lithuania,LTU,2002,Median,Female,15-49,2,Interpolation,58.42
Currently married (Percent),2024,Lithuania,LTU,2003,Median,Female,15-49,2,Interpolation,57.83
Currently married (Percent),2024,Lithuania,LTU,2004,Median,Female,15-49,2,Interpolation,57.37
Currently married (Percent),2024,Lithuania,LTU,2005,Median,Female,15-49,2,Interpolation,56.94
Currently married (Percent),2024,Lithuania,LTU,2006,Median,Female,15-49,2,Interpolation,56.44
Currently married (Percent),2024,Lithuania,LTU,2007,Median,Female,15-49,2,Interpolation,55.83
Currently married (Percent),2024,Lithuania,LTU,2008,Median,Female,15-49,2,Interpolation,55.24
Currently married (Percent),2024,Lithuania,LTU,2009,Median,Female,15-49,2,Interpolation,54.74
Currently married (Percent),2024,Lithuania,LTU,2010,Median,Female,15-49,2,Interpolation,54.32
Currently married (Percent),2024,Lithuania,LTU,2011,Median,Female,15-49,2,Interpolation,53.94
Currently married (Percent),2024,Lithuania,LTU,2012,Median,Female,15-49,2,Interpolation,53.76
Currently married (Percent),2024,Lithuania,LTU,2013,Median,Female,15-49,2,Interpolation,53.61
Currently married (Percent),2024,Lithuania,LTU,2014,Median,Female,15-49,2,Interpolation,53.45
Currently married (Percent),2024,Lithuania,LTU,2015,Median,Female,15-49,2,Interpolation,53.35
Currently married (Percent),2024,Lithuania,LTU,2016,Median,Female,15-49,2,Interpolation,53.36
Currently married (Percent),2024,Lithuania,LTU,2017,Median,Female,15-49,2,Interpolation,53.49
Currently married (Percent),2024,Lithuania,LTU,2018,Median,Female,15-49,2,Interpolation,53.6
Currently married (Percent),2024,Lithuania,LTU,2019,Median,Female,15-49,2,Interpolation,53.53
Currently married (Percent),2024,Lithuania,LTU,2020,Median,Female,15-49,2,Interpolation,53.38
Currently married (Percent),2024,Lithuania,LTU,2021,Median,Female,15-49,2,Interpolation,53.1
Currently married (Percent),2024,Lithuania,LTU,2022,Median,Female,15-49,2,Interpolation,52.58
Currently married (Percent),2024,Lithuania,LTU,2023,Median,Female,15-49,2,Interpolation,52.03
Currently married (Percent),2024,Lithuania,LTU,2024,Median,Female,15-49,2,Interpolation,51.75
Currently married (Percent),2024,Lithuania,LTU,2025,Median,Female,15-49,3,Projection,51.67
Currently married (Percent),2024,Luxembourg,LUX,1970,Median,Female,15-49,2,Interpolation,69.7
Currently married (Percent),2024,Luxembourg,LUX,1971,Median,Female,15-49,2,Interpolation,68.85
Currently married (Percent),2024,Luxembourg,LUX,1972,Median,Female,15-49,2,Interpolation,68.11
Currently married (Percent),2024,Luxembourg,LUX,1973,Median,Female,15-49,2,Interpolation,67.53
Currently married (Percent),2024,Luxembourg,LUX,1974,Median,Female,15-49,2,Interpolation,66.89
Currently married (Percent),2024,Luxembourg,LUX,1975,Median,Female,15-49,2,Interpolation,66.21
Currently married (Percent),2024,Luxembourg,LUX,1976,Median,Female,15-49,2,Interpolation,65.59
Currently married (Percent),2024,Luxembourg,LUX,1977,Median,Female,15-49,2,Interpolation,65.08
Currently married (Percent),2024,Luxembourg,LUX,1978,Median,Female,15-49,2,Interpolation,64.66
Currently married (Percent),2024,Luxembourg,LUX,1979,Median,Female,15-49,2,Interpolation,64.28
Currently married (Percent),2024,Luxembourg,LUX,1980,Median,Female,15-49,2,Interpolation,63.9
Currently married (Percent),2024,Luxembourg,LUX,1981,Median,Female,15-49,2,Interpolation,63.54
Currently married (Percent),2024,Luxembourg,LUX,1982,Median,Female,15-49,2,Interpolation,63.22
Currently married (Percent),2024,Luxembourg,LUX,1983,Median,Female,15-49,2,Interpolation,62.97
Currently married (Percent),2024,Luxembourg,LUX,1984,Median,Female,15-49,2,Interpolation,62.81
Currently married (Percent),2024,Luxembourg,LUX,1985,Median,Female,15-49,2,Interpolation,62.69
Currently married (Percent),2024,Luxembourg,LUX,1986,Median,Female,15-49,2,Interpolation,62.66
Currently married (Percent),2024,Luxembourg,LUX,1987,Median,Female,15-49,2,Interpolation,62.7
Currently married (Percent),2024,Luxembourg,LUX,1988,Median,Female,15-49,2,Interpolation,62.72
Currently married (Percent),2024,Luxembourg,LUX,1989,Median,Female,15-49,2,Interpolation,62.73
Currently married (Percent),2024,Luxembourg,LUX,1990,Median,Female,15-49,2,Interpolation,62.7
Currently married (Percent),2024,Luxembourg,LUX,1991,Median,Female,15-49,2,Interpolation,62.66
Currently married (Percent),2024,Luxembourg,LUX,1992,Median,Female,15-49,2,Interpolation,62.56
Currently married (Percent),2024,Luxembourg,LUX,1993,Median,Female,15-49,2,Interpolation,62.35
Currently married (Percent),2024,Luxembourg,LUX,1994,Median,Female,15-49,2,Interpolation,62.07
Currently married (Percent),2024,Luxembourg,LUX,1995,Median,Female,15-49,2,Interpolation,61.76
Currently married (Percent),2024,Luxembourg,LUX,1996,Median,Female,15-49,2,Interpolation,61.46
Currently married (Percent),2024,Luxembourg,LUX,1997,Median,Female,15-49,2,Interpolation,61.2
