country,year,indicator,unit,value,source
Czechia,1981,total_fertility_rate,%,2.02,OECD
Denmark,1981,total_fertility_rate,%,1.44,OECD
Estonia,1981,total_fertility_rate,%,2.07,OECD
Finland,1981,total_fertility_rate,%,1.65,OECD
France,1981,total_fertility_rate,%,1.95,OECD
Germany,1981,total_fertility_rate,%,1.53,OECD
Greece,1981,total_fertility_rate,%,2.1,OECD
Hungary,1981,total_fertility_rate,%,1.88,OECD
Iceland,1981,total_fertility_rate,%,2.33,OECD
Ireland,1981,total_fertility_rate,%,3.07,OECD
Italy,1981,total_fertility_rate,%,1.6,OECD
Japan,1981,total_fertility_rate,%,1.74,OECD
Korea,1981,total_fertility_rate,%,2.57,OECD
Latvia,1981,total_fertility_rate,%,1.9,OECD
Lithuania,1981,total_fertility_rate,%,1.98,OECD
Luxembourg,1981,total_fertility_rate,%,1.55,OECD
Mexico,1981,total_fertility_rate,%,4.64,OECD
Netherlands,1981,total_fertility_rate,%,1.56,OECD
New Zealand,1981,total_fertility_rate,%,2.01,OECD
Norway,1981,total_fertility_rate,%,1.7,OECD
Poland,1981,total_fertility_rate,%,2.24,OECD
Portugal,1981,total_fertility_rate,%,2.13,OECD
Slovak Republic,1981,total_fertility_rate,%,2.28,OECD
Slovenia,1981,total_fertility_rate,%,1.96,OECD
Spain,1981,total_fertility_rate,%,2.04,OECD
Sweden,1981,total_fertility_rate,%,1.63,OECD
Switzerland,1981,total_fertility_rate,%,1.55,OECD
Türkiye,1981,total_fertility_rate,%,4.41,OECD
United States,1981,total_fertility_rate,%,1.81,OECD
OECD-38,1981,total_fertility_rate,%,2.19,OECD
Brazil,1981,total_fertility_rate,%,3.94,OECD
China,1981,total_fertility_rate,%,2.79,OECD
India,1981,total_fertility_rate,%,4.7,OECD
Indonesia,1981,total_fertility_rate,%,4.36,OECD
Peru,1981,total_fertility_rate,%,4.92,OECD
South Africa,1981,total_fertility_rate,%,4.71,OECD
Thailand,1981,total_fertility_rate,%,3.13,OECD
Argentina,1981,total_fertility_rate,%,3.25,OECD
Saudi Arabia,1981,total_fertility_rate,%,7.07,OECD
Bulgaria,1981,total_fertility_rate,%,2.0,OECD
Croatia,1981,total_fertility_rate,%,1.91,OECD
EU-27 average,1981,total_fertility_rate,%,1.95,OECD
Australia,1982,total_fertility_rate,%,1.93,OECD
Austria,1982,total_fertility_rate,%,1.66,OECD
Belgium,1982,total_fertility_rate,%,1.61,OECD
Canada,1982,total_fertility_rate,%,1.64,OECD
Chile,1982,total_fertility_rate,%,2.65,OECD
Colombia,1982,total_fertility_rate,%,3.62,OECD
Costa Rica,1982,total_fertility_rate,%,3.54,OECD
Czechia,1982,total_fertility_rate,%,2.01,OECD
Denmark,1982,total_fertility_rate,%,1.43,OECD
Estonia,1982,total_fertility_rate,%,2.08,OECD
Finland,1982,total_fertility_rate,%,1.72,OECD
France,1982,total_fertility_rate,%,1.91,OECD
Germany,1982,total_fertility_rate,%,1.51,OECD
Greece,1982,total_fertility_rate,%,2.03,OECD
Hungary,1982,total_fertility_rate,%,1.78,OECD
Iceland,1982,total_fertility_rate,%,2.26,OECD
Ireland,1982,total_fertility_rate,%,2.96,OECD
Italy,1982,total_fertility_rate,%,1.6,OECD
Japan,1982,total_fertility_rate,%,1.77,OECD
Korea,1982,total_fertility_rate,%,2.39,OECD
Latvia,1982,total_fertility_rate,%,1.98,OECD
Lithuania,1982,total_fertility_rate,%,1.97,OECD
Luxembourg,1982,total_fertility_rate,%,1.49,OECD
Mexico,1982,total_fertility_rate,%,4.46,OECD
Netherlands,1982,total_fertility_rate,%,1.5,OECD
New Zealand,1982,total_fertility_rate,%,1.95,OECD
Norway,1982,total_fertility_rate,%,1.71,OECD
Poland,1982,total_fertility_rate,%,2.34,OECD
Portugal,1982,total_fertility_rate,%,2.07,OECD
Slovak Republic,1982,total_fertility_rate,%,2.27,OECD
Slovenia,1982,total_fertility_rate,%,1.93,OECD
Spain,1982,total_fertility_rate,%,1.94,OECD
Sweden,1982,total_fertility_rate,%,1.62,OECD
Switzerland,1982,total_fertility_rate,%,1.56,OECD
Türkiye,1982,total_fertility_rate,%,4.2,OECD
United States,1982,total_fertility_rate,%,1.83,OECD
OECD-38,1982,total_fertility_rate,%,2.15,OECD
Brazil,1982,total_fertility_rate,%,3.84,OECD
China,1982,total_fertility_rate,%,2.97,OECD
India,1982,total_fertility_rate,%,4.62,OECD
Indonesia,1982,total_fertility_rate,%,4.25,OECD
Peru,1982,total_fertility_rate,%,4.8,OECD
South Africa,1982,total_fertility_rate,%,4.7,OECD
Thailand,1982,total_fertility_rate,%,2.94,OECD
Argentina,1982,total_fertility_rate,%,3.2,OECD
Saudi Arabia,1982,total_fertility_rate,%,6.98,OECD
Bulgaria,1982,total_fertility_rate,%,2.01,OECD
Croatia,1982,total_fertility_rate,%,1.9,OECD
EU-27 average,1982,total_fertility_rate,%,1.93,OECD
Australia,1983,total_fertility_rate,%,1.92,OECD
Austria,1983,total_fertility_rate,%,1.56,OECD
Belgium,1983,total_fertility_rate,%,1.57,OECD
Canada,1983,total_fertility_rate,%,1.63,OECD
Chile,1983,total_fertility_rate,%,2.62,OECD
Colombia,1983,total_fertility_rate,%,3.5,OECD
Costa Rica,1983,total_fertility_rate,%,3.53,OECD
Czechia,1983,total_fertility_rate,%,1.96,OECD
Denmark,1983,total_fertility_rate,%,1.38,OECD
Estonia,1983,total_fertility_rate,%,2.16,OECD
Finland,1983,total_fertility_rate,%,1.74,OECD
France,1983,total_fertility_rate,%,1.78,OECD
Germany,1983,total_fertility_rate,%,1.43,OECD
Greece,1983,total_fertility_rate,%,1.94,OECD
Hungary,1983,total_fertility_rate,%,1.73,OECD
Iceland,1983,total_fertility_rate,%,2.24,OECD
Ireland,1983,total_fertility_rate,%,2.76,OECD
Italy,1983,total_fertility_rate,%,1.54,OECD
Japan,1983,total_fertility_rate,%,1.8,OECD
Korea,1983,total_fertility_rate,%,2.06,OECD
Latvia,1983,total_fertility_rate,%,2.13,OECD
Lithuania,1983,total_fertility_rate,%,2.1,OECD
Luxembourg,1983,total_fertility_rate,%,1.44,OECD
Mexico,1983,total_fertility_rate,%,4.3,OECD
Netherlands,1983,total_fertility_rate,%,1.47,OECD
New Zealand,1983,total_fertility_rate,%,1.92,OECD
Norway,1983,total_fertility_rate,%,1.66,OECD
Poland,1983,total_fertility_rate,%,2.42,OECD
Portugal,1983,total_fertility_rate,%,1.95,OECD
Slovak Republic,1983,total_fertility_rate,%,2.27,OECD
Slovenia,1983,total_fertility_rate,%,1.82,OECD
Spain,1983,total_fertility_rate,%,1.8,OECD
Sweden,1983,total_fertility_rate,%,1.61,OECD
Switzerland,1983,total_fertility_rate,%,1.52,OECD
Türkiye,1983,total_fertility_rate,%,4.11,OECD
United States,1983,total_fertility_rate,%,1.8,OECD
OECD-38,1983,total_fertility_rate,%,2.11,OECD
Brazil,1983,total_fertility_rate,%,3.72,OECD
China,1983,total_fertility_rate,%,2.56,OECD
India,1983,total_fertility_rate,%,4.57,OECD
Indonesia,1983,total_fertility_rate,%,4.11,OECD
Peru,1983,total_fertility_rate,%,4.68,OECD
South Africa,1983,total_fertility_rate,%,4.63,OECD
Thailand,1983,total_fertility_rate,%,2.76,OECD
Argentina,1983,total_fertility_rate,%,3.15,OECD
Saudi Arabia,1983,total_fertility_rate,%,6.88,OECD
Bulgaria,1983,total_fertility_rate,%,2.01,OECD
Croatia,1983,total_fertility_rate,%,1.88,OECD
EU-27 average,1983,total_fertility_rate,%,1.89,OECD
Australia,1984,total_fertility_rate,%,1.84,OECD
Austria,1984,total_fertility_rate,%,1.52,OECD
Belgium,1984,total_fertility_rate,%,1.54,OECD
Canada,1984,total_fertility_rate,%,1.63,OECD
Chile,1984,total_fertility_rate,%,2.6,OECD
Colombia,1984,total_fertility_rate,%,3.35,OECD
Costa Rica,1984,total_fertility_rate,%,3.52,OECD
Czechia,1984,total_fertility_rate,%,1.97,OECD
Denmark,1984,total_fertility_rate,%,1.4,OECD
Estonia,1984,total_fertility_rate,%,2.17,OECD
Finland,1984,total_fertility_rate,%,1.7,OECD
France,1984,total_fertility_rate,%,1.8,OECD
Germany,1984,total_fertility_rate,%,1.39,OECD
Greece,1984,total_fertility_rate,%,1.82,OECD
Hungary,1984,total_fertility_rate,%,1.73,OECD
Iceland,1984,total_fertility_rate,%,2.08,OECD
Ireland,1984,total_fertility_rate,%,2.59,OECD
Italy,1984,total_fertility_rate,%,1.48,OECD
Japan,1984,total_fertility_rate,%,1.81,OECD
Korea,1984,total_fertility_rate,%,1.74,OECD
Latvia,1984,total_fertility_rate,%,2.15,OECD
Lithuania,1984,total_fertility_rate,%,2.07,OECD
Luxembourg,1984,total_fertility_rate,%,1.42,OECD
Mexico,1984,total_fertility_rate,%,4.15,OECD
Netherlands,1984,total_fertility_rate,%,1.49,OECD
New Zealand,1984,total_fertility_rate,%,1.93,OECD
Norway,1984,total_fertility_rate,%,1.66,OECD
Poland,1984,total_fertility_rate,%,2.37,OECD
Portugal,1984,total_fertility_rate,%,1.9,OECD
Slovak Republic,1984,total_fertility_rate,%,2.25,OECD
Slovenia,1984,total_fertility_rate,%,1.75,OECD
Spain,1984,total_fertility_rate,%,1.73,OECD
Sweden,1984,total_fertility_rate,%,1.65,OECD
Switzerland,1984,total_fertility_rate,%,1.53,OECD
Türkiye,1984,total_fertility_rate,%,3.93,OECD
United States,1984,total_fertility_rate,%,1.81,OECD
OECD-38,1984,total_fertility_rate,%,2.06,OECD
Brazil,1984,total_fertility_rate,%,3.6,OECD
China,1984,total_fertility_rate,%,2.61,OECD
India,1984,total_fertility_rate,%,4.52,OECD
Indonesia,1984,total_fertility_rate,%,3.96,OECD
Peru,1984,total_fertility_rate,%,4.57,OECD
South Africa,1984,total_fertility_rate,%,4.57,OECD
Thailand,1984,total_fertility_rate,%,2.58,OECD
Argentina,1984,total_fertility_rate,%,3.12,OECD
Saudi Arabia,1984,total_fertility_rate,%,6.78,OECD
Bulgaria,1984,total_fertility_rate,%,2.01,OECD
Croatia,1984,total_fertility_rate,%,1.87,OECD
EU-27 average,1984,total_fertility_rate,%,1.87,OECD
Australia,1985,total_fertility_rate,%,1.92,OECD
Austria,1985,total_fertility_rate,%,1.47,OECD
Belgium,1985,total_fertility_rate,%,1.51,OECD
Canada,1985,total_fertility_rate,%,1.61,OECD
Chile,1985,total_fertility_rate,%,2.59,OECD
Colombia,1985,total_fertility_rate,%,3.23,OECD
Costa Rica,1985,total_fertility_rate,%,3.51,OECD
Czechia,1985,total_fertility_rate,%,1.96,OECD
Denmark,1985,total_fertility_rate,%,1.45,OECD
Estonia,1985,total_fertility_rate,%,2.12,OECD
Finland,1985,total_fertility_rate,%,1.64,OECD
France,1985,total_fertility_rate,%,1.81,OECD
Germany,1985,total_fertility_rate,%,1.37,OECD
Greece,1985,total_fertility_rate,%,1.68,OECD
Hungary,1985,total_fertility_rate,%,1.83,OECD
Iceland,1985,total_fertility_rate,%,1.93,OECD
Ireland,1985,total_fertility_rate,%,2.5,OECD
Italy,1985,total_fertility_rate,%,1.45,OECD
Japan,1985,total_fertility_rate,%,1.76,OECD
Korea,1985,total_fertility_rate,%,1.66,OECD
Latvia,1985,total_fertility_rate,%,2.09,OECD
Lithuania,1985,total_fertility_rate,%,2.08,OECD
Luxembourg,1985,total_fertility_rate,%,1.38,OECD
Mexico,1985,total_fertility_rate,%,4.02,OECD
Netherlands,1985,total_fertility_rate,%,1.51,OECD
New Zealand,1985,total_fertility_rate,%,1.93,OECD
Norway,1985,total_fertility_rate,%,1.68,OECD
Poland,1985,total_fertility_rate,%,2.33,OECD
Portugal,1985,total_fertility_rate,%,1.72,OECD
Slovak Republic,1985,total_fertility_rate,%,2.25,OECD
Slovenia,1985,total_fertility_rate,%,1.72,OECD
Spain,1985,total_fertility_rate,%,1.64,OECD
Sweden,1985,total_fertility_rate,%,1.73,OECD
Switzerland,1985,total_fertility_rate,%,1.52,OECD
Türkiye,1985,total_fertility_rate,%,3.76,OECD
United States,1985,total_fertility_rate,%,1.84,OECD
OECD-38,1985,total_fertility_rate,%,2.03,OECD
Brazil,1985,total_fertility_rate,%,3.48,OECD
China,1985,total_fertility_rate,%,2.63,OECD
India,1985,total_fertility_rate,%,4.43,OECD
Indonesia,1985,total_fertility_rate,%,3.73,OECD
Peru,1985,total_fertility_rate,%,4.46,OECD
South Africa,1985,total_fertility_rate,%,4.5,OECD
Thailand,1985,total_fertility_rate,%,2.45,OECD
Argentina,1985,total_fertility_rate,%,3.07,OECD
Saudi Arabia,1985,total_fertility_rate,%,6.65,OECD
Bulgaria,1985,total_fertility_rate,%,1.97,OECD
Croatia,1985,total_fertility_rate,%,1.81,OECD
EU-27 average,1985,total_fertility_rate,%,1.84,OECD
Australia,1986,total_fertility_rate,%,1.87,OECD
Austria,1986,total_fertility_rate,%,1.45,OECD
Belgium,1986,total_fertility_rate,%,1.54,OECD
Canada,1986,total_fertility_rate,%,1.59,OECD
Chile,1986,total_fertility_rate,%,2.59,OECD
Colombia,1986,total_fertility_rate,%,3.15,OECD
Costa Rica,1986,total_fertility_rate,%,3.45,OECD
Czechia,1986,total_fertility_rate,%,1.94,OECD
Denmark,1986,total_fertility_rate,%,1.48,OECD
Estonia,1986,total_fertility_rate,%,2.17,OECD
Finland,1986,total_fertility_rate,%,1.6,OECD
France,1986,total_fertility_rate,%,1.83,OECD
Germany,1986,total_fertility_rate,%,1.41,OECD
Greece,1986,total_fertility_rate,%,1.6,OECD
Hungary,1986,total_fertility_rate,%,1.83,OECD
Iceland,1986,total_fertility_rate,%,1.93,OECD
Ireland,1986,total_fertility_rate,%,2.44,OECD
Italy,1986,total_fertility_rate,%,1.37,OECD
Japan,1986,total_fertility_rate,%,1.72,OECD
Korea,1986,total_fertility_rate,%,1.58,OECD
Latvia,1986,total_fertility_rate,%,2.21,OECD
Lithuania,1986,total_fertility_rate,%,2.12,OECD
Luxembourg,1986,total_fertility_rate,%,1.44,OECD
Mexico,1986,total_fertility_rate,%,3.9,OECD
Netherlands,1986,total_fertility_rate,%,1.55,OECD
New Zealand,1986,total_fertility_rate,%,1.96,OECD
Norway,1986,total_fertility_rate,%,1.71,OECD
Poland,1986,total_fertility_rate,%,2.22,OECD
Portugal,1986,total_fertility_rate,%,1.66,OECD
Slovak Republic,1986,total_fertility_rate,%,2.2,OECD
Slovenia,1986,total_fertility_rate,%,1.65,OECD
Spain,1986,total_fertility_rate,%,1.56,OECD
Sweden,1986,total_fertility_rate,%,1.79,OECD
Switzerland,1986,total_fertility_rate,%,1.53,OECD
Türkiye,1986,total_fertility_rate,%,3.58,OECD
United States,1986,total_fertility_rate,%,1.84,OECD
OECD-38,1986,total_fertility_rate,%,2.01,OECD
Brazil,1986,total_fertility_rate,%,3.36,OECD
China,1986,total_fertility_rate,%,2.72,OECD
India,1986,total_fertility_rate,%,4.4,OECD
Indonesia,1986,total_fertility_rate,%,3.53,OECD
Peru,1986,total_fertility_rate,%,4.35,OECD
South Africa,1986,total_fertility_rate,%,4.41,OECD
Thailand,1986,total_fertility_rate,%,2.36,OECD
Argentina,1986,total_fertility_rate,%,3.05,OECD
Saudi Arabia,1986,total_fertility_rate,%,6.52,OECD
Bulgaria,1986,total_fertility_rate,%,2.02,OECD
Croatia,1986,total_fertility_rate,%,1.76,OECD
EU-27 average,1986,total_fertility_rate,%,1.84,OECD
Australia,1987,total_fertility_rate,%,1.85,OECD
Austria,1987,total_fertility_rate,%,1.43,OECD
Belgium,1987,total_fertility_rate,%,1.54,OECD
Canada,1987,total_fertility_rate,%,1.58,OECD
Chile,1987,total_fertility_rate,%,2.59,OECD
Colombia,1987,total_fertility_rate,%,3.09,OECD
Costa Rica,1987,total_fertility_rate,%,3.38,OECD
Czechia,1987,total_fertility_rate,%,1.91,OECD
Denmark,1987,total_fertility_rate,%,1.5,OECD
Estonia,1987,total_fertility_rate,%,2.26,OECD
Finland,1987,total_fertility_rate,%,1.59,OECD
France,1987,total_fertility_rate,%,1.8,OECD
Germany,1987,total_fertility_rate,%,1.43,OECD
Greece,1987,total_fertility_rate,%,1.5,OECD
Hungary,1987,total_fertility_rate,%,1.81,OECD
Iceland,1987,total_fertility_rate,%,2.07,OECD
Ireland,1987,total_fertility_rate,%,2.31,OECD
Italy,1987,total_fertility_rate,%,1.35,OECD
Japan,1987,total_fertility_rate,%,1.69,OECD
Korea,1987,total_fertility_rate,%,1.53,OECD
Latvia,1987,total_fertility_rate,%,2.21,OECD
Lithuania,1987,total_fertility_rate,%,2.11,OECD
Luxembourg,1987,total_fertility_rate,%,1.39,OECD
Mexico,1987,total_fertility_rate,%,3.79,OECD
Netherlands,1987,total_fertility_rate,%,1.56,OECD
New Zealand,1987,total_fertility_rate,%,2.03,OECD
Norway,1987,total_fertility_rate,%,1.75,OECD
Poland,1987,total_fertility_rate,%,2.15,OECD
Portugal,1987,total_fertility_rate,%,1.62,OECD
Slovak Republic,1987,total_fertility_rate,%,2.14,OECD
Slovenia,1987,total_fertility_rate,%,1.64,OECD
Spain,1987,total_fertility_rate,%,1.5,OECD
Sweden,1987,total_fertility_rate,%,1.84,OECD
Switzerland,1987,total_fertility_rate,%,1.52,OECD
Türkiye,1987,total_fertility_rate,%,3.4,OECD
United States,1987,total_fertility_rate,%,1.87,OECD
OECD-38,1987,total_fertility_rate,%,1.99,OECD
Brazil,1987,total_fertility_rate,%,3.23,OECD
China,1987,total_fertility_rate,%,2.76,OECD
India,1987,total_fertility_rate,%,4.31,OECD
Indonesia,1987,total_fertility_rate,%,3.42,OECD
Peru,1987,total_fertility_rate,%,4.25,OECD
South Africa,1987,total_fertility_rate,%,4.35,OECD
Thailand,1987,total_fertility_rate,%,2.26,OECD
Argentina,1987,total_fertility_rate,%,3.04,OECD
Saudi Arabia,1987,total_fertility_rate,%,6.34,OECD
Bulgaria,1987,total_fertility_rate,%,1.96,OECD
Croatia,1987,total_fertility_rate,%,1.74,OECD
EU-27 average,1987,total_fertility_rate,%,1.82,OECD
Australia,1988,total_fertility_rate,%,1.83,OECD
Austria,1988,total_fertility_rate,%,1.45,OECD
Belgium,1988,total_fertility_rate,%,1.57,OECD
Canada,1988,total_fertility_rate,%,1.6,OECD
Chile,1988,total_fertility_rate,%,2.59,OECD
Colombia,1988,total_fertility_rate,%,3.04,OECD
Costa Rica,1988,total_fertility_rate,%,3.31,OECD
Czechia,1988,total_fertility_rate,%,1.94,OECD
Denmark,1988,total_fertility_rate,%,1.56,OECD
Estonia,1988,total_fertility_rate,%,2.26,OECD
Finland,1988,total_fertility_rate,%,1.7,OECD
France,1988,total_fertility_rate,%,1.81,OECD
Germany,1988,total_fertility_rate,%,1.46,OECD
Greece,1988,total_fertility_rate,%,1.5,OECD
Hungary,1988,total_fertility_rate,%,1.79,OECD
Iceland,1988,total_fertility_rate,%,2.27,OECD
Ireland,1988,total_fertility_rate,%,2.17,OECD
Italy,1988,total_fertility_rate,%,1.38,OECD
Japan,1988,total_fertility_rate,%,1.66,OECD
Korea,1988,total_fertility_rate,%,1.55,OECD
Latvia,1988,total_fertility_rate,%,2.16,OECD
Lithuania,1988,total_fertility_rate,%,2.02,OECD
Luxembourg,1988,total_fertility_rate,%,1.51,OECD
Mexico,1988,total_fertility_rate,%,3.68,OECD
Netherlands,1988,total_fertility_rate,%,1.55,OECD
New Zealand,1988,total_fertility_rate,%,2.1,OECD
Norway,1988,total_fertility_rate,%,1.84,OECD
Poland,1988,total_fertility_rate,%,2.13,OECD
Portugal,1988,total_fertility_rate,%,1.62,OECD
Slovak Republic,1988,total_fertility_rate,%,2.15,OECD
Slovenia,1988,total_fertility_rate,%,1.63,OECD
Spain,1988,total_fertility_rate,%,1.45,OECD
Sweden,1988,total_fertility_rate,%,1.96,OECD
Switzerland,1988,total_fertility_rate,%,1.57,OECD
Türkiye,1988,total_fertility_rate,%,3.29,OECD
United States,1988,total_fertility_rate,%,1.93,OECD
OECD-38,1988,total_fertility_rate,%,2.0,OECD
Brazil,1988,total_fertility_rate,%,3.11,OECD
China,1988,total_fertility_rate,%,2.54,OECD
India,1988,total_fertility_rate,%,4.22,OECD
Indonesia,1988,total_fertility_rate,%,3.35,OECD
Peru,1988,total_fertility_rate,%,4.14,OECD
South Africa,1988,total_fertility_rate,%,4.18,OECD
Thailand,1988,total_fertility_rate,%,2.17,OECD
Argentina,1988,total_fertility_rate,%,3.05,OECD
Saudi Arabia,1988,total_fertility_rate,%,6.15,OECD
Bulgaria,1988,total_fertility_rate,%,1.97,OECD
Croatia,1988,total_fertility_rate,%,1.74,OECD
EU-27 average,1988,total_fertility_rate,%,1.83,OECD
Australia,1989,total_fertility_rate,%,1.84,OECD
Austria,1989,total_fertility_rate,%,1.45,OECD
Belgium,1989,total_fertility_rate,%,1.58,OECD
Canada,1989,total_fertility_rate,%,1.66,OECD
Chile,1989,total_fertility_rate,%,2.59,OECD
Colombia,1989,total_fertility_rate,%,3.01,OECD
Costa Rica,1989,total_fertility_rate,%,3.24,OECD
Czechia,1989,total_fertility_rate,%,1.87,OECD
Denmark,1989,total_fertility_rate,%,1.62,OECD
Estonia,1989,total_fertility_rate,%,2.22,OECD
Finland,1989,total_fertility_rate,%,1.71,OECD
France,1989,total_fertility_rate,%,1.79,OECD
Germany,1989,total_fertility_rate,%,1.42,OECD
Greece,1989,total_fertility_rate,%,1.4,OECD
Hungary,1989,total_fertility_rate,%,1.78,OECD
Iceland,1989,total_fertility_rate,%,2.2,OECD
Ireland,1989,total_fertility_rate,%,2.08,OECD
Italy,1989,total_fertility_rate,%,1.35,OECD
Japan,1989,total_fertility_rate,%,1.57,OECD
Korea,1989,total_fertility_rate,%,1.56,OECD
Latvia,1989,total_fertility_rate,%,2.05,OECD
Lithuania,1989,total_fertility_rate,%,1.98,OECD
Luxembourg,1989,total_fertility_rate,%,1.52,OECD
Mexico,1989,total_fertility_rate,%,3.57,OECD
Netherlands,1989,total_fertility_rate,%,1.55,OECD
New Zealand,1989,total_fertility_rate,%,2.12,OECD
Norway,1989,total_fertility_rate,%,1.89,OECD
Poland,1989,total_fertility_rate,%,2.07,OECD
Portugal,1989,total_fertility_rate,%,1.58,OECD
Slovak Republic,1989,total_fertility_rate,%,2.08,OECD
Slovenia,1989,total_fertility_rate,%,1.52,OECD
Spain,1989,total_fertility_rate,%,1.4,OECD
Sweden,1989,total_fertility_rate,%,2.02,OECD
Switzerland,1989,total_fertility_rate,%,1.56,OECD
Türkiye,1989,total_fertility_rate,%,3.39,OECD
United States,1989,total_fertility_rate,%,2.01,OECD
OECD-38,1989,total_fertility_rate,%,1.98,OECD
Brazil,1989,total_fertility_rate,%,3.01,OECD
China,1989,total_fertility_rate,%,2.52,OECD
India,1989,total_fertility_rate,%,4.13,OECD
Indonesia,1989,total_fertility_rate,%,3.25,OECD
Peru,1989,total_fertility_rate,%,4.03,OECD
South Africa,1989,total_fertility_rate,%,3.98,OECD
Thailand,1989,total_fertility_rate,%,2.14,OECD
Argentina,1989,total_fertility_rate,%,3.02,OECD
Saudi Arabia,1989,total_fertility_rate,%,5.98,OECD
Bulgaria,1989,total_fertility_rate,%,1.9,OECD
Croatia,1989,total_fertility_rate,%,1.67,OECD
EU-27 average,1989,total_fertility_rate,%,1.79,OECD
Australia,1990,total_fertility_rate,%,1.9,OECD
Austria,1990,total_fertility_rate,%,1.46,OECD
Belgium,1990,total_fertility_rate,%,1.62,OECD
Canada,1990,total_fertility_rate,%,1.71,OECD
Chile,1990,total_fertility_rate,%,2.58,OECD
Colombia,1990,total_fertility_rate,%,3.0,OECD
Costa Rica,1990,total_fertility_rate,%,3.17,OECD
Czechia,1990,total_fertility_rate,%,1.89,OECD
Denmark,1990,total_fertility_rate,%,1.67,OECD
Estonia,1990,total_fertility_rate,%,2.05,OECD
Finland,1990,total_fertility_rate,%,1.79,OECD
France,1990,total_fertility_rate,%,1.78,OECD
Germany,1990,total_fertility_rate,%,1.45,OECD
Greece,1990,total_fertility_rate,%,1.39,OECD
Hungary,1990,total_fertility_rate,%,1.84,OECD
Iceland,1990,total_fertility_rate,%,2.31,OECD
Ireland,1990,total_fertility_rate,%,2.12,OECD
Italy,1990,total_fertility_rate,%,1.36,OECD
Japan,1990,total_fertility_rate,%,1.54,OECD
Korea,1990,total_fertility_rate,%,1.57,OECD
Latvia,1990,total_fertility_rate,%,2.01,OECD
Lithuania,1990,total_fertility_rate,%,2.03,OECD
Luxembourg,1990,total_fertility_rate,%,1.62,OECD
Mexico,1990,total_fertility_rate,%,3.47,OECD
Netherlands,1990,total_fertility_rate,%,1.62,OECD
New Zealand,1990,total_fertility_rate,%,2.18,OECD
Norway,1990,total_fertility_rate,%,1.93,OECD
Poland,1990,total_fertility_rate,%,1.99,OECD
Portugal,1990,total_fertility_rate,%,1.56,OECD
Slovak Republic,1990,total_fertility_rate,%,2.09,OECD
Slovenia,1990,total_fertility_rate,%,1.46,OECD
Spain,1990,total_fertility_rate,%,1.36,OECD
Sweden,1990,total_fertility_rate,%,2.14,OECD
Switzerland,1990,total_fertility_rate,%,1.59,OECD
Türkiye,1990,total_fertility_rate,%,3.07,OECD
United States,1990,total_fertility_rate,%,2.08,OECD
OECD-38,1990,total_fertility_rate,%,1.98,OECD
Brazil,1990,total_fertility_rate,%,2.9,OECD
China,1990,total_fertility_rate,%,2.51,OECD
India,1990,total_fertility_rate,%,4.05,OECD
Indonesia,1990,total_fertility_rate,%,3.11,OECD
Peru,1990,total_fertility_rate,%,3.91,OECD
South Africa,1990,total_fertility_rate,%,3.72,OECD
Thailand,1990,total_fertility_rate,%,2.07,OECD
Argentina,1990,total_fertility_rate,%,3.03,OECD
Saudi Arabia,1990,total_fertility_rate,%,5.8,OECD
Bulgaria,1990,total_fertility_rate,%,1.82,OECD
Croatia,1990,total_fertility_rate,%,1.67,OECD
EU-27 average,1990,total_fertility_rate,%,1.78,OECD
Australia,1991,total_fertility_rate,%,1.85,OECD
Austria,1991,total_fertility_rate,%,1.51,OECD
Belgium,1991,total_fertility_rate,%,1.66,OECD
Canada,1991,total_fertility_rate,%,1.72,OECD
Chile,1991,total_fertility_rate,%,2.56,OECD
Colombia,1991,total_fertility_rate,%,2.98,OECD
Costa Rica,1991,total_fertility_rate,%,3.08,OECD
Czechia,1991,total_fertility_rate,%,1.86,OECD
Denmark,1991,total_fertility_rate,%,1.68,OECD
Estonia,1991,total_fertility_rate,%,1.8,OECD
Finland,1991,total_fertility_rate,%,1.8,OECD
France,1991,total_fertility_rate,%,1.77,OECD
Germany,1991,total_fertility_rate,%,1.33,OECD
Greece,1991,total_fertility_rate,%,1.37,OECD
Hungary,1991,total_fertility_rate,%,1.86,OECD
Iceland,1991,total_fertility_rate,%,2.19,OECD
Ireland,1991,total_fertility_rate,%,2.09,OECD
Italy,1991,total_fertility_rate,%,1.33,OECD
Japan,1991,total_fertility_rate,%,1.53,OECD
Korea,1991,total_fertility_rate,%,1.71,OECD
Latvia,1991,total_fertility_rate,%,1.86,OECD
Lithuania,1991,total_fertility_rate,%,2.01,OECD
Luxembourg,1991,total_fertility_rate,%,1.6,OECD
Mexico,1991,total_fertility_rate,%,3.37,OECD
Netherlands,1991,total_fertility_rate,%,1.61,OECD
New Zealand,1991,total_fertility_rate,%,2.09,OECD
Norway,1991,total_fertility_rate,%,1.92,OECD
Poland,1991,total_fertility_rate,%,1.98,OECD
Portugal,1991,total_fertility_rate,%,1.56,OECD
Slovak Republic,1991,total_fertility_rate,%,2.05,OECD
Slovenia,1991,total_fertility_rate,%,1.42,OECD
Spain,1991,total_fertility_rate,%,1.33,OECD
Sweden,1991,total_fertility_rate,%,2.12,OECD
Switzerland,1991,total_fertility_rate,%,1.58,OECD
Türkiye,1991,total_fertility_rate,%,3.0,OECD
